Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SEMA5B	3493.2908080645	-2.11684403524026	0.0481974021361401	-43.9202932403067	0	0
SERPINE2	3503.72860939261	-1.83771383053985	0.0476471518278568	-38.5692273313476	0	0
SFRP1	19197.0642205494	1.82682907978076	0.0285935187470205	63.8896211390952	0	0
SLC16A1	11622.8827688664	1.28618470101898	0.0297554299485854	43.2252097597442	0	0
SLIT2	1589.00812353185	-3.45294402845957	0.0727505103015979	-47.4628152317405	0	0
SOX9	2758.51459621427	-3.28082437087906	0.0556689056737864	-58.9345942976557	0	0
SPATA13	2817.26157297719	-2.32750498478587	0.0547068626799122	-42.5450276394757	0	0
SPRY1	1664.17431960327	-2.74640954982259	0.0661494641638184	-41.518243337862	0	0
SPRY2	1946.48199304984	-2.98272679497071	0.0615717521107121	-48.4431040651154	0	0
TDGF1	9394.8257951642	2.49225169424258	0.0378363899359762	65.8691724675576	0	0
TERF1	9094.42104750779	2.11938466059943	0.0311191143791704	68.1055583644128	0	0
TNRC18	1481.64149840532	-4.33402922618651	0.0901125090684107	-48.0957557501395	0	0
TSPAN18	1323.70816578514	-2.85842203737381	0.07173330594637	-39.8479060690561	0	0
TTC3	3839.16553686757	-2.20552524118043	0.0489987640033501	-45.0118546057536	0	0
TUBA1A	21628.6403538824	-1.92969794317951	0.0297403932323343	-64.8847487692769	0	0
UGP2	12612.9959291748	1.79779300929786	0.0388681717831383	46.2536035738573	0	0
USP9X	12095.3023191381	1.73232967750748	0.0333871243254739	51.8861600843453	0	0
WLS	1606.57376663635	-5.96991902577479	0.128586195130024	-46.4273713032577	0	0
RAI1	842.563342581022	-4.28837622246641	0.115966584161968	-36.9794131081495	2.45361695500223e-299	6.7173199370618e-297
COL11A1	2527.91557384566	-1.9498869003582	0.0531167705818231	-36.7094399565297	5.16314288535773e-295	1.39585567905646e-292
VRTN	4620.42501396291	1.61657289618138	0.0443628742134133	36.4397691728595	9.99084930357183e-291	2.66768010787224e-288
TAGLN	1914.65247400848	-2.22159739657436	0.061297455643967	-36.2428974128718	1.28572223934345e-287	3.39117080396586e-285
ACTG1_variant1	42969.3642761066	-0.794186644870841	0.0220273516958148	-36.0545677863643	1.16957983273234e-284	3.01138959789704e-282
ACTG1_variant2	42969.3642761066	-0.794186644870841	0.0220273516958148	-36.0545677863643	1.16957983273234e-284	3.01138959789704e-282
TAGLN3	807.377444783522	-4.17259759864546	0.115758982972741	-36.045562007296	1.61858598122338e-284	4.11844442375284e-282
VASH1	1690.7818665021	-2.17959329974444	0.0605632143990364	-35.9887321267929	1.25532364164808e-283	3.15699299087962e-281
PDLIM1	3606.89808884077	1.48720666784794	0.0414537151699416	35.8763180031286	7.15102210161346e-282	1.77772765532984e-279
MAP2	1584.10329233922	-2.62600756098584	0.0735681042731397	-35.6949195161553	4.73991060208011e-279	1.16494075570214e-276
HAS2	760.310227693979	-4.15787235404241	0.116510752739723	-35.6865976424581	6.38061866231266e-279	1.5505620272865e-276
ADCY6	2131.54608112349	-1.94499319846953	0.0545760288907175	-35.6382323522323	3.58535356940239e-278	8.61600299989276e-276
MMP2	3001.30979082036	-1.8220368732883	0.051511969727622	-35.3711357364632	4.74555635739816e-274	1.12787794393195e-271
SNRPN	9759.83736867588	1.18396338720258	0.033602931205288	35.23393182486	6.04701356638001e-272	1.42157401536594e-269
RABGAP1L	2121.59062237898	1.97982541883619	0.0564911947931137	35.04661967386	4.39001089613719e-269	1.02093715765221e-266
ROR2	874.179308024235	-3.40781432087534	0.0973569523205884	-35.0032970388564	2.00442052157353e-268	4.61187308942471e-266
SPRY4	3892.27031127306	-1.85422825320689	0.0530819233877616	-34.9314443574664	2.47767534035978e-267	5.64075392224224e-265
CPXM1	2740.05528233537	-1.84576166059546	0.0529285379795771	-34.8727119821005	1.92764229177492e-266	4.34281744651125e-264
GJA1	23265.5913864089	1.12099425393914	0.0324687854703453	34.5252906045092	3.34860205750503e-261	7.46634693811535e-259
TUBB2B	26676.9526558093	-0.914863441483192	0.0266966007757404	-34.2689112058994	2.28040176436573e-257	5.03270707752061e-255
AKIRIN1	6470.01548751774	1.24914586141134	0.0365309188381642	34.19420866322	2.94800796733464e-256	6.44035518358724e-254
VIM	13058.7337462954	-1.23915448674708	0.0362421728771778	-34.1909545806342	3.29527679346385e-256	7.12702464890362e-254
CST1	1698.89937700069	-5.82217780730107	0.171083008022395	-34.0313037197648	7.67419521929568e-254	1.64334152676165e-251
SSFA2	821.839376320804	-3.53721796143309	0.103992756977002	-34.0140800595888	1.37957984186815e-253	2.92525027646318e-251
SOX11	6597.19043812754	-1.31961427615477	0.0389363512257838	-33.8915752147037	8.86562679286308e-252	1.86160947840818e-249
TARS	5103.52634011429	1.45558926705944	0.0431967036416091	33.6967672148331	6.44661877787452e-249	1.34064875892183e-246
COBL	1039.0048798637	3.11659346532093	0.0928316151004254	33.5725438144041	4.2218933403462e-247	8.6962961109531e-245
SEC14L1	4598.34608899932	-1.49980119134324	0.0447754297837905	-33.4960758296551	5.49740377421148e-246	1.12167781913817e-243
NES	12616.6253238516	-1.18536491213381	0.0354012528903981	-33.4836994556007	8.32387769801127e-246	1.68251240049147e-243
ANP32B	3664.32233726729	-1.39475476391889	0.0418345242311543	-33.3398022220178	1.02380958978351e-243	2.05027350072573e-241
CCND2	4307.10965024034	-1.48695011633944	0.0447020753206792	-33.263558921426	1.29986560005762e-242	2.57921955945378e-240
POU3F2	1676.57135306629	-8.17150628292696	0.246206902136994	-33.1895905923067	1.52137139950692e-241	2.99129278441234e-239
FBN2	3318.98092415553	-1.86273665702535	0.0564760822587128	-32.9827527428743	1.43558096245457e-238	2.79718423927634e-236
ID4	1016.83031541461	-2.77995151362523	0.0848607802921888	-32.7589671465833	2.26287208273399e-235	4.36976762547953e-233
TNC	1394.1953205131	-2.21631593934055	0.0681680038137761	-32.5125545027718	7.08712657209451e-232	1.35646348231204e-229
SLC7A3	2637.09784093838	1.58656471904868	0.0488260198241136	32.4942464031264	1.28573763240843e-231	2.43929241348505e-229
FAM46B	2460.7880675084	1.62599574795108	0.0500943101476838	32.4586912796574	4.08421758581281e-231	7.68117025617039e-229
IDO1	673.622682778822	4.87626212623662	0.150802553746763	32.3354081551242	2.22502393769789e-229	4.14851876935604e-227
TMEM132C	665.169697220501	-5.39332395299913	0.167200314921378	-32.2566614514764	2.83721372712122e-228	5.24472294787844e-226
GREB1L	655.302611600404	-4.37329787455973	0.13696504120906	-31.9300299985633	1.02301191153759e-223	1.87505945955382e-221
PAM	3233.70052090358	-1.36499794199284	0.0431164437919043	-31.6584073719255	5.80983063511795e-220	1.05592451240614e-217
CCND1	3129.99413398128	-1.49562328870068	0.0475580363685477	-31.4483818698999	4.41698174736825e-217	7.96087343600671e-215
FOXP4	1544.40663043406	-1.9718718110376	0.0627861740868171	-31.4061469697295	1.66785783387362e-216	2.98119249843129e-214
PHC1	22917.4234496835	0.955560751338231	0.0304635343280083	31.3673633876318	5.64101512694141e-216	1.00003176365155e-213
SIPA1L2	1503.65715770149	-2.10105184757347	0.0669832177236186	-31.3668396200774	5.73455280236307e-216	1.00834884560576e-213
AMER2	951.37632924408	-6.81486911373366	0.217713509926194	-31.3020037940867	4.38233967773311e-215	7.64364859274287e-213
PLA2G16	1542.69094066095	2.04878479954685	0.0655276201217523	31.265972970484	1.35436799462865e-214	2.34338167902627e-212
FRAS1	4669.98545519695	1.33940310373753	0.0430536384932773	31.1101024352837	1.75847756836555e-212	3.01844070227064e-210
CTSV	2062.16712187748	1.89641898426778	0.0615366591584894	30.8177111042622	1.51756853292313e-208	2.58440726220956e-206
FRAT2	1172.05650492487	2.58629587642783	0.0841529212760756	30.7332869401304	2.04512223061703e-207	3.45561746904571e-205
GLUL	8979.61296684954	-1.01085503614911	0.0328925797669591	-30.7320083529758	2.12717209483545e-207	3.56639364861249e-205
EPHA2	1524.84647816286	-1.91345790902616	0.0622758878259485	-30.7255018888527	2.59851538933118e-207	4.32313006465037e-205
POU5F1_variant2	18518.9955862101	0.813625155834084	0.0265322015506549	30.6655727109837	1.63863200750835e-206	2.70536893575501e-204
TUBB2A	7998.60234770967	-1.27223007553344	0.0415297548391565	-30.6341821775917	4.29305993217525e-206	7.03411365250653e-204
LAMB1	3648.55603116662	-1.27071556910127	0.0414863996060425	-30.6296902398873	4.92706181762709e-206	8.01221751816833e-204
IRX1	666.299608677557	-3.4533801807777	0.113191260223071	-30.5092475688669	1.96476513558154e-204	3.17118957853414e-202
LPL	811.474377749429	-2.98787577512646	0.0982203751198848	-30.4201218075124	2.97693757722519e-203	4.76927451260937e-201
LOC100996702	1328.39822451959	-2.2465410830358	0.0738954859327035	-30.4016010542474	5.23169272421016e-203	8.31993016464833e-201
GBX2	1299.67611209787	-7.97203962830993	0.26329730158457	-30.2777110905915	2.25335045338536e-201	3.55733310991377e-199
DNAJB6	6469.28446016905	1.06835624539827	0.0354306897086607	30.1534137264373	9.67603877317043e-200	1.51647367091399e-197
EPHA7	968.332139428422	-2.67160936310766	0.0889632794128394	-30.03047303045	3.92781546506799e-198	6.11156783298493e-196
BOC	817.572829845432	-2.64451841611966	0.0881757925817922	-29.9914334613618	1.26923070283376e-197	1.96078011720633e-195
CGNL1	3442.75313944513	1.28353006424759	0.0428988066366812	29.9199480096979	1.08285713683222e-196	1.66099533017073e-194
BAALC	631.250404351431	-3.86271902157794	0.129918920867612	-29.7317665185511	2.98441100486791e-194	4.54555219811853e-192
UNC5C	535.46699529642	-5.05554609725005	0.170149176045578	-29.7124336111731	5.30508613239367e-194	8.02366453646227e-192
HSPA2	1262.79469574306	2.14266775018686	0.0723242633219328	29.6258496356793	6.94390900094942e-193	1.04293655467038e-190
FLT1	2049.51064052372	1.60741292620164	0.0542851627760637	29.6105389392036	1.09337662185183e-192	1.63086548809734e-190
MMP24	549.224805549708	4.6333889958511	0.156501490111379	29.6060375690584	1.24944602959931e-192	1.85089169371053e-190
LECT1	2076.79255522179	1.95622616104063	0.0661884484529411	29.5554013844496	5.59718031615104e-192	8.23508951549079e-190
SLC6A6	5744.56434625838	1.14166782787877	0.0386716446694466	29.5220913834257	1.49891068862844e-191	2.19043516038215e-189
ASS1	1313.30199846401	2.05085711642779	0.0695055933267071	29.5063608303846	2.38582625208229e-191	3.46313088456617e-189
PALM3	891.49323836508	2.65910790288298	0.0901440291700424	29.4984363064912	3.01501846953774e-191	4.34725463061082e-189
JPH4	1304.71002027823	2.14500937547398	0.072801448503257	29.4638282558076	8.37341407451146e-191	1.19933907022208e-188
ZEB2	669.944865791798	-6.27851799543308	0.213321284277385	-29.4322154336415	2.12651126101048e-190	3.02580168112728e-188
PLS3_variant2	6409.69493072978	1.17124536830374	0.0398349599832275	29.4024487233548	5.10974491492399e-190	7.22310869411608e-188
PDE4B	790.171232610007	-2.65907214943909	0.0905747007500675	-29.3577801242375	1.9011325940336e-189	2.66998024310121e-187
ENPP2	581.525641447735	-3.52282506256833	0.12053164858688	-29.2273863659058	8.70481094987057e-188	1.21463000789549e-185
ILDR2	549.548931233646	-4.40943794268159	0.151120920307007	-29.1782099640717	3.66584671486099e-187	5.08236748391112e-185
MED14	2904.86338437579	1.33903748488193	0.0459350462331993	29.1506724099941	8.19167767973631e-187	1.12846882074737e-184
PTPRM	683.144162471524	-3.2927875243167	0.113060260904453	-29.1241811930669	1.77415911991882e-186	2.4285768003547e-184
GPR56	549.684022652843	-3.67026989390467	0.126110624898836	-29.1035739205074	3.23487517461339e-186	4.40024404254958e-184
SAT1	1304.39175433869	-2.11344188961517	0.0727380362358121	-29.0555258154555	1.3103194067029e-185	1.77122425801064e-183
IER5L	599.821237252728	-5.88304849067088	0.203055676122397	-28.9725882231665	1.45774926957697e-184	1.95827336660936e-182
PAX5	706.36583021247	-6.59545789349076	0.22808643621043	-28.9164844831275	7.40921216196594e-184	9.89175559499997e-182
CRABP2	3959.77010512741	-1.17044577345678	0.0405567653395023	-28.8594458571568	3.85680312336863e-183	5.11748085596422e-181
CRABP1	6727.17355933536	-1.0384603755455	0.0361172051096898	-28.7525120615407	8.42572500123896e-182	1.11116817272437e-179
PHC2	1374.58224962604	-1.83488232979251	0.0638780168588277	-28.7247854586289	1.87103545672333e-181	2.45253059745528e-179
H2AFY	3275.80453821003	-1.2147966192899	0.04229374048512	-28.7228465809803	1.97832653048322e-181	2.57754495188501e-179
DANCR	3139.10875847483	1.4123835702262	0.0492108053377757	28.7006798716625	3.74142588395065e-181	4.84548257593322e-179
CLDN11	765.847560678802	-2.58356236145652	0.0900336705575792	-28.6955129726079	4.34022663637744e-181	5.58752510068877e-179
PIK3R1	1120.71704446237	-2.14570073465898	0.074951885780175	-28.6277084602256	3.03766151242063e-180	3.88748776275937e-178
MTHFD1	4500.34634717133	1.13668940695317	0.0397196376763247	28.6178191305784	4.03292772189776e-180	5.1308329864238e-178
SFRP2	10669.4889707692	-0.849625963183294	0.0297172423184146	-28.5903366833206	8.86012710072028e-180	1.1206247306104e-177
GYLTL1B	1317.65332697113	2.15138349918854	0.0754031952070664	28.5317285730476	4.73476075009705e-179	5.95368636645924e-177
LINC00599	958.578869668508	2.2901769280792	0.0804023023660718	28.4839719844342	1.85049818808793e-178	2.31344363074947e-176
C6orf132	932.260360684203	2.27900002228645	0.0802329829037497	28.4047774344925	1.76523990735031e-177	2.19417291472256e-175
PRDX6	6462.56318937978	0.976227653707255	0.0343957658316575	28.3822043237876	3.35351506496685e-177	4.14456136143446e-175
METRN	856.288608695847	-2.50376772884609	0.088235384560423	-28.376005174336	3.99943572336277e-177	4.9147611264142e-175
MLLT6	980.420670438815	-2.17755903335051	0.0770039631484729	-28.2785319653213	6.34806731387757e-176	7.75683615053921e-174
SP5	571.716689924554	-5.45881636408913	0.19306916015297	-28.2738908677288	7.23946124252109e-176	8.79635212096889e-174
PHLDB2	1310.84692931893	-1.82393567614621	0.0645985884530081	-28.2349153414245	2.18052994963281e-175	2.63466490227142e-173
COL4A2	6872.23757533388	-1.26798781350667	0.0449451861593711	-28.2118714340287	4.18187475653562e-175	5.02475484635291e-173
HMGCR	8354.28668848614	-0.865839666697609	0.0308787432494407	-28.039990478346	5.29094645752643e-173	6.32224254051832e-171
GLI3	1792.07665347099	-1.65518909320148	0.059114246022631	-27.9998342965893	1.63233947845545e-172	1.93979330989201e-170
CAMK2D	943.494047504238	-2.38238125581567	0.0856088839542483	-27.8286685420275	1.95213606555517e-170	2.30714747682116e-168
PDLIM7	1753.49767817531	-1.61771096404406	0.0581958934916629	-27.7976823961954	4.62676778710104e-170	5.43846378801202e-168
MARCKS	9695.12967864683	-0.997980142523954	0.0359067362150699	-27.7936746059672	5.17273513109415e-170	6.04734677920563e-168
PHGDH	10280.1192359345	0.839300736957656	0.0303471666404642	27.6566424437975	2.32193194530971e-168	2.69993247920207e-166
ZBTB16	577.099987724241	-6.14307164973536	0.222220002811669	-27.644098515027	3.28608318785967e-168	3.80061001000155e-166
GSTP1	17225.0313349293	0.714744341865936	0.025885462210145	27.6118052698249	8.02898708570898e-168	9.23675173881457e-166
ITPKB	726.230924982043	-2.60898812081109	0.0945720140412845	-27.5873168955899	1.57968684164396e-167	1.80769666725267e-165
SNURF	4648.48299457365	1.06959975318011	0.0387813291997932	27.5802757473773	1.91880543162712e-167	2.18420651974902e-165
FAM129A	549.545061979441	3.23788456514494	0.117526721966715	27.5501988906144	4.40115399531653e-167	4.98367322569141e-165
AP1S2	4644.77131397472	1.16450102803582	0.0424326719244329	27.443499907563	8.30649524353932e-166	9.35692078787856e-164
CUZD1	623.532330992792	6.2662799794207	0.228933718828559	27.3715903951803	5.97708300309657e-165	6.69804928450635e-163
ZIC3	2320.36107911106	1.47846914171771	0.0540543014838172	27.3515539213902	1.03490261357166e-164	1.15375637764576e-162
PLXNA2	467.108056376983	-3.78522693572446	0.138929609898049	-27.2456457518464	1.87149253000676e-163	2.07572515071724e-161
CUEDC1	639.744384925456	-2.89147291010645	0.106347766541617	-27.1888447133014	8.80029643478483e-163	9.71085771895543e-161
DLK1	483.013310040379	-4.04589151586622	0.1488760742406	-27.1762372597737	1.24031514432997e-162	1.36170233205932e-160
MAL2	2360.31444220092	1.34633431552808	0.0496153192253026	27.1354560758622	3.75959325226319e-162	4.10669105353274e-160
CLDN6	10305.6082662637	1.03418485046433	0.0381501632783864	27.1082680018368	7.86719593487639e-162	8.55033737082947e-160
FREM1	501.889660129684	-3.35897732665571	0.124120184098838	-27.0622973293443	2.73720664503799e-161	2.96001526594408e-159
SHMT2	4889.85998100538	1.00296268656539	0.0371248742499285	27.0159214496821	9.60814226990397e-161	1.0338552289228e-158
SCUBE3	461.300676465703	-3.67941686376181	0.136268042235596	-27.0013188961827	1.42612333802329e-160	1.52694037399841e-158
PCDH19	454.031812810706	-4.82769846740262	0.179050739548119	-26.9627396099373	4.04439977964309e-160	4.30897923320792e-158
SKIDA1	1061.31286597303	-2.07782109740436	0.0773941697435106	-26.8472561213641	9.08033940967547e-159	9.62694023296378e-157
SLC44A1	2833.27084451861	1.28048680974447	0.0477016984594993	26.8436313820493	1.00096933411177e-158	1.05604706137412e-156
DCHS1	1584.00536685285	-1.68899810304345	0.0629925483231195	-26.8126651168287	2.2999502191499e-158	2.41472443396961e-156
RGMB	1468.16389922856	-1.68371704430014	0.0629040189951696	-26.7664462652129	7.94696790459246e-158	8.30323777007371e-156
LOC100506013	964.60287436213	2.18621888422882	0.0817649527512135	26.7378480714205	1.70972834490743e-157	1.77778868479125e-155
GNPTAB	1640.87858445375	1.7864893907849	0.066984857529386	26.6700483762494	1.04791326557405e-156	1.0844147420017e-154
DTX4	1774.21867803157	-1.60598248622647	0.0602906451630687	-26.6373411975068	2.50876767358352e-156	2.5837917735364e-154
MDFI	1341.85764576816	-1.72265554376512	0.0648283745946086	-26.5725549119102	1.40955017153064e-155	1.44482232748174e-153
ADAMTS1	721.216685050318	-2.3936232180147	0.09016680764001	-26.5466115598904	2.81029452723181e-155	2.86703066202686e-153
FGFBP3	8732.82151287221	-0.961405626272509	0.0363573260217895	-26.4432435349157	4.36371136579161e-154	4.43090842344323e-152
ZNF664	3339.15589459103	-1.14452194036214	0.0433138817010782	-26.4239060415048	7.28058688931739e-154	7.35815575897928e-152
NMRK2	797.51335580694	2.34654137829917	0.0889795783855431	26.3716846143252	2.89541815734239e-153	2.91265599567447e-151
APLP1	1082.12794891685	-1.96903771513573	0.0746855489298076	-26.3643736084247	3.51199002024269e-153	3.51654259989856e-151
CYP26A1	575.144995079609	-3.31726079509412	0.125931897045129	-26.3417043094757	6.38815509185211e-153	6.36695936988836e-151
ETV5	1630.77608463917	-1.6721440926937	0.0635578506499393	-26.3090094393444	1.51255902504513e-152	1.50062507310441e-150
ITGA5	1545.7210860726	-1.6344891352378	0.0621554444139347	-26.2967974993894	2.08647358560839e-152	2.0605593931296e-150
LHX1	403.280928699584	-4.58536927117603	0.174722110985565	-26.2437836019213	8.4163653174539e-152	8.27405223117695e-150
STOX2	772.40466128686	-2.37284514052712	0.0906864494515206	-26.1653770202527	6.58759266557363e-151	6.44689837877948e-149
LHFP	577.892975447594	-2.83089898205547	0.108516953040589	-26.0871587593932	5.09948356828598e-150	4.96809146913916e-148
EPHB3	502.58196863161	-3.20184840354238	0.122807025621966	-26.0721924281316	7.53854001987787e-150	7.31136966591563e-148
FGFR2	2172.75986198528	1.44867741123286	0.0557167801715312	26.0007381398013	4.85785456673298e-149	4.69043207898665e-147
FTL	17296.0416515293	0.762367708507668	0.0293376389507172	25.9859939577391	7.13072831102286e-149	6.85437297381344e-147
NRIP1	861.460827540934	-2.13328797772629	0.0821838634880848	-25.9575041520843	1.49608559205814e-148	1.43174067190414e-146
ZNF516	1555.0236858516	-1.5772652935786	0.0608547571155328	-25.9185208903909	4.11854080253634e-148	3.92404407388793e-146
PTRF	1335.23517617221	1.66408097416127	0.0643642782073451	25.8541075967721	2.1876273125093e-147	2.07517559276102e-145
ERBB2	7861.43582049021	0.977841518776147	0.0378461360166476	25.8372880746932	3.38102411361837e-147	3.19322225018944e-145
SMPDL3B	771.843279489033	2.3885289253215	0.0927253155244469	25.759188974577	2.54322014690707e-146	2.39151153640461e-144
CYP1B1	478.989794427051	-3.34419553178027	0.130436490703534	-25.6384966641061	5.68130510737786e-145	5.31927562174754e-143
GNB4	2323.09016085056	-1.28356319612733	0.0501007362261791	-25.6196473906632	9.21657605111752e-145	8.59207357041248e-143
GSTO1	1056.6029172627	-1.9394150087332	0.0758797536292309	-25.5590577983385	4.35457730404838e-144	4.04209433184371e-142
ATCAY	1443.35997190729	1.66845934714329	0.065294262854952	25.5529241650173	5.09478721220576e-144	4.70897683015325e-142
BMP7	848.50458822684	-2.3222907337669	0.0909166230658525	-25.5430817319823	6.55387508640532e-144	6.03179618590529e-142
POU5F1_variant7	8192.12149738066	0.892891928386047	0.0349693259269494	25.5335756328643	8.35781868865166e-144	7.65944502534568e-142
SLC38A2	8330.05514988603	1.0318075400592	0.0404209705556149	25.5265404535388	1.00049576243228e-143	9.1302625948883e-142
PHF17	3709.96876264637	1.08931872632107	0.0427142578146626	25.5024617552207	1.851122965199e-143	1.68218855005563e-141
POU5F1_variant6	8213.71491635991	0.890262193338049	0.0349161226471811	25.4971665191445	2.11917534093558e-143	1.91772068091024e-141
AMOTL2	1252.24109972901	-1.72385008557332	0.0676212471827537	-25.4927283567313	2.37346589265812e-143	2.13888834693374e-141
NCAPG2	4076.55047065522	1.06135448114389	0.0418060137097911	25.3876030494463	3.45661927636807e-142	3.10206480121529e-140
SCNN1A	2407.56058646438	1.35477386423886	0.0533993969262968	25.3705836061924	5.32758268278195e-142	4.76136191170281e-140
RNF152	434.184209283943	-4.03601394003103	0.159161135461203	-25.3580368620506	7.3274696460045e-142	6.52174952690475e-140
UBR5	6184.5573275046	0.93163477532639	0.0367928650725434	25.3210717210936	1.87232249791447e-141	1.65961438462681e-139
SLC39A14	3898.69362204308	1.12995965158751	0.0446769586756242	25.2917764566641	3.93413902091406e-141	3.4729615814012e-139
ESRG	86498.6349655219	1.6959142328878	0.0671526405934091	25.2546172109017	1.00773539642824e-140	8.85987851786582e-139
GPRC5B	2729.31157402768	1.17279971664749	0.0464426950525198	25.2526197138479	1.05995718039049e-140	9.28127688157311e-139
C3orf58	1857.78796754056	-1.54378692804203	0.0611441399871551	-25.2483218893314	1.18166006178661e-140	1.03052192807745e-138
FLRT3	426.478918395358	-5.73311078100342	0.227290242214684	-25.2237435498365	2.19932603365159e-140	1.91032222714123e-138
