Gene,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
PALLD,6394,6425,6384,9416,8136,8010
RPL9P16,2,5,4,5,7,4
LOC101928172,107,129,90,46,45,41
CBR4,4341,4723,4948,7426,7267,7022
SH3RF1,3514,3442,3440,6298,5124,5332
RPL6P12,5,8,6,2,4,3
NEK1,2905,2990,3034,5555,4981,4869
CLCN3,11907,12449,13289,16166,14863,14627
RPL6P1,0,1,0,1,1,0
C4orf27,2387,2723,2942,7428,6824,7247
LOC100506085,463,410,371,123,98,93
MFAP3L,645,688,687,2196,1931,1979
LOC101928198,0,1,0,1,0,0
AADAT,1000,971,1145,1187,1022,1013
LOC101928223,86,93,103,18,16,19
LOC100506107,0,0,0,0,0,0
MAST2,3313,3262,3081,4614,3623,3772
LOC100506122,3,4,5,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,73,65,85,15,11,18
LOC441052,12,22,30,1,2,3
GALNTL6,20,23,23,3,1,1
LOC101928314,0,0,0,0,0,0
GALNT7,12612,13698,14606,12371,11543,11919
MIR548T,0,0,0,0,0,0
HMGB2,42017,47482,48796,86373,79558,76989
TMA16P2,16,19,20,14,14,16
SAP30,1152,1151,1250,2997,2791,2541
LOC101928383,2,6,5,12,10,6
SCRG1,1,3,1,8,5,6
RPL5P11,2,3,1,3,5,5
LOC101928409,0,1,2,11,16,18
LOC101928439,0,2,0,0,0,0
HAND2,15,11,7,20,6,5
HAND2-AS1,2,2,2,2,0,0
PIK3R3,3454,3568,3704,13446,10998,12477
LOC101928478,1,0,1,5,4,3
LOC101928509,26,11,16,6,3,3
FBXO8,1007,1123,1160,1776,1660,1671
CEP44,3294,3659,4008,5739,5513,5338
MIR4276,0,0,0,0,0,0
HPGD,57,60,60,7,7,3
GLRA3,28,16,23,9,6,6
LOC101928551,7,13,8,6,8,6
ADAM29,2,0,1,3,7,0
LOC101929626,9,7,6,0,3,4
TSEN2P1,0,0,0,0,0,0
GPM6A,362,409,447,273,265,218
LOC101928590,1,0,1,0,0,0
WDR17,825,884,849,964,810,840
SPATA4,2,0,4,6,4,13
ASB5,6,1,3,1,1,0
TSPAN1,12,11,9,6,6,12
SPCS3,17697,19384,20281,25092,23937,23196
VEGFC,87,86,97,110,93,104
NEIL3,1029,1165,1204,1972,1874,1884
AGA,1423,1407,1575,1526,1319,1345
LOC285500,1,1,5,1,10,5
LOC285501,2,2,2,0,2,0
LOC101928656,1,2,0,0,1,0
RPL19P8,1,0,2,0,0,1
POMGNT1,3422,3647,3987,9280,7641,8007
LINC00290,0,0,0,1,0,0
LOC101928679,4,10,6,1,6,3
LOC101928703,38,39,24,43,23,24
MGC45800,1070,966,1034,1915,1637,1543
TENM3,8576,8378,8148,29263,24588,23489
MIR1305,0,0,0,0,0,0
DCTD,5404,5669,6278,8875,7468,8126
LURAP1,123,105,115,326,254,275
FAM92A1P2,38,39,41,10,17,8
WWC2-AS2,644,653,647,497,411,418
WWC2,23036,24050,24536,19209,16909,16377
LOC101928734,2,10,5,4,2,0
CLDN22,0,0,0,0,0,0
CLDN24,43,28,27,10,17,9
CDKN2AIP,3954,4334,4467,5127,4498,4582
RAD54L,2310,2244,2232,4192,3149,3413
VTI1BP2,5,13,14,29,13,25
LOC389247,41,44,39,67,58,51
ING2,1129,1252,1213,3019,2577,2626
RWDD4,3195,3630,3905,4965,4766,4563
TRAPPC11,5979,6295,6881,15582,14698,14577
LOC101928783,569,486,509,423,293,373
LOC101929169,25,23,22,12,6,10
STOX2,4276,4372,4475,6064,4894,4943
ENPP6,130,133,179,34,18,19
C1orf86,3460,3392,3348,4824,3986,4284
LRRC41,3784,3700,4149,9566,7495,7855
LOC391722,0,1,2,1,1,3
LOC728175,19,12,14,6,5,10
IRF2,562,531,551,1927,1630,1607
CASP3,16870,17939,20443,7804,6752,7192
CCDC111,515,599,638,1264,1126,1286
MLF1IP,13934,15292,16359,22692,20205,20856
ACSL1,1717,1708,2065,94,81,95
SLED1,6,2,0,0,0,0
UQCRH,21959,23994,26793,31595,26394,28639
LOC731424,667,588,623,314,282,246
MIR3945,0,0,0,0,0,0
LOC100506229,0,3,0,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,1,0,0,0,0,0
HELT,1,2,6,0,0,0
LOC101928877,1,1,1,0,0,0
LOC101928905,0,0,0,0,0,0
SLC25A4,4239,4624,4763,4894,4178,4417
KIAA1430,8935,10139,10609,16292,15830,14315
NSUN4,1542,1623,1586,1821,1605,1624
SNX25,1942,2129,2241,4967,4502,4269
LRP2BP,282,309,303,389,353,317
ANKRD37,98,85,103,375,326,361
UFSP2,3149,3338,3854,5239,4630,4724
C4orf47,292,365,396,500,539,465
CCDC110,294,354,337,323,358,350
PDLIM3,603,664,705,1290,1095,999
SORBS2,2570,2469,2609,1446,1177,1140
LOC101928929,0,0,0,0,0,0
TLR3,206,226,247,242,212,216
FAAH,729,752,738,994,793,918
FAM149A,604,668,756,1131,1022,948
FLJ38576,111,116,131,79,74,48
CYP4V2,1983,2088,1888,1115,908,767
KLKB1,1264,1400,1453,509,457,446
F11,60,54,40,0,2,2
LOC285441,5,6,5,3,4,4
SLC25A5P6,0,0,0,0,2,1
MTNR1A,74,66,70,42,42,40
FAT1,51393,55036,54153,138143,114977,111951
LOC729041,17,16,17,42,47,38
LOC339975,5,6,8,14,3,2
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,25145,27226,29237,22500,18963,19968
TRIML2,5928,6468,6461,181,144,153
TRIML1,1,0,1,2,1,0
LOC101929651,10,7,3,9,14,14
RPL7AP27,0,0,0,0,1,0
LOC401164,143,134,145,339,309,308
HSP90AA4P,11,13,6,12,12,12
LOC101928971,0,1,1,0,0,0
FRG1_variant1,1586,1857,1941,2694,2476,2482
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,2,0,0,0,0,0
DMBX1,12,11,14,4131,3031,3336
FRG2_variant2,0,0,0,1,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,10,7,10,50,39,47
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,6,8,4,17,10,12
LOC100996703,2,1,2,4,1,4
LOC101926992,0,0,0,0,0,0
MAFIP,7,7,4,0,4,0
PLEKHG4B,4733,4396,4195,12861,10154,10405
KNCN,2,1,3,1,1,1
LRRC14B,2,7,2,7,5,7
CCDC127,1661,1799,1849,4815,4022,4140
SDHA,6184,6477,6794,11098,9199,9825
PDCD6,6202,6893,7130,8546,7057,7224
LOC100421419,34,35,27,37,19,20
AHRR,71,82,59,140,113,122
LOC100310782,0,1,0,3,0,0
C5orf55,390,402,417,361,291,292
EXOC3,3900,3936,4111,5633,4723,4930
PP7080,629,635,707,1647,1385,1430
MKNK1,798,905,904,2334,1817,1964
SLC9A3,40,29,42,169,150,140
LOC100288152,311,306,355,1294,1126,1037
MIR4456,0,0,0,0,0,0
LOC100996325,4,10,3,9,13,10
CEP72,1889,1974,1944,3732,3074,3234
TPPP,548,549,468,824,604,643
ZDHHC11B,113,124,102,81,83,82
LOC101928768,171,162,164,246,197,179
ZDHHC11,1322,1417,1172,1069,850,788
SKI,6264,5521,5348,7143,5764,5719
LOC101929673,0,3,0,4,8,2
BRD9,5506,5744,5544,8697,7182,7238
TRIP13,5351,5606,5895,6429,5341,5535
LOC100506688,106,104,116,60,41,50
NKD2,371,367,377,669,557,494
SLC12A7,3580,3288,3486,8213,6667,7614
MIR4635,0,0,0,0,0,0
LOC101928793,243,242,240,463,336,420
LOC101928857,12,10,7,10,7,5
SLC6A19,6,6,3,2,0,0
SLC6A18,1,2,2,0,3,1
MOB3C,595,638,580,533,382,421
TERT,1422,1466,1414,1989,1615,1625
MIR4457,0,0,0,0,0,0
CLPTM1L,9429,9932,10588,10837,8796,9145
LOC101928884,122,110,74,67,52,63
LOC100506791,51,60,73,0,1,2
SLC6A3,44,48,50,134,78,93
LPCAT1,24893,26200,27729,27063,23117,24024
SDHAP3,404,422,400,812,695,666
LOC728613,581,682,641,1029,964,849
LOC100132773,14,18,14,12,12,10
ATPAF1,5221,5521,5993,9015,7931,8374
MIR4277,0,0,0,0,0,0
LOC101929003,4,2,2,0,1,3
MRPL36,1356,1435,1473,2008,1674,1753
NDUFS6,8406,8545,9456,9144,7641,8355
LOC101929034,0,0,1,0,0,0
IRX4,320,277,272,43,44,51
LOC101929056,0,2,2,0,1,1
LOC101929081,2,1,2,0,1,0
LOC101929108,12,23,22,25,21,15
LOC100506858,0,0,0,1,0,0
TEX38,5,6,4,6,6,6
IRX2,3103,2852,2762,21044,17972,16492
C5orf38,106,128,94,1073,880,812
LINC01019,1,0,0,2,0,0
IRX1,22,15,21,25770,20552,20478
LOC101929153,0,0,0,0,0,0
LINC01020,1,1,0,0,0,0
LOC101929176,230,230,232,134,100,84
ADAMTS16,1405,1338,1483,582,472,454
EFCAB14-AS1,5,7,4,2,4,1
LOC101929200,151,141,157,93,60,74
KIAA0947,14033,14929,15142,23508,20075,20104
LOC101929214,0,0,0,0,0,0
FLJ33360,13,19,23,16,14,8
MED10,802,861,851,965,852,944
UBE2QL1,128,126,148,95,99,101
LINC01018,87,83,93,145,138,123
NSUN2,16851,17990,18572,12914,11444,11776
SRD5A1,3448,3648,3788,4138,3569,3433
EFCAB14,7192,7395,7684,8815,7337,7625
LOC100505625,10,19,8,5,3,1
PAPD7,2220,2218,2206,4739,3840,3836
MIR4278,0,0,0,0,0,0
LOC101929232,25,26,32,28,28,27
LOC442132,11,16,22,3,1,1
LOC101929261,4,5,4,0,1,0
ADCY2,11229,11653,11720,964,715,790
C5orf49,66,74,66,97,77,71
LOC101929349,1,1,2,2,1,1
MTRR,4035,4156,4321,4635,3947,4100
FASTKD3,1903,1996,2245,1827,1639,1562
LOC729506,1,0,0,0,0,0
MIR4458HG,4,1,3,1,0,4
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,1,0,0,0,0,0
SEMA5A,1832,1775,1885,9443,7309,7442
CYP4B1,3,5,4,3,3,4
MIR4636,0,0,0,0,0,0
LOC101929338,8,7,6,38,30,25
SNHG18,330,363,412,1560,1283,1369
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,0,3,0
LOC285692,2,3,3,1,0,1
FAM173B,1109,1234,1320,1613,1401,1481
CCT5,66905,73510,77976,79853,68982,70110
CMBL,1875,1993,2048,2097,1693,2095
CYP4Z2P,0,0,0,0,0,1
MARCH6,13658,14404,15262,22854,20573,21228
ROPN1L-AS1,3,4,6,7,3,6
ROPN1L,13,10,19,8,5,10
LOC101929379,0,0,2,0,0,0
RPL30P7,0,0,1,0,0,0
LOC101929412,0,2,2,0,0,0
LOC389273,0,0,0,0,0,0
ANKRD33B,4027,3795,4097,3982,3371,3198
DAP,3136,3105,3000,4257,3382,4082
LOC100533627,1,0,1,0,0,0
CTNND2,1256,1234,1332,4661,3780,3902
CT49,0,1,1,0,0,0
RPL29P13,0,1,1,0,0,0
DNAH5,466,489,464,727,658,639
TRIO,14197,14496,14376,21349,18085,17151
FAM105A,1031,1137,1197,2123,1715,1761
MORN1,955,996,973,1542,1355,1239
CYP4A11,52,61,39,34,47,31
FAM105B,4046,4451,4544,7962,6750,6963
ANKH,625,601,591,452,345,353
LOC100130744,140,150,151,199,135,167
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,344,361,358,161,144,145
FBXL7,859,785,732,2520,1952,1966
LOC101929472,3,5,1,10,4,2
MIR887,0,0,0,0,0,0
MARCH11,18,30,15,77,61,56
LOC101929505,3,5,3,3,0,0
ZNF622,4312,4572,4979,3813,3213,3348
FAM134B,161,192,189,153,142,99
LOC101929524,752,809,695,409,332,263
MYO10,26054,25980,26798,55106,45077,45525
LOC285696,171,169,140,164,118,94
BASP1,6216,6410,6324,18203,16433,14704
CYP4Z1,11,7,12,1,5,1
LOC646012,0,1,0,0,1,0
FTH1P10,4,1,0,0,1,0
LOC401177,0,0,1,0,0,0
LOC101929544,0,1,1,0,0,0
gene10435,0,0,2,0,0,0
LOC100533626,1,0,1,0,4,2
LOC646241,1,1,0,0,0,0
CYP4A22,18,21,19,6,5,3
CDH18,14,19,15,10,8,14
GUSBP1,1585,1636,1526,1801,1514,1451
LOC100506217,317,361,317,348,272,260
CDH12,34,43,47,1339,1198,1159
HSPD1P1,12,19,26,11,14,12
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,2,1,2
PRDM9,2,1,6,1,3,0
LOC503540,0,1,1,0,0,0
CDH10,24,27,18,159,102,140
LOC340107,1,2,1,0,0,0
LINC00853,17,8,17,14,15,11
MSNP1,3,1,1,1,2,1
CDH9,18,14,28,2657,2327,2511
LINC01021,506,560,541,899,774,681
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,7,5,12,4,3,4
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,3,0,4,1,2
LOC101929681,0,0,0,0,0,0
RPL19P11,1,3,0,6,5,1
CDH6,180,182,163,2012,2022,1621
DROSHA,7665,7640,7693,11208,9072,9535
C5orf22,5311,5761,5823,7713,6731,6814
TAL1,130,128,126,13,20,19
PDZD2,1000,939,891,1077,857,818
RPL9P17,4,6,6,6,6,4
RPL21P56,6,6,10,9,8,7
RPL5P14,5,2,3,3,0,2
MIR4279,0,0,0,0,0,0
GOLPH3,10327,10766,10782,14677,13046,12309
RPL27P10,3,5,9,5,6,5
MTMR12,8376,8709,8885,9804,8313,8516
ZFR,14961,15770,16430,31320,27699,27811
LOC100129534,317,311,274,429,316,362
STIL,6096,5820,6266,7874,6571,6660
MIR579,0,0,0,0,0,0
SUB1,19248,21810,23786,24896,24002,23801
NPR3,153,152,177,15,7,7
LOC340113,1,0,0,0,0,0
RPS8P8,14,7,8,20,14,13
TARS,47654,52252,57384,26673,24036,24161
ADAMTS12,2858,2825,2933,4364,3695,3712
CMPK1,3218,3506,3873,7135,6579,6655
RXFP3,13,14,14,6,9,4
SLC45A2,2,2,2,3,0,3
PSMC6P3,0,0,0,0,0,1
C1QTNF3-AMACR,16,35,11,118,138,80
AMACR,1589,1614,1788,2966,2625,2732
C1QTNF3,28,16,32,203,159,155
LOC646652,2088,2324,1859,1752,1509,1292
RAI14,13786,14875,15536,13543,11849,11861
FOXE3,16,19,13,9,8,4
LOC101929704,69,79,85,188,149,161
TTC23L,66,70,81,99,95,100
RAD1,4909,5452,5599,6840,6080,6112
BRIX1,7623,8357,9108,8566,7730,7669
DNAJC21,9405,10677,10403,12857,11399,10984
AGXT2,1,0,0,0,0,0
PRLR,519,532,605,580,543,450
SPEF2,146,163,159,474,443,372
IL7R,6,10,8,0,0,0
FOXD2-AS1,10,15,11,22,24,18
CAPSL,6,6,4,6,4,7
LOC100506406,0,0,0,0,0,0
UGT3A1,368,354,415,1295,1122,1173
UGT3A2,2248,2183,2509,2591,2131,2168
LMBRD2,1222,1410,1442,1649,1532,1432
MIR580,0,0,0,0,0,0
SKP2,9892,10433,11215,19426,16518,17597
NADK2,4411,4673,4983,6789,6181,6251
RANBP3L,32,29,32,16,28,17
FOXD2,11,11,5,13,17,9
SLC1A3,1472,1569,1638,2542,1849,2185
LOC646719,1676,1729,1853,2825,2783,2440
NIPBL,12019,12358,12192,22134,19052,20384
KRT18P31,171,202,155,110,114,95
C5orf42,1828,1913,1899,6789,5928,5419
RPS4XP6,4,5,2,7,3,4
OFD1P17,36,45,29,25,22,22
NUP155,18643,18884,20870,23022,19132,19433
RPL21P24,0,0,0,0,0,0
WDR70,3707,3872,4122,8274,7044,7199
GDNF,24,24,17,104,78,87
GDNF-AS1,14,13,15,91,61,69
LOC101929745,2,1,0,0,0,0
EGFLAM,31,20,35,239,185,211
EGFLAM-AS4,7,8,13,4,3,3
EGFLAM-AS2,1,1,1,0,0,1
LIFR,3516,3673,3923,6470,5894,5461
LIFR-AS1,141,133,165,369,371,333
MIR3650,0,0,0,0,0,0
LOC101929768,2,1,0,1,0,0
LOC101926904,1,0,0,0,0,1
OSMR,711,702,667,241,183,199
RICTOR,3812,3813,3910,8076,7676,7472
FYB,4,6,3,0,0,0
C9,6,1,4,0,0,0
TRABD2B,143,146,121,693,549,622
DAB2,402,390,437,1564,1364,1340
LOC101926921,0,0,0,0,0,0
LOC101926940,1,2,2,0,1,0
PTGER4,747,760,768,26,17,25
TTC33,1166,1371,1337,4220,4055,3927
PRKAA1,3613,3985,4161,5821,5492,5093
LOC100506548,4951,5554,5597,13341,12155,12044
RPL37,74084,83443,88998,144324,119490,124046
SNORD72,0,0,0,0,0,0
CARD6,234,211,241,87,85,67
C7,19,35,35,14,8,6
MROH2B,0,0,1,0,0,0
C6,1,1,1,0,0,0
PLCXD3,30,18,27,5,5,4
OXCT1,6423,6745,7331,9284,8181,8272
C5orf51,4489,4096,4391,5833,4615,4535
SKINTL,3,4,7,9,12,8
FBXO4,120,146,145,154,133,169
LOC101926960,45,41,43,24,22,23
GHR,85,66,64,99,95,115
LOC101926985,0,0,0,4,1,0
CCDC152,2854,3233,3443,4815,4721,4579
RER1,6708,7045,7538,9474,7809,8490
SLC5A9,18,18,12,13,10,7
SEPP1,968,1114,1179,1509,1395,1300
LOC648987,1207,1311,1299,515,414,393
LOC101927030,12,12,9,5,3,3
ANXA2R,10,6,10,3,2,3
LOC153684,16,25,23,12,8,9
LOC100132356,205,149,195,181,180,154
LOC101929699,6,4,10,16,10,16
LOC100506639,438,497,461,654,558,538
ZNF131,6723,7427,7517,8976,8213,7956
NIM1,4,5,3,6,4,8
HMGCS1,69224,72936,80338,13068,11244,12195
CCL28,9,10,11,10,6,5
C5orf28,872,995,965,1064,1062,960
C5orf34,2657,2932,3087,1466,1394,1369
SPATA6,1307,1254,1301,3148,2691,2639
PAIP1,10894,11907,12734,18469,17340,16798
NNT-AS1,699,753,827,1215,1076,1203
NNT,2906,3027,3232,6778,5867,6092
RPL29P12,6,3,7,4,4,1
FGF10,10,13,9,4,0,7
LOC101927075,0,0,0,0,0,0
LOC100506674,114,138,161,331,273,255
MRPS30,5601,5862,6510,6759,6104,5825
HCN1,291,308,291,94,89,82
EMB,8586,9158,9660,8255,7706,7527
LOC202319,2,2,2,2,4,4
PARP8,7635,8134,8494,7022,6121,6261
LOC100287592,0,0,0,0,1,0
RPS10P12,0,1,0,2,0,0
LOC642366,42,46,35,8,6,9
ISL1,45,42,48,8,3,9
LOC644462,39,32,29,53,44,39
PELO,4954,5201,5438,3759,3026,3148
ITGA1,880,888,988,662,545,611
ITGA2,2021,2128,2304,2018,1746,1804
MOCS2,1188,1322,1411,3049,2674,2817
LOC257396,292,306,352,578,533,547
FST,824,909,943,22941,19364,19879
NDUFS4,4333,4645,5334,8416,7924,7596
ASS1P9,0,0,0,0,1,1
ARL15,672,688,689,1581,1496,1747
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,1,1,0,0,0,0
SNX18,4800,4903,5018,6836,6294,5875
AGBL4,43,28,41,118,89,107
ESM1,5,1,3,0,0,0
GZMK,0,0,2,0,1,1
GZMA,0,0,0,0,0,0
CDC20B,13,11,18,3,0,0
GPX8,8820,9407,10367,13018,11663,12171
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,20,24,18,2,2,5
CCNO,28,23,21,21,23,15
BEND5,362,357,412,1587,1345,1402
DHX29,7520,7995,8807,10400,8936,9356
LOC101928366,4,1,2,1,2,3
SKIV2L2,19384,20942,22900,32036,27572,28973
PPAP2A,1306,1439,1463,1745,1543,1525
MIR5687,0,0,0,0,0,0
RNF138P1,878,934,842,304,276,252
SLC38A9,2941,3192,3567,3928,3542,3589
DDX4,9,12,12,5,0,2
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,27,16,26,12,9,7
IL6ST,2402,2458,2696,5315,4914,4731
FLJ31104,686,728,654,302,264,245
ANKRD55,0,1,0,0,0,0
LOC101928419,1,0,0,0,0,0
RPL17P22,7,7,6,11,17,11
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,1,0,0,0,2
LOC101928448,0,0,0,1,0,0
MAP3K1,8634,8767,9302,8296,7396,7326
SETD9,577,663,652,630,605,530
MIER3,6588,7258,7489,12434,11795,11461
PEX10,2901,3136,3203,4078,3309,3401
GPBP1,16336,17486,19097,34345,31064,30234
ACTBL2,2,1,0,0,0,0
LOC100996645,0,0,1,0,0,0
LOC101928505,4,1,2,0,0,0
LOC101928539,3,7,5,2,2,1
LOC101928569,0,0,0,0,0,0
PLK2,6987,6902,7399,1148,941,1004
ELAVL4,302,392,340,546,497,477
GAPT,1,0,1,0,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,4487,4481,4102,2731,2318,2122
RAB3C,1651,1655,1807,2980,2495,2610
PDE4D,2401,2550,2680,180,146,171
NDUFB4P2,2,2,3,0,1,2
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,12,6,7,9,7,8
PART1,110,82,82,85,69,67
DEPDC1B,5856,6200,6608,13867,12839,12944
KRT8P31,11,15,8,2,1,1
ELOVL7,875,963,940,809,757,757
ERCC8,1780,1869,1992,3002,2687,2848
NDUFAF2,2149,2359,2626,2418,2145,2317
SMIM15,6855,7660,8201,7337,7091,7214
LOC101928630,2,1,2,6,2,4
ZSWIM6,2077,1933,1972,6052,4937,5309
LOC100421561,84,128,91,88,102,54
RPL3P6,27,29,20,26,16,20
C5orf64,59,73,64,30,37,31
LOC101928651,8,6,8,0,0,0
LOC100506526,0,1,0,0,0,0
KIF2A,9295,9802,10316,15672,14319,14415
DIMT1,2503,2796,2910,4308,3901,3988
IPO11,9906,10504,11406,14314,13102,13514
CKS1BP3,17,24,30,1,31,18
IPO11-LRRC70,667,937,923,1298,1272,1224
LRRC70,81,94,92,131,135,129
ISCA1P1,1,6,4,8,0,1
HTR1A,123,129,159,774,467,579
RNF180,464,459,555,746,829,671
DMRTA2,12,13,9,8,3,9
RGS7BP,425,444,497,98,87,71
FAM159B,440,494,513,373,321,331
SREK1IP1,4997,5654,6097,9208,8872,8869
CWC27,6208,7152,7515,10687,10027,10307
LOC101928713,0,0,0,0,0,0
ADAMTS6,260,248,288,1176,1120,1059
RPS2P23,6,7,3,2,10,9
FAF1,6290,6515,6720,10996,9524,9480
CENPK,2055,2268,2456,4907,4670,4753
PPWD1,3860,4197,4509,8343,7613,7676
TRIM23,2378,2636,2798,4321,3995,4032
TRAPPC13,2759,3008,3352,3872,3491,3490
SGTB,3111,3365,3575,2185,1997,1818
NLN,19568,20381,21990,17822,14587,15368
ERBB2IP,10537,11157,11869,18012,17013,16207
LOC100303749,21,16,15,16,10,1
SREK1,9973,10909,10971,17935,16243,15644
LOC101928741,11,9,8,1,0,0
LOC101928769,1,0,0,0,0,0
MAST4,1400,1257,1279,802,677,639
LOC101928794,59,57,63,12,9,11
CD180,5,3,8,0,0,0
LOC101928819,1,0,1,0,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,70,72,64,55,47,31
EEF1B2P2,2,1,0,2,2,1
PIK3R1,3759,3997,4271,4249,3852,3821
LOC101928885,7,4,10,0,2,1
LOC100130639,0,0,1,0,0,0
SLC30A5,4944,5381,5855,7899,7327,7031
CCNB1,19009,20283,22278,34386,29572,30776
CENPH,9663,10498,11865,16730,15989,15722
MRPS36_variant1,1743,1861,2196,2393,2233,2249
CDKN2C,13,18,10,5,8,13
CDK7_variant2,4073,4563,5056,3882,3969,4060
CCDC125_variant1,219,140,164,215,250,243
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,6,4,11,8,6,17
TAF9_variant1,4997,5643,5652,6419,5986,5622
