Gene,6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq_REPLICANT.3,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3
RPL6P12,0,0,2,5,8,6
NEK1,4396,4132,4554,2905,2990,3034
CLCN3,13831,13449,14222,11907,12449,13289
RPL6P1,0,0,0,0,1,0
C4orf27,5577,5246,5843,2387,2723,2942
LOC100506085,293,308,292,463,410,371
MFAP3L,1130,1085,1171,645,688,687
LOC101928198,0,0,0,0,1,0
AADAT,1059,961,1130,1000,971,1145
LOC101928223,84,66,90,86,93,103
LOC100506107,0,0,0,0,0,0
MAST2,5668,5367,5846,3313,3262,3081
LOC100506122,5,0,3,3,4,5
LOC101929135,0,0,0,0,0,0
LOC101928288,69,66,51,73,65,85
LOC441052,1,6,8,12,22,30
GALNTL6,11,5,12,20,23,23
LOC101928314,0,0,0,0,0,0
GALNT7,17613,17581,19893,12612,13698,14606
MIR548T,0,0,0,0,0,0
HMGB2,59662,59286,61935,42017,47482,48796
TMA16P2,11,18,16,16,19,20
SAP30,2144,2157,2009,1152,1151,1250
LOC101928383,4,8,6,2,6,5
SCRG1,2,0,4,1,3,1
RPL5P11,2,1,1,2,3,1
LOC101928409,2,3,2,0,1,2
LOC101928439,0,0,0,0,2,0
HAND2,2,0,2,15,11,7
HAND2-AS1,0,0,0,2,2,2
PIK3R3,4663,4458,4801,3454,3568,3704
LOC101928478,6,6,4,1,0,1
LOC101928509,9,9,7,26,11,16
FBXO8,1334,1256,1371,1007,1123,1160
CEP44,4813,4401,5002,3294,3659,4008
MIR4276,0,0,0,0,0,0
HPGD,119,137,137,57,60,60
GLRA3,10,11,19,28,16,23
LOC101928551,8,6,6,7,13,8
ADAM29,2,5,3,2,0,1
LOC101929626,3,2,2,9,7,6
TSEN2P1,0,0,0,0,0,0
GPM6A,923,824,975,362,409,447
LOC101928590,0,0,1,1,0,1
WDR17,1003,1018,1188,825,884,849
SPATA4,4,3,5,2,0,4
ASB5,1,1,2,6,1,3
TSPAN1,8,7,16,12,11,9
SPCS3,21437,21313,24874,17697,19384,20281
VEGFC,111,112,90,87,86,97
NEIL3,1698,1716,1826,1029,1165,1204
AGA,1742,1730,1828,1423,1407,1575
LOC285500,2,3,6,1,1,5
LOC285501,0,0,0,2,2,2
LOC101928656,0,0,0,1,2,0
RPL19P8,1,0,1,1,0,2
POMGNT1,5702,5654,5825,3422,3647,3987
LINC00290,0,0,0,0,0,0
LOC101928679,2,1,4,4,10,6
LOC101928703,53,71,63,38,39,24
MGC45800,1994,1847,2047,1070,966,1034
TENM3,15065,14351,15688,8576,8378,8148
MIR1305,0,0,0,0,0,0
DCTD,6734,6292,6751,5404,5669,6278
LURAP1,294,304,379,123,105,115
FAM92A1P2,16,10,23,38,39,41
WWC2-AS2,403,421,376,644,653,647
WWC2,29953,28827,31596,23036,24050,24536
LOC101928734,1,0,2,2,10,5
CLDN22,0,0,0,0,0,0
CLDN24,3,8,11,43,28,27
CDKN2AIP,3100,3106,3256,3954,4334,4467
RAD54L,3191,2923,3240,2310,2244,2232
VTI1BP2,13,8,11,5,13,14
LOC389247,60,41,29,41,44,39
ING2,2255,2239,2266,1129,1252,1213
RWDD4,4572,4670,5069,3195,3630,3905
TRAPPC11,12449,12152,12882,5979,6295,6881
LOC101928783,371,349,410,569,486,509
LOC101929169,99,93,81,25,23,22
STOX2,1728,1724,1939,4276,4372,4475
ENPP6,35,40,52,130,133,179
C1orf86,3225,3021,2922,3460,3392,3348
LRRC41,7603,7081,7637,3784,3700,4149
LOC391722,1,3,0,0,1,2
LOC728175,9,19,18,19,12,14
IRF2,1995,2028,2206,562,531,551
CASP3,12636,12752,13883,16870,17939,20443
CCDC111,1133,1106,1113,515,599,638
MLF1IP,21774,20970,22636,13934,15292,16359
ACSL1,1235,1171,1264,1717,1708,2065
SLED1,1,0,0,6,2,0
UQCRH,30951,31006,32317,21959,23994,26793
LOC731424,273,262,226,667,588,623
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,3,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,1,0,0
HELT,4,5,7,1,2,6
LOC101928877,0,0,0,1,1,1
LOC101928905,0,0,0,0,0,0
SLC25A4,7862,7659,8078,4239,4624,4763
KIAA1430,15461,14936,16366,8935,10139,10609
NSUN4,1554,1399,1535,1542,1623,1586
SNX25,4698,4454,4571,1942,2129,2241
LRP2BP,328,280,366,282,309,303
ANKRD37,283,228,256,98,85,103
UFSP2,5551,5594,6118,3149,3338,3854
C4orf47,338,281,345,292,365,396
CCDC110,727,613,708,294,354,337
PDLIM3,2576,2572,2836,603,664,705
SORBS2,1365,1443,1503,2570,2469,2609
LOC101928929,0,0,0,0,0,0
TLR3,287,263,319,206,226,247
FAAH,886,772,934,729,752,738
FAM149A,1981,1834,2039,604,668,756
FLJ38576,197,182,212,111,116,131
CYP4V2,1258,1120,1160,1983,2088,1888
KLKB1,2288,2308,2418,1264,1400,1453
F11,61,62,60,60,54,40
LOC285441,15,9,10,5,6,5
SLC25A5P6,0,1,0,0,0,0
MTNR1A,134,131,110,74,66,70
FAT1,56638,55042,67751,51393,55036,54153
LOC729041,27,42,29,17,16,17
LOC339975,9,4,4,5,6,8
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,27987,27943,29707,25145,27226,29237
TRIML2,1125,1178,1286,5928,6468,6461
TRIML1,0,0,0,1,0,1
LOC101929651,3,1,3,10,7,3
RPL7AP27,1,0,0,0,0,0
LOC401164,209,238,249,143,134,145
HSP90AA4P,11,23,12,11,13,6
LOC101928971,0,0,0,0,1,1
FRG1_variant1,2189,2259,2407,1586,1857,1941
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,4,2,0,2,0,0
DMBX1,10,3,10,12,11,14
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,29,24,42,10,7,10
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,11,5,9,6,8,4
LOC100996703,3,0,3,2,1,2
LOC101926992,1,0,0,0,0,0
MAFIP,4,3,0,7,7,4
PLEKHG4B,11415,9953,11139,4733,4396,4195
KNCN,1,0,0,2,1,3
LRRC14B,2,2,8,2,7,2
CCDC127,3042,2973,3144,1661,1799,1849
SDHA,17107,16402,16921,6184,6477,6794
PDCD6,9178,9307,9589,6202,6893,7130
LOC100421419,18,26,25,34,35,27
AHRR,1262,1036,1193,71,82,59
LOC100310782,1,2,1,0,1,0
C5orf55,344,275,365,390,402,417
EXOC3,4903,4746,4926,3900,3936,4111
PP7080,1146,1129,1116,629,635,707
MKNK1,1450,1282,1458,798,905,904
SLC9A3,227,168,186,40,29,42
LOC100288152,1401,1169,1576,311,306,355
MIR4456,0,0,0,0,0,0
LOC100996325,10,7,6,4,10,3
CEP72,2870,2657,2918,1889,1974,1944
TPPP,818,711,802,548,549,468
ZDHHC11B,129,117,115,113,124,102
LOC101928768,244,247,225,171,162,164
ZDHHC11,610,615,690,1322,1417,1172
SKI,5269,4981,4889,6264,5521,5348
LOC101929673,2,3,0,0,3,0
BRD9,5242,5065,5470,5506,5744,5544
TRIP13,5240,5330,5590,5351,5606,5895
LOC100506688,60,57,47,106,104,116
NKD2,888,797,765,371,367,377
SLC12A7,9270,8661,9420,3580,3288,3486
MIR4635,0,0,0,0,0,0
LOC101928793,551,483,707,243,242,240
LOC101928857,8,0,9,12,10,7
SLC6A19,3,0,1,6,6,3
SLC6A18,3,2,2,1,2,2
MOB3C,633,701,774,595,638,580
TERT,1832,1607,1663,1422,1466,1414
MIR4457,0,0,0,0,0,0
CLPTM1L,9717,9762,9944,9429,9932,10588
LOC101928884,41,37,48,122,110,74
LOC100506791,6,10,14,51,60,73
SLC6A3,106,99,124,44,48,50
LPCAT1,46550,46547,47895,24893,26200,27729
SDHAP3,694,611,794,404,422,400
LOC728613,1017,950,1069,581,682,641
LOC100132773,19,8,14,14,18,14
ATPAF1,7897,7767,7924,5221,5521,5993
MIR4277,0,0,0,0,0,0
LOC101929003,7,3,0,4,2,2
MRPL36,2180,2217,2366,1356,1435,1473
NDUFS6,10219,10216,10832,8406,8545,9456
LOC101929034,0,0,0,0,0,1
IRX4,267,275,250,320,277,272
LOC101929056,2,13,8,0,2,2
LOC101929081,0,2,1,2,1,2
LOC101929108,27,22,32,12,23,22
LOC100506858,0,0,0,0,0,0
TEX38,4,3,2,5,6,4
IRX2,8998,8453,7778,3103,2852,2762
C5orf38,206,164,151,106,128,94
LINC01019,0,0,0,1,0,0
IRX1,188,148,158,22,15,21
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,1,1,0
LOC101929176,146,178,202,230,230,232
ADAMTS16,1685,1809,1948,1405,1338,1483
EFCAB14-AS1,0,0,2,5,7,4
LOC101929200,77,51,73,151,141,157
KIAA0947,18123,18619,19838,14033,14929,15142
LOC101929214,0,0,0,0,0,0
FLJ33360,7,9,8,13,19,23
MED10,797,825,833,802,861,851
UBE2QL1,243,238,221,128,126,148
LINC01018,153,151,148,87,83,93
NSUN2,12217,12504,13166,16851,17990,18572
SRD5A1,4381,4292,4554,3448,3648,3788
EFCAB14,6348,6107,6563,7192,7395,7684
LOC100505625,2,6,3,10,19,8
PAPD7,3703,3344,3625,2220,2218,2206
MIR4278,0,0,0,0,0,0
LOC101929232,20,26,26,25,26,32
LOC442132,9,3,4,11,16,22
LOC101929261,0,0,0,4,5,4
ADCY2,5948,5771,5918,11229,11653,11720
C5orf49,34,33,34,66,74,66
LOC101929349,2,1,2,1,1,2
MTRR,3350,3481,3887,4035,4156,4321
FASTKD3,1374,1286,1553,1903,1996,2245
LOC729506,0,0,0,1,0,0
MIR4458HG,2,0,0,4,1,3
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,2,0,1,1,0,0
SEMA5A,2467,2207,2627,1832,1775,1885
CYP4B1,12,5,10,3,5,4
MIR4636,0,0,0,0,0,0
LOC101929338,6,2,9,8,7,6
SNHG18,1275,1116,1258,330,363,412
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,0,1,0,1
LOC285692,0,4,1,2,3,3
FAM173B,1120,1083,1265,1109,1234,1320
CCT5,88710,90164,94262,66905,73510,77976
CMBL,2141,2080,2268,1875,1993,2048
CYP4Z2P,2,0,1,0,0,0
MARCH6,17672,16916,20622,13658,14404,15262
ROPN1L-AS1,1,5,3,3,4,6
ROPN1L,12,12,11,13,10,19
LOC101929379,0,0,0,0,0,2
RPL30P7,0,0,0,0,0,1
LOC101929412,3,2,3,0,2,2
LOC389273,0,0,0,0,0,0
ANKRD33B,8198,8206,8650,4027,3795,4097
DAP,4004,3798,3951,3136,3105,3000
LOC100533627,0,0,0,1,0,1
CTNND2,2110,1903,2097,1256,1234,1332
CT49,1,2,1,0,1,1
RPL29P13,0,0,2,0,1,1
DNAH5,787,798,991,466,489,464
TRIO,17157,17681,20326,14197,14496,14376
FAM105A,1776,1797,1877,1031,1137,1197
MORN1,844,728,818,955,996,973
CYP4A11,24,35,43,52,61,39
FAM105B,5502,5473,5811,4046,4451,4544
ANKH,857,852,957,625,601,591
LOC100130744,111,91,133,140,150,151
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,485,432,475,344,361,358
FBXL7,1966,1717,1718,859,785,732
LOC101929472,3,4,1,3,5,1
MIR887,0,0,0,0,0,0
MARCH11,20,25,23,18,30,15
LOC101929505,2,3,1,3,5,3
ZNF622,3458,3496,3587,4312,4572,4979
FAM134B,241,258,236,161,192,189
LOC101929524,317,305,387,752,809,695
MYO10,44230,43437,45940,26054,25980,26798
LOC285696,182,156,178,171,169,140
BASP1,23680,22162,20888,6216,6410,6324
CYP4Z1,2,2,6,11,7,12
LOC646012,0,1,0,0,1,0
FTH1P10,0,1,0,4,1,0
LOC401177,1,0,0,0,0,1
LOC101929544,0,1,0,0,1,1
gene10435,0,0,0,0,0,2
LOC100533626,3,0,0,1,0,1
LOC646241,0,0,0,1,1,0
CYP4A22,7,5,5,18,21,19
CDH18,31,20,15,14,19,15
GUSBP1,1079,996,1245,1585,1636,1526
LOC100506217,184,168,189,317,361,317
CDH12,59,50,67,34,43,47
HSPD1P1,18,15,20,12,19,26
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0
PRDM9,2,1,0,2,1,6
LOC503540,1,0,0,0,1,1
CDH10,80,73,86,24,27,18
LOC340107,0,0,0,1,2,1
LINC00853,13,10,12,17,8,17
MSNP1,1,1,2,3,1,1
CDH9,137,161,165,18,14,28
LINC01021,892,810,1002,506,560,541
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,3,9,4,7,5,12
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,0,0,1,3,0
LOC101929681,0,0,0,0,0,0
RPL19P11,6,6,2,1,3,0
CDH6,107,102,139,180,182,163
DROSHA,7880,7460,8185,7665,7640,7693
C5orf22,5482,5332,5870,5311,5761,5823
TAL1,77,65,61,130,128,126
PDZD2,1206,1106,1276,1000,939,891
RPL9P17,6,8,6,4,6,6
RPL21P56,9,13,16,6,6,10
RPL5P14,1,2,3,5,2,3
MIR4279,0,0,0,0,0,0
GOLPH3,14207,13924,13905,10327,10766,10782
RPL27P10,3,2,8,3,5,9
MTMR12,13329,13358,14272,8376,8709,8885
ZFR,26272,26110,27874,14961,15770,16430
LOC100129534,157,188,227,317,311,274
STIL,5940,5624,6149,6096,5820,6266
MIR579,0,0,0,0,0,0
SUB1,24672,24697,28033,19248,21810,23786
NPR3,18,13,23,153,152,177
LOC340113,0,0,0,1,0,0
RPS8P8,10,10,3,14,7,8
TARS,61843,63123,67285,47654,52252,57384
ADAMTS12,4833,4843,5279,2858,2825,2933
CMPK1,6510,6577,7081,3218,3506,3873
RXFP3,22,25,23,13,14,14
SLC45A2,6,4,0,2,2,2
PSMC6P3,0,0,0,0,0,0
C1QTNF3-AMACR,61,52,53,16,35,11
AMACR,2197,2179,2342,1589,1614,1788
C1QTNF3,85,77,115,28,16,32
LOC646652,800,708,936,2088,2324,1859
RAI14,16502,16593,17566,13786,14875,15536
FOXE3,6,7,7,16,19,13
LOC101929704,94,88,91,69,79,85
TTC23L,64,62,50,66,70,81
RAD1,5400,5491,6101,4909,5452,5599
BRIX1,7682,7839,8391,7623,8357,9108
DNAJC21,11301,11176,11889,9405,10677,10403
AGXT2,0,0,0,1,0,0
PRLR,409,401,489,519,532,605
SPEF2,152,146,176,146,163,159
IL7R,0,3,1,6,10,8
FOXD2-AS1,13,9,7,10,15,11
CAPSL,4,9,9,6,6,4
LOC100506406,0,0,0,0,0,0
UGT3A1,926,870,852,368,354,415
UGT3A2,3011,2797,2966,2248,2183,2509
LMBRD2,1600,1472,1694,1222,1410,1442
MIR580,0,0,0,0,0,0
SKP2,10973,10693,12116,9892,10433,11215
NADK2,4923,4826,5355,4411,4673,4983
RANBP3L,9,12,19,32,29,32
FOXD2,12,5,9,11,11,5
SLC1A3,1690,1762,1881,1472,1569,1638
LOC646719,2221,1988,2618,1676,1729,1853
NIPBL,16097,14860,17271,12019,12358,12192
KRT18P31,71,74,99,171,202,155
C5orf42,3101,2981,3558,1828,1913,1899
RPS4XP6,3,1,4,4,5,2
OFD1P17,11,10,13,36,45,29
NUP155,21358,20717,22944,18643,18884,20870
RPL21P24,0,0,0,0,0,0
WDR70,6474,6422,6605,3707,3872,4122
GDNF,54,53,79,24,24,17
GDNF-AS1,70,62,76,14,13,15
LOC101929745,0,0,0,2,1,0
EGFLAM,61,46,61,31,20,35
EGFLAM-AS4,2,2,0,7,8,13
EGFLAM-AS2,0,0,0,1,1,1
LIFR,6169,6007,7138,3516,3673,3923
LIFR-AS1,222,171,224,141,133,165
MIR3650,0,0,0,0,0,0
LOC101929768,0,0,0,2,1,0
LOC101926904,0,0,0,1,0,0
OSMR,709,736,856,711,702,667
RICTOR,6128,5519,6570,3812,3813,3910
FYB,0,0,0,4,6,3
C9,8,4,3,6,1,4
TRABD2B,652,609,665,143,146,121
DAB2,725,693,694,402,390,437
LOC101926921,0,0,0,0,0,0
LOC101926940,0,0,0,1,2,2
PTGER4,122,113,136,747,760,768
TTC33,2691,2599,2960,1166,1371,1337
PRKAA1,3815,3734,4524,3613,3985,4161
LOC100506548,10866,10407,11558,4951,5554,5597
RPL37,102364,102543,106401,74084,83443,88998
SNORD72,0,1,0,0,0,0
CARD6,152,157,135,234,211,241
C7,111,112,106,19,35,35
MROH2B,0,0,0,0,0,1
C6,0,0,0,1,1,1
PLCXD3,14,13,18,30,18,27
OXCT1,11926,11641,12423,6423,6745,7331
C5orf51,4515,4098,4793,4489,4096,4391
SKINTL,4,0,3,3,4,7
FBXO4,93,118,114,120,146,145
LOC101926960,17,28,28,45,41,43
GHR,302,258,328,85,66,64
LOC101926985,2,5,6,0,0,0
CCDC152,3842,3757,4543,2854,3233,3443
RER1,7958,7995,8182,6708,7045,7538
SLC5A9,3,6,9,18,18,12
SEPP1,6979,6510,7065,968,1114,1179
LOC648987,413,447,511,1207,1311,1299
LOC101927030,2,2,5,12,12,9
ANXA2R,2,2,2,10,6,10
LOC153684,3,5,3,16,25,23
LOC100132356,140,132,159,205,149,195
LOC101929699,7,7,12,6,4,10
LOC100506639,386,389,371,438,497,461
ZNF131,5722,5831,6190,6723,7427,7517
NIM1,6,4,4,4,5,3
HMGCS1,23384,24393,26660,69224,72936,80338
CCL28,6,8,5,9,10,11
C5orf28,751,780,808,872,995,965
C5orf34,1855,1761,1924,2657,2932,3087
SPATA6,1537,1265,1649,1307,1254,1301
PAIP1,15877,15603,16249,10894,11907,12734
NNT-AS1,916,922,1088,699,753,827
NNT,5491,5312,5952,2906,3027,3232
RPL29P12,3,1,3,6,3,7
FGF10,11,14,8,10,13,9
LOC101927075,0,0,0,0,0,0
LOC100506674,206,199,238,114,138,161
MRPS30,7528,7391,7890,5601,5862,6510
HCN1,1672,1613,1655,291,308,291
EMB,8822,8567,9691,8586,9158,9660
LOC202319,2,1,2,2,2,2
PARP8,3872,3726,4270,7635,8134,8494
LOC100287592,0,1,1,0,0,0
RPS10P12,0,2,1,0,1,0
LOC642366,9,6,10,42,46,35
ISL1,9,10,20,45,42,48
LOC644462,26,22,34,39,32,29
PELO,4175,4077,4554,4954,5201,5438
ITGA1,1164,1077,1186,880,888,988
ITGA2,2390,2370,2781,2021,2128,2304
MOCS2,2059,1833,2090,1188,1322,1411
LOC257396,445,419,481,292,306,352
FST,1806,1602,1812,824,909,943
NDUFS4,7489,7440,7705,4333,4645,5334
ASS1P9,1,0,1,0,0,0
ARL15,1246,1151,1318,672,688,689
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,1,1,0
SNX18,4307,4287,4433,4800,4903,5018
AGBL4,46,53,43,43,28,41
ESM1,0,0,0,5,1,3
GZMK,0,0,0,0,0,2
GZMA,0,1,0,0,0,0
CDC20B,6,7,4,13,11,18
GPX8,9996,10090,10815,8820,9407,10367
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,10,7,14,20,24,18
CCNO,12,25,12,28,23,21
BEND5,797,742,764,362,357,412
DHX29,12934,12808,14118,7520,7995,8807
LOC101928366,1,3,1,4,1,2
SKIV2L2,30188,29011,30744,19384,20942,22900
PPAP2A,5342,5183,5262,1306,1439,1463
MIR5687,0,0,0,0,0,0
RNF138P1,649,508,796,878,934,842
SLC38A9,3491,3564,3839,2941,3192,3567
DDX4,6,8,8,9,12,12
LOC101929721,0,0,1,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,7,29,25,27,16,26
IL6ST,2853,2922,3242,2402,2458,2696
FLJ31104,236,263,283,686,728,654
ANKRD55,0,0,0,0,1,0
LOC101928419,0,0,0,1,0,0
RPL17P22,13,11,18,7,7,6
PSMC1P4,0,1,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,0,0,0,1,0
LOC101928448,0,0,0,0,0,0
MAP3K1,7480,7616,8210,8634,8767,9302
SETD9,529,463,524,577,663,652
MIER3,7969,7769,8964,6588,7258,7489
PEX10,2695,2747,2748,2901,3136,3203
GPBP1,26883,25669,28709,16336,17486,19097
ACTBL2,0,0,0,2,1,0
LOC100996645,0,0,0,0,0,1
LOC101928505,1,1,0,4,1,2
LOC101928539,2,0,1,3,7,5
LOC101928569,0,0,0,0,0,0
PLK2,2355,2531,2697,6987,6902,7399
ELAVL4,244,247,287,302,392,340
GAPT,0,0,0,1,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,2105,1841,2337,4487,4481,4102
RAB3C,3522,3343,3691,1651,1655,1807
PDE4D,251,282,342,2401,2550,2680
NDUFB4P2,1,2,2,2,2,3
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,12,7,12,12,6,7
PART1,62,53,49,110,82,82
DEPDC1B,9560,9312,10322,5856,6200,6608
KRT8P31,8,7,7,11,15,8
ELOVL7,1950,1856,2061,875,963,940
ERCC8,2393,2276,2481,1780,1869,1992
NDUFAF2,2908,2947,3167,2149,2359,2626
SMIM15,5730,6009,6750,6855,7660,8201
LOC101928630,2,2,1,2,1,2
ZSWIM6,2626,2289,2639,2077,1933,1972
LOC100421561,45,37,82,84,128,91
RPL3P6,3,5,12,27,29,20
C5orf64,34,17,34,59,73,64
LOC101928651,2,0,3,8,6,8
LOC100506526,0,0,0,0,1,0
KIF2A,13567,13521,14723,9295,9802,10316
DIMT1,3623,3750,4125,2503,2796,2910
IPO11,11869,11390,12681,9906,10504,11406
CKS1BP3,2,30,14,17,24,30
IPO11-LRRC70,991,1150,1307,667,937,923
LRRC70,54,44,40,81,94,92
ISCA1P1,7,2,0,1,6,4
HTR1A,70,99,84,123,129,159
RNF180,450,453,518,464,459,555
DMRTA2,3,3,2,12,13,9
RGS7BP,377,350,416,425,444,497
FAM159B,255,188,261,440,494,513
SREK1IP1,6284,6274,7224,4997,5654,6097
CWC27,9551,9290,9897,6208,7152,7515
LOC101928713,0,0,0,0,0,0
ADAMTS6,749,798,833,260,248,288
RPS2P23,3,3,4,6,7,3
FAF1,10665,10234,10281,6290,6515,6720
CENPK,3809,3741,4241,2055,2268,2456
PPWD1,6263,6050,6749,3860,4197,4509
TRIM23,3152,3205,3543,2378,2636,2798
TRAPPC13,3123,2953,3253,2759,3008,3352
SGTB,3293,3198,3545,3111,3365,3575
NLN,28736,27339,30204,19568,20381,21990
ERBB2IP,10571,10414,11881,10537,11157,11869
LOC100303749,7,6,11,21,16,15
SREK1,10488,10414,11616,9973,10909,10971
LOC101928741,0,0,3,11,9,8
LOC101928769,0,0,0,1,0,0
MAST4,970,973,1164,1400,1257,1279
LOC101928794,58,52,74,59,57,63
CD180,0,0,0,5,3,8
LOC101928819,0,0,0,1,0,1
RPL21P55,0,0,0,0,0,0
LOC101928858,37,29,37,70,72,64
EEF1B2P2,2,1,0,2,1,0
PIK3R1,3907,3655,4239,3759,3997,4271
LOC101928885,1,5,3,7,4,10
LOC100130639,0,0,0,0,0,1
SLC30A5,7924,7551,8055,4944,5381,5855
CCNB1,38147,37400,39493,19009,20283,22278
CENPH,13458,12756,13238,9663,10498,11865
MRPS36_variant1,2425,2449,2625,1743,1861,2196
CDKN2C,1,6,9,13,18,10
CDK7_variant2,4125,4373,4567,4073,4563,5056
CCDC125_variant1,170,204,199,219,140,164
CFL1P5_variant1,10,9,18,0,0,0
CHCHD2P2_variant2,9,12,16,6,4,11
TAF9_variant1,6532,6098,6499,4997,5643,5652
