Gene,0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq_REPLICANT.3,6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq_REPLICANT.3
ING2,2271,2302,1530,2255,2239,2266
RWDD4,5475,4756,2509,4572,4670,5069
TRAPPC11,8394,7636,4677,12449,12152,12882
LOC101928783,346,369,283,371,349,410
LOC101929169,16,17,12,99,93,81
STOX2,5091,4666,3633,1728,1724,1939
ENPP6,45,53,25,35,40,52
C1orf86,3544,3623,2884,3225,3021,2922
LRRC41,7351,7094,4661,7603,7081,7637
LOC391722,5,4,2,1,3,0
LOC728175,6,3,7,9,19,18
IRF2,1172,1098,752,1995,2028,2206
CASP3,17562,15793,8617,12636,12752,13883
CCDC111,507,405,231,1133,1106,1113
MLF1IP,27476,24997,13837,21774,20970,22636
ACSL1,4619,4161,2508,1235,1171,1264
SLED1,6,5,5,1,0,0
UQCRH,41935,39220,19903,30951,31006,32317
LOC731424,246,304,226,273,262,226
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,0,0,0
HELT,1,0,0,4,5,7
LOC101928877,0,0,0,0,0,0
LOC101928905,0,0,0,0,0,0
SLC25A4,8495,7925,5007,7862,7659,8078
KIAA1430,12201,11194,6310,15461,14936,16366
NSUN4,2112,1966,1631,1554,1399,1535
SNX25,3431,3358,2019,4698,4454,4571
LRP2BP,190,210,119,328,280,366
ANKRD37,65,73,39,283,228,256
UFSP2,5808,5286,3204,5551,5594,6118
C4orf47,111,114,80,338,281,345
CCDC110,602,529,349,727,613,708
PDLIM3,1280,1189,721,2576,2572,2836
SORBS2,5473,5361,4658,1365,1443,1503
LOC101928929,1,0,0,0,0,0
TLR3,312,295,199,287,263,319
FAAH,956,1090,725,886,772,934
FAM149A,1633,1593,1069,1981,1834,2039
FLJ38576,66,103,55,197,182,212
CYP4V2,858,1114,738,1258,1120,1160
KLKB1,3167,2900,1766,2288,2308,2418
F11,77,65,55,61,62,60
LOC285441,2,1,3,15,9,10
SLC25A5P6,1,0,0,0,1,0
MTNR1A,50,40,32,134,131,110
FAT1,71364,65013,47242,56638,55042,67751
LOC729041,10,17,11,27,42,29
LOC339975,9,14,4,9,4,4
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,57872,55004,33259,27987,27943,29707
TRIML2,3213,3227,2159,1125,1178,1286
TRIML1,1,1,1,0,0,0
LOC101929651,2,2,3,3,1,3
RPL7AP27,0,0,1,1,0,0
LOC401164,209,193,115,209,238,249
HSP90AA4P,18,13,3,11,23,12
LOC101928971,0,0,0,0,0,0
FRG1_variant1,2409,2137,1254,2189,2259,2407
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,0,0,0,4,2,0
DMBX1,7,11,7,10,3,10
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,21,22,19,29,24,42
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,3,4,4,11,5,9
LOC100996703,1,2,1,3,0,3
LOC101926992,0,1,0,1,0,0
MAFIP,2,5,2,4,3,0
PLEKHG4B,5214,5295,4329,11415,9953,11139
KNCN,1,2,1,1,0,0
LRRC14B,3,4,2,2,2,8
CCDC127,3161,2996,1880,3042,2973,3144
SDHA,11349,11046,7798,17107,16402,16921
PDCD6,11448,10335,6131,9178,9307,9589
LOC100421419,18,29,27,18,26,25
AHRR,161,137,115,1262,1036,1193
LOC100310782,1,0,1,1,2,1
C5orf55,338,369,240,344,275,365
EXOC3,6190,6048,4116,4903,4746,4926
PP7080,1034,1031,730,1146,1129,1116
MKNK1,1280,1176,886,1450,1282,1458
SLC9A3,67,100,56,227,168,186
LOC100288152,535,719,551,1401,1169,1576
MIR4456,0,0,0,0,0,0
LOC100996325,5,5,9,10,7,6
CEP72,3109,3071,2296,2870,2657,2918
TPPP,428,446,391,818,711,802
ZDHHC11B,83,95,59,129,117,115
LOC101928768,205,196,140,244,247,225
ZDHHC11,701,789,640,610,615,690
SKI,6289,6286,8888,5269,4981,4889
LOC101929673,0,3,0,2,3,0
BRD9,6828,7125,4877,5242,5065,5470
TRIP13,8729,8157,5167,5240,5330,5590
LOC100506688,33,60,45,60,57,47
NKD2,504,516,362,888,797,765
SLC12A7,7120,7587,7231,9270,8661,9420
MIR4635,0,0,0,0,0,0
LOC101928793,649,784,690,551,483,707
LOC101928857,6,4,3,8,0,9
SLC6A19,6,11,8,3,0,1
SLC6A18,0,5,3,3,2,2
MOB3C,957,950,622,633,701,774
TERT,2242,2442,1729,1832,1607,1663
MIR4457,0,0,0,0,0,0
CLPTM1L,19275,18158,11008,9717,9762,9944
LOC101928884,35,52,92,41,37,48
LOC100506791,1,0,1,6,10,14
SLC6A3,108,102,84,106,99,124
LPCAT1,47433,47498,32236,46550,46547,47895
SDHAP3,496,634,417,694,611,794
LOC728613,638,685,478,1017,950,1069
LOC100132773,12,3,7,19,8,14
ATPAF1,7413,6935,4676,7897,7767,7924
MIR4277,0,0,0,0,0,0
LOC101929003,6,9,1,7,3,0
MRPL36,3931,3639,2316,2180,2217,2366
NDUFS6,14871,13670,9866,10219,10216,10832
LOC101929034,0,0,0,0,0,0
IRX4,102,77,51,267,275,250
LOC101929056,0,2,0,2,13,8
LOC101929081,0,0,1,0,2,1
LOC101929108,18,13,6,27,22,32
LOC100506858,0,0,0,0,0,0
TEX38,3,10,6,4,3,2
IRX2,2548,2548,1764,8998,8453,7778
C5orf38,49,52,32,206,164,151
LINC01019,0,0,0,0,0,0
IRX1,191,198,138,188,148,158
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,0,0,0
LOC101929176,180,222,172,146,178,202
ADAMTS16,2196,2363,1539,1685,1809,1948
EFCAB14-AS1,2,3,1,0,0,2
LOC101929200,100,107,54,77,51,73
KIAA0947,28757,26544,18762,18123,18619,19838
LOC101929214,0,0,0,0,0,0
FLJ33360,4,7,9,7,9,8
MED10,777,799,753,797,825,833
UBE2QL1,76,48,39,243,238,221
LINC01018,219,163,120,153,151,148
NSUN2,26524,25555,17618,12217,12504,13166
SRD5A1,4534,3989,2279,4381,4292,4554
EFCAB14,7448,7037,6281,6348,6107,6563
LOC100505625,3,3,2,2,6,3
PAPD7,3921,3885,3085,3703,3344,3625
MIR4278,0,0,0,0,0,0
LOC101929232,40,45,27,20,26,26
LOC442132,0,9,4,9,3,4
LOC101929261,3,4,2,0,0,0
ADCY2,8460,8620,6459,5948,5771,5918
C5orf49,104,69,61,34,33,34
LOC101929349,0,0,0,2,1,2
MTRR,6756,6499,4162,3350,3481,3887
FASTKD3,2149,2087,1101,1374,1286,1553
LOC729506,0,0,0,0,0,0
MIR4458HG,1,4,1,2,0,0
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,0,0,0,2,0,1
SEMA5A,2256,2061,1801,2467,2207,2627
CYP4B1,3,2,5,12,5,10
MIR4636,0,0,0,0,0,0
LOC101929338,7,8,9,6,2,9
SNHG18,656,693,377,1275,1116,1258
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,1,0,0
LOC285692,0,0,0,0,4,1
FAM173B,2300,2146,1194,1120,1083,1265
CCT5,133958,120451,73158,88710,90164,94262
CMBL,2064,2177,1867,2141,2080,2268
CYP4Z2P,0,0,0,2,0,1
MARCH6,17194,16788,12542,17672,16916,20622
ROPN1L-AS1,1,3,2,1,5,3
ROPN1L,30,24,12,12,12,11
LOC101929379,0,0,0,0,0,0
RPL30P7,0,0,1,0,0,0
LOC101929412,0,1,0,3,2,3
LOC389273,0,0,0,0,0,0
ANKRD33B,9533,9229,7397,8198,8206,8650
DAP,2978,3091,3392,4004,3798,3951
LOC100533627,0,0,0,0,0,0
CTNND2,2877,2638,2379,2110,1903,2097
CT49,0,0,0,1,2,1
RPL29P13,2,1,0,0,0,2
DNAH5,212,230,141,787,798,991
TRIO,22218,20188,13685,17157,17681,20326
FAM105A,2052,1940,1078,1776,1797,1877
MORN1,484,519,344,844,728,818
CYP4A11,18,21,28,24,35,43
FAM105B,7279,6841,4304,5502,5473,5811
ANKH,803,736,607,857,852,957
LOC100130744,123,157,107,111,91,133
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,390,415,238,485,432,475
FBXL7,1181,1341,2384,1966,1717,1718
LOC101929472,3,3,4,3,4,1
MIR887,0,0,0,0,0,0
MARCH11,9,9,9,20,25,23
LOC101929505,6,5,7,2,3,1
ZNF622,6527,6076,3724,3458,3496,3587
FAM134B,431,436,276,241,258,236
LOC101929524,268,328,334,317,305,387
MYO10,45223,43670,32196,44230,43437,45940
LOC285696,91,106,71,182,156,178
BASP1,16226,14900,9808,23680,22162,20888
CYP4Z1,2,1,4,2,2,6
LOC646012,0,0,0,0,1,0
FTH1P10,1,0,1,0,1,0
LOC401177,0,1,0,1,0,0
LOC101929544,0,2,3,0,1,0
gene10435,0,0,0,0,0,0
LOC100533626,2,0,0,3,0,0
LOC646241,0,0,0,0,0,0
CYP4A22,2,0,0,7,5,5
CDH18,36,47,28,31,20,15
GUSBP1,1315,1273,1072,1079,996,1245
LOC100506217,162,174,121,184,168,189
CDH12,58,47,22,59,50,67
HSPD1P1,20,25,11,18,15,20
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0
PRDM9,1,3,1,2,1,0
LOC503540,0,2,1,1,0,0
CDH10,20,31,19,80,73,86
LOC340107,0,0,0,0,0,0
LINC00853,4,2,1,13,10,12
MSNP1,2,3,2,1,1,2
CDH9,381,398,268,137,161,165
LINC01021,489,593,478,892,810,1002
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,3,5,2,3,9,4
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,0,1,2,1,0,0
LOC101929681,0,0,0,0,0,0
RPL19P11,4,3,0,6,6,2
CDH6,577,590,445,107,102,139
DROSHA,9062,8982,9884,7880,7460,8185
C5orf22,6942,6256,4205,5482,5332,5870
TAL1,25,7,12,77,65,61
PDZD2,1292,1172,1257,1206,1106,1276
RPL9P17,5,6,3,6,8,6
RPL21P56,7,11,6,9,13,16
RPL5P14,2,2,0,1,2,3
MIR4279,0,0,0,0,0,0
GOLPH3,17924,16448,10322,14207,13924,13905
RPL27P10,4,4,3,3,2,8
MTMR12,14627,14229,10163,13329,13358,14272
ZFR,33457,30439,21349,26272,26110,27874
LOC100129534,134,147,128,157,188,227
STIL,8060,7507,5935,5940,5624,6149
MIR579,0,0,0,0,0,0
SUB1,36096,31633,17660,24672,24697,28033
NPR3,11,12,5,18,13,23
LOC340113,0,1,0,0,0,0
RPS8P8,13,4,2,10,10,3
TARS,121915,111428,68094,61843,63123,67285
ADAMTS12,4951,4321,3590,4833,4843,5279
CMPK1,6425,5588,3374,6510,6577,7081
RXFP3,13,10,11,22,25,23
SLC45A2,3,2,7,6,4,0
PSMC6P3,0,0,1,0,0,0
C1QTNF3-AMACR,23,40,0,61,52,53
AMACR,2468,2406,1413,2197,2179,2342
C1QTNF3,70,62,35,85,77,115
LOC646652,918,906,716,800,708,936
RAI14,27092,26063,18963,16502,16593,17566
FOXE3,12,9,10,6,7,7
LOC101929704,51,52,28,94,88,91
TTC23L,28,42,28,64,62,50
RAD1,8676,8172,5042,5400,5491,6101
BRIX1,13463,12769,7668,7682,7839,8391
DNAJC21,11665,11374,7251,11301,11176,11889
AGXT2,0,0,0,0,0,0
PRLR,844,667,574,409,401,489
SPEF2,88,124,37,152,146,176
IL7R,0,1,0,0,3,1
FOXD2-AS1,2,1,3,13,9,7
CAPSL,6,1,1,4,9,9
LOC100506406,0,0,0,0,0,0
UGT3A1,512,472,294,926,870,852
UGT3A2,4624,4286,3191,3011,2797,2966
LMBRD2,1439,1288,820,1600,1472,1694
MIR580,0,0,0,0,0,0
SKP2,24073,22055,13302,10973,10693,12116
NADK2,4305,3974,2175,4923,4826,5355
RANBP3L,5,6,6,9,12,19
FOXD2,0,1,5,12,5,9
SLC1A3,3421,3249,2217,1690,1762,1881
LOC646719,1906,1718,1040,2221,1988,2618
NIPBL,14286,14777,17092,16097,14860,17271
KRT18P31,47,58,55,71,74,99
C5orf42,2906,2694,1808,3101,2981,3558
RPS4XP6,3,4,2,3,1,4
OFD1P17,15,13,9,11,10,13
NUP155,29295,26155,17958,21358,20717,22944
RPL21P24,0,0,0,0,0,0
WDR70,7304,6651,4136,6474,6422,6605
GDNF,22,28,17,54,53,79
GDNF-AS1,12,20,24,70,62,76
LOC101929745,0,0,0,0,0,0
EGFLAM,29,28,26,61,46,61
EGFLAM-AS4,4,2,4,2,2,0
EGFLAM-AS2,0,0,0,0,0,0
LIFR,6191,5674,3425,6169,6007,7138
LIFR-AS1,91,89,53,222,171,224
MIR3650,0,0,0,0,0,0
LOC101929768,0,1,0,0,0,0
LOC101926904,0,0,0,0,0,0
OSMR,621,596,492,709,736,856
RICTOR,5655,5422,5104,6128,5519,6570
FYB,1,2,0,0,0,0
C9,18,17,7,8,4,3
TRABD2B,359,372,367,652,609,665
DAB2,649,682,518,725,693,694
LOC101926921,0,0,0,0,0,0
LOC101926940,0,0,0,0,0,0
PTGER4,119,134,72,122,113,136
TTC33,2104,1777,1019,2691,2599,2960
PRKAA1,5132,4536,2792,3815,3734,4524
LOC100506548,4969,5268,3477,10866,10407,11558
RPL37,121070,113451,73712,102364,102543,106401
SNORD72,1,0,0,0,1,0
CARD6,138,140,129,152,157,135
C7,22,34,21,111,112,106
MROH2B,0,0,0,0,0,0
C6,0,0,0,0,0,0
PLCXD3,31,22,11,14,13,18
OXCT1,10931,9816,6305,11926,11641,12423
C5orf51,7392,6111,4102,4515,4098,4793
SKINTL,7,5,2,4,0,3
FBXO4,89,78,60,93,118,114
LOC101926960,24,37,18,17,28,28
GHR,68,81,76,302,258,328
LOC101926985,1,1,0,2,5,6
CCDC152,2974,2786,1702,3842,3757,4543
RER1,12009,11321,6806,7958,7995,8182
SLC5A9,7,8,12,3,6,9
SEPP1,3518,3229,1889,6979,6510,7065
LOC648987,528,523,392,413,447,511
LOC101927030,4,1,2,2,2,5
ANXA2R,2,3,2,2,2,2
LOC153684,3,0,2,3,5,3
LOC100132356,91,81,57,140,132,159
LOC101929699,17,17,4,7,7,12
LOC100506639,195,208,165,386,389,371
ZNF131,8474,7988,5108,5722,5831,6190
NIM1,2,1,2,6,4,4
HMGCS1,151589,138412,92662,23384,24393,26660
CCL28,7,7,5,6,8,5
C5orf28,775,691,428,751,780,808
C5orf34,1750,1685,983,1855,1761,1924
SPATA6,1522,1458,1032,1537,1265,1649
PAIP1,18932,16856,9125,15877,15603,16249
NNT-AS1,493,431,291,916,922,1088
NNT,4508,4262,2614,5491,5312,5952
RPL29P12,3,2,2,3,1,3
FGF10,55,61,41,11,14,8
LOC101927075,0,1,1,0,0,0
LOC100506674,93,84,39,206,199,238
MRPS30,11220,10030,6489,7528,7391,7890
HCN1,464,408,323,1672,1613,1655
EMB,11716,10082,6138,8822,8567,9691
LOC202319,2,1,2,2,1,2
PARP8,4458,4255,3122,3872,3726,4270
LOC100287592,0,0,0,0,1,1
RPS10P12,1,0,0,0,2,1
LOC642366,7,5,9,9,6,10
ISL1,13,32,15,9,10,20
LOC644462,33,34,14,26,22,34
PELO,5957,5534,3434,4175,4077,4554
ITGA1,1534,1485,1007,1164,1077,1186
ITGA2,2283,2135,1431,2390,2370,2781
MOCS2,2326,2152,1485,2059,1833,2090
LOC257396,440,360,250,445,419,481
FST,2265,2269,1432,1806,1602,1812
NDUFS4,6561,5798,3368,7489,7440,7705
ASS1P9,2,0,0,1,0,1
ARL15,1058,1083,1004,1246,1151,1318
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,0,0
SNX18,5267,4641,3043,4307,4287,4433
AGBL4,73,77,51,46,53,43
ESM1,0,0,1,0,0,0
GZMK,1,1,0,0,0,0
GZMA,0,1,0,0,1,0
CDC20B,3,8,2,6,7,4
GPX8,13204,12199,7659,9996,10090,10815
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,1,4,2,10,7,14
CCNO,5,3,1,12,25,12
BEND5,670,661,381,797,742,764
DHX29,16925,15782,9541,12934,12808,14118
LOC101928366,0,3,0,1,3,1
SKIV2L2,37920,35238,21155,30188,29011,30744
PPAP2A,4660,4257,2524,5342,5183,5262
MIR5687,0,0,0,0,0,0
RNF138P1,397,528,330,649,508,796
SLC38A9,7351,6725,3964,3491,3564,3839
DDX4,6,3,1,6,8,8
LOC101929721,0,0,0,0,0,1
LOC101928393,0,0,0,0,0,0
IL31RA,34,42,14,7,29,25
IL6ST,2596,2411,1596,2853,2922,3242
FLJ31104,193,285,234,236,263,283
ANKRD55,0,0,1,0,0,0
LOC101928419,0,0,0,0,0,0
RPL17P22,3,5,4,13,11,18
PSMC1P4,0,0,0,0,1,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,1,3,0,0,0,0
LOC101928448,0,0,0,0,0,0
MAP3K1,7632,6895,4375,7480,7616,8210
SETD9,733,734,420,529,463,524
MIER3,9838,8698,5573,7969,7769,8964
PEX10,4463,4524,2799,2695,2747,2748
GPBP1,25126,22963,13571,26883,25669,28709
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,0,0,0,1,1,0
LOC101928539,2,0,0,2,0,1
LOC101928569,0,0,0,0,0,0
PLK2,1759,1749,1037,2355,2531,2697
ELAVL4,187,162,91,244,247,287
GAPT,3,2,4,0,0,0
MIR548AE2,0,0,0,0,0,0
LOC101928600,1967,2091,1815,2105,1841,2337
RAB3C,2758,2514,1948,3522,3343,3691
PDE4D,443,438,272,251,282,342
NDUFB4P2,0,2,0,1,2,2
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,11,7,10,12,7,12
PART1,46,68,36,62,53,49
DEPDC1B,13155,12316,7341,9560,9312,10322
KRT8P31,7,4,5,8,7,7
ELOVL7,1379,1274,689,1950,1856,2061
ERCC8,3050,2734,1551,2393,2276,2481
NDUFAF2,3598,3378,2086,2908,2947,3167
SMIM15,9703,8745,5419,5730,6009,6750
LOC101928630,2,1,0,2,2,1
ZSWIM6,1659,1576,1401,2626,2289,2639
LOC100421561,51,54,36,45,37,82
RPL3P6,9,4,6,3,5,12
C5orf64,32,35,14,34,17,34
LOC101928651,2,2,0,2,0,3
LOC100506526,0,0,0,0,0,0
KIF2A,17820,16531,14164,13567,13521,14723
DIMT1,6956,6402,3682,3623,3750,4125
IPO11,16423,15563,10078,11869,11390,12681
CKS1BP3,19,20,9,2,30,14
IPO11-LRRC70,1174,1387,716,991,1150,1307
LRRC70,34,32,30,54,44,40
ISCA1P1,4,2,2,7,2,0
HTR1A,590,611,483,70,99,84
RNF180,332,344,195,450,453,518
DMRTA2,1,2,1,3,3,2
RGS7BP,883,855,628,377,350,416
FAM159B,494,458,324,255,188,261
SREK1IP1,7874,7153,4229,6284,6274,7224
CWC27,10713,10295,7743,9551,9290,9897
LOC101928713,0,0,0,0,0,0
ADAMTS6,371,387,255,749,798,833
RPS2P23,1,1,1,3,3,4
FAF1,10246,9342,5994,10665,10234,10281
CENPK,5066,4458,2461,3809,3741,4241
PPWD1,8547,8172,5400,6263,6050,6749
TRIM23,3908,3642,1914,3152,3205,3543
TRAPPC13,4132,3750,2048,3123,2953,3253
SGTB,4363,4116,2680,3293,3198,3545
NLN,40608,38191,27321,28736,27339,30204
ERBB2IP,11876,11065,7150,10571,10414,11881
LOC100303749,5,4,5,7,6,11
SREK1,12808,12571,8253,10488,10414,11616
LOC101928741,0,2,1,0,0,3
LOC101928769,0,0,0,0,0,0
MAST4,748,701,596,970,973,1164
LOC101928794,37,34,26,58,52,74
CD180,0,4,0,0,0,0
LOC101928819,0,0,1,0,0,0
RPL21P55,0,1,0,0,0,0
LOC101928858,14,17,17,37,29,37
EEF1B2P2,2,0,0,2,1,0
PIK3R1,2602,2549,2100,3907,3655,4239
LOC101928885,8,8,2,1,5,3
LOC100130639,0,0,0,0,0,0
SLC30A5,8380,7620,4114,7924,7551,8055
CCNB1,41983,38683,21796,38147,37400,39493
CENPH,10049,9203,4819,13458,12756,13238
MRPS36_variant1,3103,2757,1447,2425,2449,2625
CDKN2C,3,2,3,1,6,9
CDK7_variant2,6756,5957,3578,4125,4373,4567
CCDC125_variant1,139,125,99,170,204,199
CFL1P5_variant1,3,0,0,10,9,18
CHCHD2P2_variant2,20,14,11,9,12,16
TAF9_variant1,8208,7286,4596,6532,6098,6499
