Gene,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3,24hrs.RNASeq_REPLICANT.1,24hrs.RNASeq_REPLICANT.2,24hrs.RNASeq_REPLICANT.3
DDX60,1293,1441,1543,3184,2447,2297
DDX60L,133,164,154,837,643,604
LOC100506504,224,218,169,297,172,214
IPP,572,560,627,1642,933,1448
PALLD,6394,6425,6384,8244,3981,7107
RPL9P16,2,5,4,5,5,2
LOC101928172,107,129,90,54,41,35
CBR4,4341,4723,4948,6557,4636,5130
SH3RF1,3514,3442,3440,3131,1969,2377
RPL6P12,5,8,6,5,3,1
NEK1,2905,2990,3034,4143,2081,3446
CLCN3,11907,12449,13289,13227,7811,10450
RPL6P1,0,1,0,0,0,0
C4orf27,2387,2723,2942,4956,3364,3811
LOC100506085,463,410,371,269,138,194
MFAP3L,645,688,687,1136,890,788
LOC101928198,0,1,0,1,0,0
AADAT,1000,971,1145,860,535,677
LOC101928223,86,93,103,100,84,68
LOC100506107,0,0,0,0,0,0
MAST2,3313,3262,3081,6156,2626,4848
LOC100506122,3,4,5,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,73,65,85,64,43,49
LOC441052,12,22,30,9,3,2
GALNTL6,20,23,23,8,4,4
LOC101928314,0,0,0,0,0,0
GALNT7,12612,13698,14606,19509,11284,16092
MIR548T,0,0,0,0,0,0
HMGB2,42017,47482,48796,56305,41037,41350
TMA16P2,16,19,20,19,7,9
SAP30,1152,1151,1250,2139,1780,1683
LOC101928383,2,6,5,11,10,7
SCRG1,1,3,1,3,3,9
RPL5P11,2,3,1,3,2,2
LOC101928409,0,1,2,4,0,8
LOC101928439,0,2,0,0,0,0
HAND2,15,11,7,7,2,2
HAND2-AS1,2,2,2,0,0,1
PIK3R3,3454,3568,3704,8556,4584,6477
LOC101928478,1,0,1,4,5,3
LOC101928509,26,11,16,12,6,8
FBXO8,1007,1123,1160,1571,1188,1153
CEP44,3294,3659,4008,4770,3721,3713
MIR4276,0,0,0,0,0,0
HPGD,57,60,60,44,31,33
GLRA3,28,16,23,9,8,11
LOC101928551,7,13,8,6,8,6
ADAM29,2,0,1,3,1,4
LOC101929626,9,7,6,1,8,6
TSEN2P1,0,0,0,0,0,0
GPM6A,362,409,447,584,514,428
LOC101928590,1,0,1,0,0,0
WDR17,825,884,849,818,594,571
SPATA4,2,0,4,4,8,5
ASB5,6,1,3,10,9,9
TSPAN1,12,11,9,11,8,10
SPCS3,17697,19384,20281,25532,19399,18869
VEGFC,87,86,97,87,54,54
NEIL3,1029,1165,1204,1157,833,805
AGA,1423,1407,1575,1590,1238,1144
LOC285500,1,1,5,10,2,6
LOC285501,2,2,2,0,0,0
LOC101928656,1,2,0,0,0,0
RPL19P8,1,0,2,1,0,2
POMGNT1,3422,3647,3987,8138,5706,5812
LINC00290,0,0,0,0,0,0
LOC101928679,4,10,6,0,0,0
LOC101928703,38,39,24,53,39,40
MGC45800,1070,966,1034,2704,1962,1928
TENM3,8576,8378,8148,24311,12555,19404
MIR1305,0,0,0,0,0,0
DCTD,5404,5669,6278,6791,4512,5112
LURAP1,123,105,115,343,200,240
FAM92A1P2,38,39,41,17,8,9
WWC2-AS2,644,653,647,346,218,247
WWC2,23036,24050,24536,20360,12511,15438
LOC101928734,2,10,5,4,1,3
CLDN22,0,0,0,0,0,0
CLDN24,43,28,27,11,5,9
CDKN2AIP,3954,4334,4467,4114,2986,3292
RAD54L,2310,2244,2232,3297,1869,2491
VTI1BP2,5,13,14,15,10,14
LOC389247,41,44,39,43,26,23
ING2,1129,1252,1213,2002,1276,1835
RWDD4,3195,3630,3905,4394,3780,3079
TRAPPC11,5979,6295,6881,14187,10747,10166
LOC101928783,569,486,509,515,224,366
LOC101929169,25,23,22,50,46,51
STOX2,4276,4372,4475,1536,1039,998
ENPP6,130,133,179,36,23,21
C1orf86,3460,3392,3348,3337,1505,2770
LRRC41,3784,3700,4149,10802,7773,6972
LOC391722,0,1,2,6,0,0
LOC728175,19,12,14,14,12,11
IRF2,562,531,551,2689,1911,1821
CASP3,16870,17939,20443,9538,7457,6898
CCDC111,515,599,638,1065,855,781
MLF1IP,13934,15292,16359,18899,16563,13928
ACSL1,1717,1708,2065,437,211,310
SLED1,6,2,0,0,0,0
UQCRH,21959,23994,26793,29021,24277,20507
LOC731424,667,588,623,345,208,270
MIR3945,0,0,0,0,0,0
LOC100506229,0,3,0,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,1,0,0,0,0,0
HELT,1,2,6,0,0,2
LOC101928877,1,1,1,1,1,0
LOC101928905,0,0,0,0,0,0
SLC25A4,4239,4624,4763,7776,5442,5760
KIAA1430,8935,10139,10609,14168,10947,10453
NSUN4,1542,1623,1586,1877,1117,1406
SNX25,1942,2129,2241,5448,4217,4142
LRP2BP,282,309,303,434,310,310
ANKRD37,98,85,103,384,235,241
UFSP2,3149,3338,3854,5657,4285,4026
C4orf47,292,365,396,843,568,538
CCDC110,294,354,337,804,519,663
PDLIM3,603,664,705,6494,5118,4935
SORBS2,2570,2469,2609,6974,4563,5376
LOC101928929,0,0,0,0,0,0
TLR3,206,226,247,346,298,237
FAAH,729,752,738,1345,983,1022
FAM149A,604,668,756,1899,1384,1397
FLJ38576,111,116,131,87,59,56
CYP4V2,1983,2088,1888,1168,853,916
KLKB1,1264,1400,1453,2034,1646,1500
F11,60,54,40,33,15,19
LOC285441,5,6,5,5,5,3
SLC25A5P6,0,0,0,0,1,0
MTNR1A,74,66,70,44,14,49
FAT1,51393,55036,54153,83938,55963,62682
LOC729041,17,16,17,34,25,24
LOC339975,5,6,8,11,4,6
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,25145,27226,29237,26897,21314,19561
TRIML2,5928,6468,6461,572,418,409
TRIML1,1,0,1,1,0,0
LOC101929651,10,7,3,8,8,6
RPL7AP27,0,0,0,0,0,0
LOC401164,143,134,145,294,238,199
HSP90AA4P,11,13,6,5,3,6
LOC101928971,0,1,1,0,0,0
FRG1_variant1,1586,1857,1941,2015,1775,1489
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,2,0,0,2,0,0
DMBX1,12,11,14,200,117,156
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,10,7,10,26,22,16
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,6,8,4,9,4,11
LOC100996703,2,1,2,2,2,2
LOC101926992,0,0,0,0,0,0
MAFIP,7,7,4,1,1,0
PLEKHG4B,4733,4396,4195,9574,6212,6773
KNCN,2,1,3,0,1,1
LRRC14B,2,7,2,2,0,5
CCDC127,1661,1799,1849,3415,2477,2683
SDHA,6184,6477,6794,10750,6710,8761
PDCD6,6202,6893,7130,8924,7026,6786
LOC100421419,34,35,27,26,19,10
AHRR,71,82,59,382,260,246
LOC100310782,0,1,0,0,0,2
C5orf55,390,402,417,412,239,296
EXOC3,3900,3936,4111,5301,3327,4107
PP7080,629,635,707,1170,787,893
MKNK1,798,905,904,1467,873,1157
SLC9A3,40,29,42,208,108,171
LOC100288152,311,306,355,1445,962,1165
MIR4456,0,0,0,0,0,0
LOC100996325,4,10,3,4,5,6
CEP72,1889,1974,1944,3161,1878,2447
TPPP,548,549,468,763,463,644
ZDHHC11B,113,124,102,92,51,85
LOC101928768,171,162,164,213,125,155
ZDHHC11,1322,1417,1172,819,490,631
SKI,6264,5521,5348,6323,2116,6013
LOC101929673,0,3,0,3,1,4
BRD9,5506,5744,5544,5497,3414,4376
TRIP13,5351,5606,5895,4380,3164,3367
LOC100506688,106,104,116,74,38,66
NKD2,371,367,377,409,233,335
SLC12A7,3580,3288,3486,6872,2305,6560
MIR4635,0,0,0,0,0,0
LOC101928793,243,242,240,473,202,334
LOC101928857,12,10,7,5,8,9
SLC6A19,6,6,3,1,0,0
SLC6A18,1,2,2,1,2,1
MOB3C,595,638,580,895,622,689
TERT,1422,1466,1414,1367,934,1096
MIR4457,0,0,0,0,0,0
CLPTM1L,9429,9932,10588,8763,6084,6736
LOC101928884,122,110,74,49,17,57
LOC100506791,51,60,73,0,1,2
SLC6A3,44,48,50,76,63,62
LPCAT1,24893,26200,27729,39810,22087,31949
SDHAP3,404,422,400,949,648,790
LOC728613,581,682,641,1027,787,862
LOC100132773,14,18,14,8,4,14
ATPAF1,5221,5521,5993,9989,7185,7409
MIR4277,0,0,0,0,0,0
LOC101929003,4,2,2,1,0,2
MRPL36,1356,1435,1473,1957,1439,1487
NDUFS6,8406,8545,9456,6722,3889,6065
LOC101929034,0,0,1,0,0,1
IRX4,320,277,272,166,91,126
LOC101929056,0,2,2,7,3,0
LOC101929081,2,1,2,0,1,3
LOC101929108,12,23,22,29,12,19
LOC100506858,0,0,0,0,0,0
TEX38,5,6,4,8,1,0
IRX2,3103,2852,2762,21758,16590,18518
C5orf38,106,128,94,1088,791,782
LINC01019,1,0,0,0,0,1
IRX1,22,15,21,4031,3245,3537
LOC101929153,0,0,0,0,0,0
LINC01020,1,1,0,0,0,0
LOC101929176,230,230,232,83,49,65
ADAMTS16,1405,1338,1483,598,399,386
EFCAB14-AS1,5,7,4,2,4,5
LOC101929200,151,141,157,70,73,36
KIAA0947,14033,14929,15142,19867,13091,14814
LOC101929214,0,0,0,0,0,0
FLJ33360,13,19,23,9,1,9
MED10,802,861,851,935,312,746
UBE2QL1,128,126,148,121,93,90
LINC01018,87,83,93,85,69,49
NSUN2,16851,17990,18572,13577,8232,10423
SRD5A1,3448,3648,3788,5065,3844,3540
EFCAB14,7192,7395,7684,10870,8109,7325
LOC100505625,10,19,8,2,2,2
PAPD7,2220,2218,2206,3007,1575,2436
MIR4278,0,0,0,0,0,0
LOC101929232,25,26,32,28,19,11
LOC442132,11,16,22,1,1,5
LOC101929261,4,5,4,0,0,0
ADCY2,11229,11653,11720,2581,1590,1807
C5orf49,66,74,66,60,33,46
LOC101929349,1,1,2,1,2,2
MTRR,4035,4156,4321,4615,3434,3267
FASTKD3,1903,1996,2245,1668,1321,1230
LOC729506,1,0,0,0,0,0
MIR4458HG,4,1,3,0,1,1
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,1,0,0,1,1,0
SEMA5A,1832,1775,1885,3664,2366,2755
CYP4B1,3,5,4,2,4,3
MIR4636,0,0,0,0,0,0
LOC101929338,8,7,6,11,6,8
SNHG18,330,363,412,1446,1023,982
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,1,0,2
LOC285692,2,3,3,4,0,1
FAM173B,1109,1234,1320,1335,1003,1091
CCT5,66905,73510,77976,71367,60376,53814
CMBL,1875,1993,2048,1538,704,1490
CYP4Z2P,0,0,0,0,0,0
MARCH6,13658,14404,15262,25011,16602,20162
ROPN1L-AS1,3,4,6,1,6,2
ROPN1L,13,10,19,20,16,6
LOC101929379,0,0,2,0,0,0
RPL30P7,0,0,1,0,0,0
LOC101929412,0,2,2,2,0,1
LOC389273,0,0,0,0,0,0
ANKRD33B,4027,3795,4097,8369,3608,6687
DAP,3136,3105,3000,3015,974,3053
LOC100533627,1,0,1,0,0,0
CTNND2,1256,1234,1332,2916,1416,2459
CT49,0,1,1,0,1,0
RPL29P13,0,1,1,2,0,0
DNAH5,466,489,464,1012,601,720
TRIO,14197,14496,14376,21326,13301,15807
FAM105A,1031,1137,1197,1435,1072,1083
MORN1,955,996,973,1332,1013,1013
CYP4A11,52,61,39,44,14,32
FAM105B,4046,4451,4544,5856,4444,4681
ANKH,625,601,591,590,341,470
LOC100130744,140,150,151,224,170,174
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,344,361,358,397,293,275
FBXL7,859,785,732,3843,2383,2748
LOC101929472,3,5,1,3,1,4
MIR887,0,0,0,0,0,0
MARCH11,18,30,15,63,35,38
LOC101929505,3,5,3,6,7,7
ZNF622,4312,4572,4979,3824,2836,2872
FAM134B,161,192,189,149,122,113
LOC101929524,752,809,695,327,227,228
MYO10,26054,25980,26798,40275,20815,32260
LOC285696,171,169,140,317,208,247
BASP1,6216,6410,6324,23183,16870,17606
CYP4Z1,11,7,12,5,1,6
LOC646012,0,1,0,0,0,0
FTH1P10,4,1,0,0,0,2
LOC401177,0,0,1,0,0,0
LOC101929544,0,1,1,1,1,0
gene10435,0,0,2,0,0,0
LOC100533626,1,0,1,0,0,1
LOC646241,1,1,0,0,0,0
CYP4A22,18,21,19,10,2,4
CDH18,14,19,15,21,18,19
GUSBP1,1585,1636,1526,1332,1015,1050
LOC100506217,317,361,317,258,165,197
CDH12,34,43,47,419,352,283
HSPD1P1,12,19,26,22,11,8
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,2,2,3
PRDM9,2,1,6,0,0,0
LOC503540,0,1,1,2,1,1
CDH10,24,27,18,272,195,177
LOC340107,1,2,1,0,0,0
LINC00853,17,8,17,11,7,11
MSNP1,3,1,1,2,0,2
CDH9,18,14,28,1509,1003,1117
LINC01021,506,560,541,920,590,745
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,7,5,12,8,5,11
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,3,0,0,2,1
LOC101929681,0,0,0,0,0,0
RPL19P11,1,3,0,0,4,2
CDH6,180,182,163,133,121,133
DROSHA,7665,7640,7693,10589,5963,8293
C5orf22,5311,5761,5823,6686,4660,4920
TAL1,130,128,126,35,20,32
PDZD2,1000,939,891,2906,1531,2250
RPL9P17,4,6,6,15,7,8
RPL21P56,6,6,10,9,14,1
RPL5P14,5,2,3,2,1,2
MIR4279,0,0,0,0,0,0
GOLPH3,10327,10766,10782,14963,10214,11089
RPL27P10,3,5,9,7,4,5
MTMR12,8376,8709,8885,13852,7846,10435
ZFR,14961,15770,16430,28807,21457,21692
LOC100129534,317,311,274,435,261,341
STIL,6096,5820,6266,6390,5441,4567
MIR579,0,0,0,0,0,0
SUB1,19248,21810,23786,25051,21244,18354
NPR3,153,152,177,9,5,8
LOC340113,1,0,0,0,0,0
RPS8P8,14,7,8,9,7,5
TARS,47654,52252,57384,54789,41447,39005
ADAMTS12,2858,2825,2933,5832,3494,4311
CMPK1,3218,3506,3873,6137,4657,4624
RXFP3,13,14,14,4,3,7
SLC45A2,2,2,2,4,3,3
PSMC6P3,0,0,0,0,0,0
C1QTNF3-AMACR,16,35,11,52,98,12
AMACR,1589,1614,1788,2977,2198,2219
C1QTNF3,28,16,32,126,119,103
LOC646652,2088,2324,1859,1009,685,878
RAI14,13786,14875,15536,14448,9802,10649
FOXE3,16,19,13,2,1,4
LOC101929704,69,79,85,161,90,120
TTC23L,66,70,81,72,54,57
RAD1,4909,5452,5599,5699,4237,4232
BRIX1,7623,8357,9108,6892,4944,5066
DNAJC21,9405,10677,10403,10376,7137,7879
AGXT2,1,0,0,0,0,0
PRLR,519,532,605,1199,941,825
SPEF2,146,163,159,287,216,238
IL7R,6,10,8,1,0,0
FOXD2-AS1,10,15,11,19,11,6
CAPSL,6,6,4,16,11,12
LOC100506406,0,0,0,0,0,0
UGT3A1,368,354,415,1117,819,766
UGT3A2,2248,2183,2509,2826,1929,2089
LMBRD2,1222,1410,1442,1554,1242,1178
MIR580,0,0,0,0,0,0
SKP2,9892,10433,11215,13198,9654,9038
NADK2,4411,4673,4983,5788,4267,4268
RANBP3L,32,29,32,19,19,19
FOXD2,11,11,5,4,7,5
SLC1A3,1472,1569,1638,2021,1566,1639
LOC646719,1676,1729,1853,2182,1775,1681
NIPBL,12019,12358,12192,13417,4238,14229
KRT18P31,171,202,155,71,59,73
C5orf42,1828,1913,1899,5831,4463,4265
RPS4XP6,4,5,2,7,7,6
OFD1P17,36,45,29,19,10,13
NUP155,18643,18884,20870,21051,17304,14710
RPL21P24,0,0,0,0,0,0
WDR70,3707,3872,4122,6923,5570,5134
GDNF,24,24,17,165,90,135
GDNF-AS1,14,13,15,99,77,72
LOC101929745,2,1,0,0,0,0
EGFLAM,31,20,35,42,32,31
EGFLAM-AS4,7,8,13,4,3,5
EGFLAM-AS2,1,1,1,3,0,0
LIFR,3516,3673,3923,8157,5804,5557
LIFR-AS1,141,133,165,251,162,180
MIR3650,0,0,0,0,0,0
LOC101929768,2,1,0,0,0,0
LOC101926904,1,0,0,0,1,0
OSMR,711,702,667,330,177,242
RICTOR,3812,3813,3910,10319,7846,7339
FYB,4,6,3,0,0,0
C9,6,1,4,3,2,1
TRABD2B,143,146,121,384,182,353
DAB2,402,390,437,742,471,510
LOC101926921,0,0,0,0,0,0
LOC101926940,1,2,2,0,0,0
PTGER4,747,760,768,84,52,44
TTC33,1166,1371,1337,3531,2332,2539
PRKAA1,3613,3985,4161,5460,4139,3830
LOC100506548,4951,5554,5597,11599,7950,8579
RPL37,74084,83443,88998,111667,91845,85998
SNORD72,0,0,0,0,0,0
CARD6,234,211,241,169,124,138
C7,19,35,35,14,9,12
MROH2B,0,0,1,0,0,0
C6,1,1,1,0,0,0
PLCXD3,30,18,27,5,2,11
OXCT1,6423,6745,7331,9268,6681,7211
C5orf51,4489,4096,4391,5891,4842,4127
SKINTL,3,4,7,3,4,5
FBXO4,120,146,145,106,86,71
LOC101926960,45,41,43,27,15,25
GHR,85,66,64,214,134,169
LOC101926985,0,0,0,0,1,4
CCDC152,2854,3233,3443,4085,2860,3357
RER1,6708,7045,7538,8037,5790,6193
SLC5A9,18,18,12,7,6,7
SEPP1,968,1114,1179,12417,8440,8101
LOC648987,1207,1311,1299,395,300,316
LOC101927030,12,12,9,1,2,6
ANXA2R,10,6,10,2,3,4
LOC153684,16,25,23,3,3,4
LOC100132356,205,149,195,147,91,98
LOC101929699,6,4,10,14,7,12
LOC100506639,438,497,461,519,324,366
ZNF131,6723,7427,7517,6558,4999,5245
NIM1,4,5,3,5,7,6
HMGCS1,69224,72936,80338,16431,9179,13675
CCL28,9,10,11,15,4,20
C5orf28,872,995,965,1150,798,920
C5orf34,2657,2932,3087,1430,1260,1146
SPATA6,1307,1254,1301,2377,1554,1826
PAIP1,10894,11907,12734,15240,12609,11108
NNT-AS1,699,753,827,817,555,606
NNT,2906,3027,3232,5756,3513,4322
RPL29P12,6,3,7,4,0,1
FGF10,10,13,9,9,3,6
LOC101927075,0,0,0,0,0,0
LOC100506674,114,138,161,300,218,182
MRPS30,5601,5862,6510,7449,6163,5689
HCN1,291,308,291,747,448,502
EMB,8586,9158,9660,8673,7018,6684
LOC202319,2,2,2,1,1,0
PARP8,7635,8134,8494,5456,3893,4287
LOC100287592,0,0,0,0,0,0
RPS10P12,0,1,0,0,0,0
LOC642366,42,46,35,5,7,5
ISL1,45,42,48,12,5,9
LOC644462,39,32,29,39,48,30
PELO,4954,5201,5438,3538,2790,2617
ITGA1,880,888,988,747,515,509
ITGA2,2021,2128,2304,2275,1516,1589
MOCS2,1188,1322,1411,2520,2076,1832
LOC257396,292,306,352,510,356,352
FST,824,909,943,6366,5195,5258
NDUFS4,4333,4645,5334,7341,6496,5420
ASS1P9,0,0,0,1,2,0
ARL15,672,688,689,1025,505,1080
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,1,1,0,0,1,0
SNX18,4800,4903,5018,4806,3610,3726
AGBL4,43,28,41,88,69,65
ESM1,5,1,3,0,0,0
GZMK,0,0,2,1,1,0
GZMA,0,0,0,0,0,1
CDC20B,13,11,18,7,4,3
GPX8,8820,9407,10367,10351,8031,7460
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,20,24,18,3,4,3
CCNO,28,23,21,5,4,11
BEND5,362,357,412,1319,845,912
DHX29,7520,7995,8807,10769,8219,8008
LOC101928366,4,1,2,3,3,3
SKIV2L2,19384,20942,22900,29817,21788,21767
PPAP2A,1306,1439,1463,3457,2552,2511
MIR5687,0,0,0,0,0,0
RNF138P1,878,934,842,398,321,336
SLC38A9,2941,3192,3567,4125,3166,2828
DDX4,9,12,12,2,2,2
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,27,16,26,13,19,20
IL6ST,2402,2458,2696,5426,4310,4052
FLJ31104,686,728,654,305,189,241
ANKRD55,0,1,0,0,0,1
LOC101928419,1,0,0,0,0,0
RPL17P22,7,7,6,5,11,2
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,1,0,0,1,1
LOC101928448,0,0,0,0,0,0
MAP3K1,8634,8767,9302,8567,6271,6025
SETD9,577,663,652,600,474,437
MIER3,6588,7258,7489,10849,9058,8101
PEX10,2901,3136,3203,3340,2310,2609
GPBP1,16336,17486,19097,29853,23793,21535
ACTBL2,2,1,0,0,0,0
LOC100996645,0,0,1,0,0,0
LOC101928505,4,1,2,0,0,2
LOC101928539,3,7,5,1,2,3
LOC101928569,0,0,0,0,0,0
PLK2,6987,6902,7399,1132,860,817
ELAVL4,302,392,340,310,212,223
GAPT,1,0,1,0,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,4487,4481,4102,3330,2011,2804
RAB3C,1651,1655,1807,3221,2472,2366
PDE4D,2401,2550,2680,112,100,92
NDUFB4P2,2,2,3,1,3,1
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,2,0,1
RPS2P11,12,6,7,10,7,3
PART1,110,82,82,59,45,73
DEPDC1B,5856,6200,6608,8840,5645,6688
KRT8P31,11,15,8,9,2,6
ELOVL7,875,963,940,1458,1048,1095
ERCC8,1780,1869,1992,2983,2564,2221
NDUFAF2,2149,2359,2626,1713,1280,1404
SMIM15,6855,7660,8201,6773,4756,5127
LOC101928630,2,1,2,0,0,5
ZSWIM6,2077,1933,1972,3171,1368,2743
LOC100421561,84,128,91,63,42,46
RPL3P6,27,29,20,4,7,15
C5orf64,59,73,64,39,25,24
LOC101928651,8,6,8,0,0,1
LOC100506526,0,1,0,0,1,0
KIF2A,9295,9802,10316,15145,10597,11902
DIMT1,2503,2796,2910,4122,3169,3064
IPO11,9906,10504,11406,10856,5779,8928
CKS1BP3,17,24,30,5,15,14
IPO11-LRRC70,667,937,923,729,335,580
LRRC70,81,94,92,62,47,66
ISCA1P1,1,6,4,4,8,0
HTR1A,123,129,159,722,449,603
RNF180,464,459,555,641,472,425
DMRTA2,12,13,9,2,3,0
RGS7BP,425,444,497,128,103,81
FAM159B,440,494,513,439,356,303
SREK1IP1,4997,5654,6097,9101,6736,7188
CWC27,6208,7152,7515,8595,4323,7124
LOC101928713,0,0,0,0,0,0
ADAMTS6,260,248,288,1377,1014,1030
RPS2P23,6,7,3,4,4,6
FAF1,6290,6515,6720,9088,6540,6605
CENPK,2055,2268,2456,3528,2941,2652
PPWD1,3860,4197,4509,6989,5029,5464
TRIM23,2378,2636,2798,4134,3199,3095
TRAPPC13,2759,3008,3352,2986,2731,2341
SGTB,3111,3365,3575,3287,2280,2563
NLN,19568,20381,21990,25379,17828,19140
ERBB2IP,10537,11157,11869,13930,10524,10280
LOC100303749,21,16,15,11,8,9
SREK1,9973,10909,10971,12388,7280,10163
LOC101928741,11,9,8,0,0,0
LOC101928769,1,0,0,0,0,0
MAST4,1400,1257,1279,1085,511,768
LOC101928794,59,57,63,20,20,22
CD180,5,3,8,0,0,0
LOC101928819,1,0,1,0,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,70,72,64,45,43,45
EEF1B2P2,2,1,0,0,1,0
PIK3R1,3759,3997,4271,3613,1587,3032
LOC101928885,7,4,10,0,3,2
LOC100130639,0,0,1,0,0,0
SLC30A5,4944,5381,5855,7528,5696,5410
CCNB1,19009,20283,22278,27305,21444,20262
CENPH,9663,10498,11865,10614,9343,7864
MRPS36_variant1,1743,1861,2196,2581,2177,1872
CDKN2C,13,18,10,3,3,3
CDK7_variant2,4073,4563,5056,4680,3679,3123
CCDC125_variant1,219,140,164,176,98,133
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,6,4,11,19,12,14
TAF9_variant1,4997,5643,5652,6715,5128,4771
RAD17_variant1,2413,2549,2619,3218,2252,2309
