Gene,3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq_REPLICANT.3,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3
TKTL2,0,1,1,4,3,3
TMA16,3425,4754,4644,5084,5654,6027
MARCH1,740,819,574,1049,1164,1084
GPBP1L1,9553,13717,11281,13166,13841,14438
ANP32C,0,2,0,0,2,0
LOC100505989,17,53,33,109,100,82
LOC100506013,12031,15537,12485,4529,5172,5406
RPL26P16,5,3,2,0,1,0
LOC101059914,3,0,0,1,2,1
RPS15AP10,20,43,38,85,89,70
NACA3P,0,2,2,2,1,0
TRIM61,847,1238,1211,1333,1427,1556
FAM218A,236,282,223,434,483,505
RPL21P51,21,14,16,11,11,18
TRIM60,2,1,2,5,8,1
RPL7AP16,53,59,55,86,100,89
TMEM192,1060,1555,1827,1924,1932,2162
KLHL2,1165,1783,1803,1903,2145,2085
GK3P,13,12,10,73,55,59
MSMO1,14331,18945,14521,14294,15575,17185
CPE,2059,2814,2337,1823,1981,2106
MIR578,0,0,0,0,0,0
HADHAP1,9,8,9,68,80,44
LOC402191,0,0,0,0,0,0
TMEM69,3072,4288,2672,2241,2417,2594
LOC101928151,17,57,55,94,117,103
LOC101928131,7,18,10,25,32,28
TLL1,64,87,70,129,110,129
SPOCK3,18,9,12,48,62,39
ANXA10,0,5,2,1,7,4
DDX60,518,704,612,1293,1441,1543
DDX60L,66,90,93,133,164,154
LOC100506504,114,161,123,224,218,169
IPP,278,378,562,572,560,627
PALLD,5277,7896,12782,6394,6425,6384
RPL9P16,0,5,1,2,5,4
LOC101928172,56,73,81,107,129,90
CBR4,1713,2694,2963,4341,4723,4948
SH3RF1,1521,2477,2618,3514,3442,3440
RPL6P12,2,5,0,5,8,6
NEK1,1002,1498,3021,2905,2990,3034
CLCN3,4740,7430,8579,11907,12449,13289
RPL6P1,0,0,0,0,1,0
C4orf27,1125,1926,2291,2387,2723,2942
LOC100506085,129,173,150,463,410,371
MFAP3L,811,1080,874,645,688,687
LOC101928198,0,0,1,0,1,0
AADAT,540,832,916,1000,971,1145
LOC101928223,16,25,30,86,93,103
LOC100506107,0,0,0,0,0,0
MAST2,1895,3282,4434,3313,3262,3081
LOC100506122,2,5,2,3,4,5
LOC101929135,0,0,0,0,0,0
LOC101928288,36,47,54,73,65,85
LOC441052,4,5,4,12,22,30
GALNTL6,6,9,14,20,23,23
LOC101928314,0,0,0,0,0,0
GALNT7,8954,12709,17702,12612,13698,14606
MIR548T,0,0,0,0,0,0
HMGB2,22260,32179,27063,42017,47482,48796
TMA16P2,7,12,12,16,19,20
SAP30,911,1335,1122,1152,1151,1250
LOC101928383,0,1,2,2,6,5
SCRG1,2,5,4,1,3,1
RPL5P11,0,1,0,2,3,1
LOC101928409,1,2,2,0,1,2
LOC101928439,0,0,0,0,2,0
HAND2,2,0,0,15,11,7
HAND2-AS1,0,0,1,2,2,2
PIK3R3,1116,1808,2194,3454,3568,3704
LOC101928478,0,2,1,1,0,1
LOC101928509,3,4,6,26,11,16
FBXO8,628,836,637,1007,1123,1160
CEP44,1579,2176,2296,3294,3659,4008
MIR4276,0,0,0,0,0,0
HPGD,62,95,85,57,60,60
GLRA3,5,8,4,28,16,23
LOC101928551,0,5,3,7,13,8
ADAM29,4,4,1,2,0,1
LOC101929626,2,1,1,9,7,6
TSEN2P1,0,0,0,0,0,0
GPM6A,219,253,214,362,409,447
LOC101928590,0,0,0,1,0,1
WDR17,577,686,722,825,884,849
SPATA4,5,4,2,2,0,4
ASB5,0,2,1,6,1,3
TSPAN1,1,5,5,12,11,9
SPCS3,10516,13541,15407,17697,19384,20281
VEGFC,65,112,96,87,86,97
NEIL3,886,1289,1209,1029,1165,1204
AGA,1160,1552,1094,1423,1407,1575
LOC285500,1,3,0,1,1,5
LOC285501,1,2,0,2,2,2
LOC101928656,1,0,0,1,2,0
RPL19P8,1,0,0,1,0,2
POMGNT1,3325,5329,3574,3422,3647,3987
LINC00290,0,0,1,0,0,0
LOC101928679,1,1,2,4,10,6
LOC101928703,22,48,30,38,39,24
MGC45800,816,1173,885,1070,966,1034
TENM3,4678,8191,10881,8576,8378,8148
MIR1305,0,0,0,0,0,0
DCTD,3371,5325,4644,5404,5669,6278
LURAP1,225,328,259,123,105,115
FAM92A1P2,5,6,6,38,39,41
WWC2-AS2,180,248,157,644,653,647
WWC2,12837,18691,20251,23036,24050,24536
LOC101928734,4,1,1,2,10,5
CLDN22,0,0,0,0,0,0
CLDN24,4,10,6,43,28,27
CDKN2AIP,1405,2123,2512,3954,4334,4467
RAD54L,1322,2064,2265,2310,2244,2232
VTI1BP2,9,8,2,5,13,14
LOC389247,9,26,16,41,44,39
ING2,766,1089,1363,1129,1252,1213
RWDD4,3150,4051,3318,3195,3630,3905
TRAPPC11,4624,6746,5808,5979,6295,6881
LOC101928783,129,222,197,569,486,509
LOC101929169,32,39,31,25,23,22
STOX2,740,1093,989,4276,4372,4475
ENPP6,8,32,41,130,133,179
C1orf86,1005,1686,1845,3460,3392,3348
LRRC41,5071,7334,4084,3784,3700,4149
LOC391722,5,2,3,0,1,2
LOC728175,3,5,5,19,12,14
IRF2,1053,1513,1104,562,531,551
CASP3,15744,21468,18655,16870,17939,20443
CCDC111,324,424,454,515,599,638
MLF1IP,16771,21840,17887,13934,15292,16359
ACSL1,500,722,893,1717,1708,2065
SLED1,0,0,1,6,2,0
UQCRH,19996,28742,19758,21959,23994,26793
LOC731424,159,274,168,667,588,623
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,3,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,1,0,0
HELT,2,1,3,1,2,6
LOC101928877,0,0,0,1,1,1
LOC101928905,0,0,0,0,0,0
SLC25A4,4612,7238,5898,4239,4624,4763
KIAA1430,7220,9542,9077,8935,10139,10609
NSUN4,839,1356,1278,1542,1623,1586
SNX25,2285,3129,2351,1942,2129,2241
LRP2BP,100,147,120,282,309,303
ANKRD37,40,75,53,98,85,103
UFSP2,2687,3847,3192,3149,3338,3854
C4orf47,78,73,96,292,365,396
CCDC110,168,187,271,294,354,337
PDLIM3,1411,1858,1408,603,664,705
SORBS2,1265,1856,1834,2570,2469,2609
LOC101928929,0,0,0,0,0,0
TLR3,171,196,177,206,226,247
FAAH,493,788,527,729,752,738
FAM149A,759,1037,767,604,668,756
FLJ38576,25,59,47,111,116,131
CYP4V2,630,898,694,1983,2088,1888
KLKB1,925,1310,986,1264,1400,1453
F11,16,23,25,60,54,40
LOC285441,1,3,3,5,6,5
SLC25A5P6,0,0,0,0,0,0
MTNR1A,17,22,32,74,66,70
FAT1,35930,51016,42049,51393,55036,54153
LOC729041,11,5,12,17,16,17
LOC339975,6,4,5,5,6,8
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,24394,33685,25465,25145,27226,29237
TRIML2,970,1306,942,5928,6468,6461
TRIML1,1,0,0,1,0,1
LOC101929651,1,5,2,10,7,3
RPL7AP27,1,0,0,0,0,0
LOC401164,113,160,106,143,134,145
HSP90AA4P,2,2,15,11,13,6
LOC101928971,2,0,0,0,1,1
FRG1_variant1,1296,1794,1350,1586,1857,1941
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,0,0,1,2,0,0
DMBX1,0,7,6,12,11,14
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,15,13,21,10,7,10
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,0,4,3,6,8,4
LOC100996703,1,0,0,2,1,2
LOC101926992,0,0,0,0,0,0
MAFIP,1,4,3,7,7,4
PLEKHG4B,2819,4012,3090,4733,4396,4195
KNCN,1,0,0,2,1,3
LRRC14B,3,0,4,2,7,2
CCDC127,968,1536,1512,1661,1799,1849
SDHA,3283,5991,5741,6184,6477,6794
PDCD6,5376,8021,5656,6202,6893,7130
LOC100421419,23,12,7,34,35,27
AHRR,135,178,123,71,82,59
LOC100310782,0,0,0,0,1,0
C5orf55,207,281,208,390,402,417
EXOC3,2158,3509,3157,3900,3936,4111
PP7080,453,676,531,629,635,707
MKNK1,390,681,757,798,905,904
SLC9A3,37,47,54,40,29,42
LOC100288152,313,448,332,311,306,355
MIR4456,0,0,0,0,0,0
LOC100996325,3,7,5,4,10,3
CEP72,1218,1871,1721,1889,1974,1944
TPPP,240,340,264,548,549,468
ZDHHC11B,25,35,34,113,124,102
LOC101928768,78,142,68,171,162,164
ZDHHC11,351,458,360,1322,1417,1172
SKI,1327,2328,5225,6264,5521,5348
LOC101929673,2,1,3,0,3,0
BRD9,2485,4008,4245,5506,5744,5544
TRIP13,3896,6071,5466,5351,5606,5895
LOC100506688,41,62,37,106,104,116
NKD2,151,364,253,371,367,377
SLC12A7,976,1684,3549,3580,3288,3486
MIR4635,0,0,0,0,0,0
LOC101928793,170,196,260,243,242,240
LOC101928857,1,0,3,12,10,7
SLC6A19,0,2,2,6,6,3
SLC6A18,1,1,1,1,2,2
MOB3C,660,1083,905,595,638,580
TERT,716,1102,722,1422,1466,1414
MIR4457,0,0,0,0,0,0
CLPTM1L,6767,11073,8951,9429,9932,10588
LOC101928884,18,11,33,122,110,74
LOC100506791,0,1,3,51,60,73
SLC6A3,13,31,22,44,48,50
LPCAT1,9362,17392,23515,24893,26200,27729
SDHAP3,294,491,346,404,422,400
LOC728613,323,496,382,581,682,641
LOC100132773,0,2,3,14,18,14
ATPAF1,4601,6449,5572,5221,5521,5993
MIR4277,0,0,0,0,0,0
LOC101929003,1,1,1,4,2,2
MRPL36,1405,2382,2063,1356,1435,1473
NDUFS6,2725,5100,6601,8406,8545,9456
LOC101929034,0,0,0,0,0,1
IRX4,164,268,220,320,277,272
LOC101929056,1,2,2,0,2,2
LOC101929081,1,2,1,2,1,2
LOC101929108,5,16,13,12,23,22
LOC100506858,0,0,0,0,0,0
TEX38,0,2,4,5,6,4
IRX2,4570,6686,4995,3103,2852,2762
C5orf38,66,108,70,106,128,94
LINC01019,1,1,0,1,0,0
IRX1,116,146,93,22,15,21
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,1,1,0
LOC101929176,83,142,153,230,230,232
ADAMTS16,1334,2031,1699,1405,1338,1483
EFCAB14-AS1,1,2,5,5,7,4
LOC101929200,62,105,53,151,141,157
KIAA0947,10438,15242,15751,14033,14929,15142
LOC101929214,0,0,0,0,0,0
FLJ33360,5,4,4,13,19,23
MED10,194,404,1030,802,861,851
UBE2QL1,57,81,67,128,126,148
LINC01018,86,89,79,87,83,93
NSUN2,8352,14574,15370,16851,17990,18572
SRD5A1,2527,3606,2966,3448,3648,3788
EFCAB14,5818,7772,5534,7192,7395,7684
LOC100505625,1,2,1,10,19,8
PAPD7,894,1637,1979,2220,2218,2206
MIR4278,0,0,0,0,0,0
LOC101929232,14,20,15,25,26,32
LOC442132,0,2,4,11,16,22
LOC101929261,0,0,0,4,5,4
ADCY2,2296,3500,3117,11229,11653,11720
C5orf49,32,64,54,66,74,66
LOC101929349,0,0,0,1,1,2
MTRR,3950,5648,4577,4035,4156,4321
FASTKD3,947,1453,1269,1903,1996,2245
LOC729506,0,0,0,1,0,0
MIR4458HG,0,0,1,4,1,3
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,0,0,0,1,0,0
SEMA5A,522,858,863,1832,1775,1885
CYP4B1,1,1,2,3,5,4
MIR4636,0,0,0,0,0,0
LOC101929338,1,4,2,8,7,6
SNHG18,313,411,311,330,363,412
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,0,1,0,1,0,1
LOC285692,0,0,1,2,3,3
FAM173B,1156,1675,1347,1109,1234,1320
CCT5,65088,91721,63437,66905,73510,77976
CMBL,457,671,1062,1875,1993,2048
CYP4Z2P,0,0,0,0,0,0
MARCH6,8702,12250,12577,13658,14404,15262
ROPN1L-AS1,1,4,1,3,4,6
ROPN1L,29,45,20,13,10,19
LOC101929379,0,0,1,0,0,2
RPL30P7,0,0,0,0,0,1
LOC101929412,2,2,3,0,2,2
LOC389273,0,0,0,0,0,0
ANKRD33B,5469,8387,12931,4027,3795,4097
DAP,572,1057,2763,3136,3105,3000
LOC100533627,0,0,0,1,0,1
CTNND2,563,940,1198,1256,1234,1332
CT49,1,0,0,0,1,1
RPL29P13,2,1,1,0,1,1
DNAH5,618,899,903,466,489,464
TRIO,20329,28454,23608,14197,14496,14376
FAM105A,797,1153,1120,1031,1137,1197
MORN1,314,537,358,955,996,973
CYP4A11,14,10,16,52,61,39
FAM105B,3798,5319,4681,4046,4451,4544
ANKH,291,464,473,625,601,591
LOC100130744,94,181,120,140,150,151
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,244,335,288,344,361,358
FBXL7,1101,1580,1354,859,785,732
LOC101929472,0,4,2,3,5,1
MIR887,0,0,0,0,0,0
MARCH11,1,8,9,18,30,15
LOC101929505,2,3,0,3,5,3
ZNF622,3255,5060,3660,4312,4572,4979
FAM134B,294,446,399,161,192,189
LOC101929524,159,261,211,752,809,695
MYO10,10307,17992,22826,26054,25980,26798
LOC285696,66,73,64,171,169,140
BASP1,6151,8733,7170,6216,6410,6324
CYP4Z1,2,5,2,11,7,12
LOC646012,0,0,0,0,1,0
FTH1P10,0,1,0,4,1,0
LOC401177,0,0,0,0,0,1
LOC101929544,0,0,0,0,1,1
gene10435,0,0,0,0,0,2
LOC100533626,0,0,0,1,0,1
LOC646241,0,0,0,1,1,0
CYP4A22,4,1,0,18,21,19
CDH18,30,29,25,14,19,15
GUSBP1,835,1147,795,1585,1636,1526
LOC100506217,65,119,78,317,361,317
CDH12,17,35,29,34,43,47
HSPD1P1,10,11,13,12,19,26
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0
PRDM9,0,0,1,2,1,6
LOC503540,0,1,1,0,1,1
CDH10,9,14,13,24,27,18
LOC340107,0,0,0,1,2,1
LINC00853,1,5,1,17,8,17
MSNP1,1,1,0,3,1,1
CDH9,27,53,34,18,14,28
LINC01021,148,237,236,506,560,541
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,6,4,4,7,5,12
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,0,0,0,1,3,0
LOC101929681,0,0,0,0,0,0
RPL19P11,8,3,0,1,3,0
CDH6,188,261,232,180,182,163
DROSHA,3594,5932,7322,7665,7640,7693
C5orf22,3325,5010,5029,5311,5761,5823
TAL1,18,29,13,130,128,126
PDZD2,571,815,829,1000,939,891
RPL9P17,4,6,3,4,6,6
RPL21P56,8,10,5,6,6,10
RPL5P14,0,0,0,5,2,3
MIR4279,0,0,0,0,0,0
GOLPH3,6704,10286,10553,10327,10766,10782
RPL27P10,0,3,4,3,5,9
MTMR12,5862,10212,12081,8376,8709,8885
ZFR,16691,23338,20335,14961,15770,16430
LOC100129534,137,203,128,317,311,274
STIL,5639,7672,5306,6096,5820,6266
MIR579,0,0,0,0,0,0
SUB1,20132,24310,21838,19248,21810,23786
NPR3,15,19,25,153,152,177
LOC340113,0,0,0,1,0,0
RPS8P8,8,7,5,14,7,8
TARS,38601,56405,47090,47654,52252,57384
ADAMTS12,1669,2837,2987,2858,2825,2933
CMPK1,2840,3835,3988,3218,3506,3873
RXFP3,3,6,16,13,14,14
SLC45A2,2,2,3,2,2,2
PSMC6P3,0,1,2,0,0,0
C1QTNF3-AMACR,4,51,33,16,35,11
AMACR,1097,1576,1357,1589,1614,1788
C1QTNF3,30,35,30,28,16,32
LOC646652,313,428,409,2088,2324,1859
RAI14,12751,18357,18197,13786,14875,15536
FOXE3,6,10,10,16,19,13
LOC101929704,27,43,25,69,79,85
TTC23L,27,32,19,66,70,81
RAD1,3523,5328,5081,4909,5452,5599
BRIX1,4766,7210,7376,7623,8357,9108
DNAJC21,5026,7275,7658,9405,10677,10403
AGXT2,0,0,0,1,0,0
PRLR,327,515,389,519,532,605
SPEF2,109,145,117,146,163,159
IL7R,22,37,28,6,10,8
FOXD2-AS1,5,6,9,10,15,11
CAPSL,4,4,5,6,6,4
LOC100506406,0,0,0,0,0,0
UGT3A1,267,381,258,368,354,415
UGT3A2,1747,2996,2458,2248,2183,2509
LMBRD2,886,1095,1010,1222,1410,1442
MIR580,0,0,0,0,0,0
SKP2,8710,12555,10707,9892,10433,11215
NADK2,2484,3543,3498,4411,4673,4983
RANBP3L,7,6,5,32,29,32
FOXD2,8,5,4,11,11,5
SLC1A3,732,1035,868,1472,1569,1638
LOC646719,971,1204,1023,1676,1729,1853
NIPBL,2618,2943,11673,12019,12358,12192
KRT18P31,36,43,48,171,202,155
C5orf42,2634,3339,2797,1828,1913,1899
RPS4XP6,0,1,3,4,5,2
OFD1P17,10,14,8,36,45,29
NUP155,17684,23375,16878,18643,18884,20870
RPL21P24,0,0,0,0,0,0
WDR70,3604,5167,3837,3707,3872,4122
GDNF,12,19,37,24,24,17
GDNF-AS1,11,16,16,14,13,15
LOC101929745,0,0,1,2,1,0
EGFLAM,18,29,24,31,20,35
EGFLAM-AS4,3,8,2,7,8,13
EGFLAM-AS2,1,0,0,1,1,1
LIFR,3129,3998,3885,3516,3673,3923
LIFR-AS1,42,62,82,141,133,165
MIR3650,0,0,0,0,0,0
LOC101929768,0,0,0,2,1,0
LOC101926904,0,0,0,1,0,0
OSMR,585,807,1272,711,702,667
RICTOR,4259,5757,5463,3812,3813,3910
FYB,1,2,1,4,6,3
C9,5,4,5,6,1,4
TRABD2B,148,213,286,143,146,121
DAB2,389,675,605,402,390,437
LOC101926921,0,0,0,0,0,0
LOC101926940,1,0,3,1,2,2
PTGER4,434,585,370,747,760,768
TTC33,1157,1448,1535,1166,1371,1337
PRKAA1,2719,3659,2961,3613,3985,4161
LOC100506548,2135,2993,3092,4951,5554,5597
RPL37,59578,91834,57381,74084,83443,88998
SNORD72,0,0,0,0,0,0
CARD6,113,139,118,234,211,241
C7,23,24,24,19,35,35
MROH2B,0,0,0,0,0,1
C6,0,0,0,1,1,1
PLCXD3,6,10,14,30,18,27
OXCT1,5314,8425,8398,6423,6745,7331
C5orf51,4225,5086,3722,4489,4096,4391
SKINTL,0,1,1,3,4,7
FBXO4,76,76,80,120,146,145
LOC101926960,9,15,17,45,41,43
GHR,105,123,134,85,66,64
LOC101926985,1,1,1,0,0,0
CCDC152,1047,1637,2312,2854,3233,3443
RER1,5262,7890,6347,6708,7045,7538
SLC5A9,4,9,4,18,18,12
SEPP1,1163,1559,1318,968,1114,1179
LOC648987,275,407,273,1207,1311,1299
LOC101927030,2,1,2,12,12,9
ANXA2R,2,1,0,10,6,10
LOC153684,1,6,1,16,25,23
LOC100132356,65,73,48,205,149,195
LOC101929699,6,10,10,6,4,10
LOC100506639,144,193,137,438,497,461
ZNF131,3637,5050,4726,6723,7427,7517
NIM1,1,2,1,4,5,3
HMGCS1,23709,37993,58604,69224,72936,80338
CCL28,0,7,4,9,10,11
C5orf28,597,733,859,872,995,965
C5orf34,1313,1683,1399,2657,2932,3087
SPATA6,855,1175,1091,1307,1254,1301
PAIP1,9353,12188,9985,10894,11907,12734
NNT-AS1,296,482,510,699,753,827
NNT,1667,2671,2700,2906,3027,3232
RPL29P12,0,1,0,6,3,7
FGF10,8,6,4,10,13,9
LOC101927075,0,0,0,0,0,0
LOC100506674,98,120,95,114,138,161
MRPS30,6266,8462,6505,5601,5862,6510
HCN1,262,410,473,291,308,291
EMB,6388,8072,7632,8586,9158,9660
LOC202319,0,0,0,2,2,2
PARP8,2387,3304,3280,7635,8134,8494
LOC100287592,1,0,0,0,0,0
RPS10P12,0,0,0,0,1,0
LOC642366,2,3,4,42,46,35
ISL1,11,11,3,45,42,48
LOC644462,19,22,25,39,32,29
PELO,3850,5543,3747,4954,5201,5438
ITGA1,885,1280,1152,880,888,988
ITGA2,1697,2245,2122,2021,2128,2304
MOCS2,1635,2174,1691,1188,1322,1411
LOC257396,209,335,299,292,306,352
FST,631,915,846,824,909,943
NDUFS4,3498,4567,3399,4333,4645,5334
ASS1P9,0,0,0,0,0,0
ARL15,270,379,798,672,688,689
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,1,1,0
SNX18,2915,3891,3434,4800,4903,5018
AGBL4,66,70,51,43,28,41
ESM1,1,1,2,5,1,3
GZMK,0,0,0,0,0,2
GZMA,0,0,0,0,0,0
CDC20B,3,7,6,13,11,18
GPX8,9610,13312,10737,8820,9407,10367
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,3,4,4,20,24,18
CCNO,8,15,9,28,23,21
BEND5,303,438,357,362,357,412
DHX29,7368,10020,9559,7520,7995,8807
LOC101928366,2,0,3,4,1,2
SKIV2L2,15313,21324,20438,19384,20942,22900
PPAP2A,2527,3682,2773,1306,1439,1463
MIR5687,0,0,0,0,0,0
RNF138P1,273,348,333,878,934,842
SLC38A9,3723,5219,4023,2941,3192,3567
DDX4,3,5,2,9,12,12
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,12,27,23,27,16,26
IL6ST,3198,4071,3590,2402,2458,2696
FLJ31104,130,220,155,686,728,654
ANKRD55,2,2,2,0,1,0
LOC101928419,1,0,0,1,0,0
RPL17P22,3,12,2,7,7,6
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,2,1,0,1,0
LOC101928448,0,0,0,0,0,0
MAP3K1,5183,7018,5896,8634,8767,9302
SETD9,550,713,550,577,663,652
MIER3,5808,7137,5918,6588,7258,7489
PEX10,1877,3090,2150,2901,3136,3203
GPBP1,11864,16328,13742,16336,17486,19097
ACTBL2,0,0,0,2,1,0
LOC100996645,0,0,0,0,0,1
LOC101928505,1,4,1,4,1,2
LOC101928539,1,2,5,3,7,5
LOC101928569,0,0,0,0,0,0
PLK2,10684,15209,11591,6987,6902,7399
ELAVL4,69,104,92,302,392,340
GAPT,2,0,0,1,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,1242,1695,1548,4487,4481,4102
RAB3C,1081,1570,1382,1651,1655,1807
PDE4D,694,848,641,2401,2550,2680
NDUFB4P2,0,1,2,2,2,3
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,1,2,1,12,6,7
PART1,37,38,32,110,82,82
DEPDC1B,3747,6257,7907,5856,6200,6608
KRT8P31,3,5,5,11,15,8
ELOVL7,1597,2222,2088,875,963,940
ERCC8,1610,2032,1679,1780,1869,1992
NDUFAF2,1334,1898,1928,2149,2359,2626
SMIM15,3793,5618,6021,6855,7660,8201
LOC101928630,0,2,0,2,1,2
ZSWIM6,531,837,1511,2077,1933,1972
LOC100421561,26,39,22,84,128,91
RPL3P6,3,1,3,27,29,20
C5orf64,16,29,22,59,73,64
LOC101928651,0,0,0,8,6,8
LOC100506526,0,0,0,0,1,0
KIF2A,9781,13367,13097,9295,9802,10316
DIMT1,2990,4229,3931,2503,2796,2910
IPO11,4135,6680,11767,9906,10504,11406
CKS1BP3,0,20,18,17,24,30
IPO11-LRRC70,151,410,906,667,937,923
LRRC70,26,27,36,81,94,92
ISCA1P1,1,3,0,1,6,4
HTR1A,76,170,134,123,129,159
RNF180,208,275,212,464,459,555
DMRTA2,1,1,1,12,13,9
RGS7BP,386,488,459,425,444,497
FAM159B,106,158,120,440,494,513
SREK1IP1,3176,3867,4069,4997,5654,6097
CWC27,2135,3772,6411,6208,7152,7515
LOC101928713,0,0,0,0,0,0
ADAMTS6,111,172,151,260,248,288
RPS2P23,2,0,2,6,7,3
FAF1,5718,8910,7084,6290,6515,6720
CENPK,2600,3482,3286,2055,2268,2456
PPWD1,3399,5227,5267,3860,4197,4509
TRIM23,1958,2641,2552,2378,2636,2798
TRAPPC13,2244,2778,2460,2759,3008,3352
SGTB,2102,3184,3493,3111,3365,3575
NLN,14207,21031,21341,19568,20381,21990
ERBB2IP,5389,7318,7146,10537,11157,11869
LOC100303749,5,6,4,21,16,15
SREK1,3649,5342,7573,9973,10909,10971
LOC101928741,1,3,3,11,9,8
LOC101928769,0,0,0,1,0,0
MAST4,590,837,888,1400,1257,1279
LOC101928794,44,32,27,59,57,63
CD180,0,0,1,5,3,8
LOC101928819,0,0,0,1,0,1
RPL21P55,0,0,0,0,0,0
LOC101928858,5,8,16,70,72,64
EEF1B2P2,1,0,0,2,1,0
PIK3R1,728,1157,2061,3759,3997,4271
LOC101928885,4,4,1,7,4,10
LOC100130639,0,0,0,0,0,1
SLC30A5,4534,6376,5583,4944,5381,5855
CCNB1,18747,27927,21233,19009,20283,22278
CENPH,6134,7797,6762,9663,10498,11865
MRPS36_variant1,1643,2291,1766,1743,1861,2196
CDKN2C,1,2,3,13,18,10
CDK7_variant2,2960,4119,3495,4073,4563,5056
CCDC125_variant1,54,49,75,219,140,164
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,14,20,16,6,4,11
TAF9_variant1,4994,7122,5936,4997,5643,5652
RAD17_variant1,1319,1890,2400,2413,2549,2619
MARVELD2_variant2,0,0,0,0,0,0
RPS27P14_variant2,0,0,0,0,1,0
LOC101928924_variant2,0,0,0,0,0,0
