Gene,0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq_REPLICANT.3,3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq_REPLICANT.3
MAFIP,2,5,2,1,4,3
PLEKHG4B,5214,5295,4329,2819,4012,3090
KNCN,1,2,1,1,0,0
LRRC14B,3,4,2,3,0,4
CCDC127,3161,2996,1880,968,1536,1512
SDHA,11349,11046,7798,3283,5991,5741
PDCD6,11448,10335,6131,5376,8021,5656
LOC100421419,18,29,27,23,12,7
AHRR,161,137,115,135,178,123
LOC100310782,1,0,1,0,0,0
C5orf55,338,369,240,207,281,208
EXOC3,6190,6048,4116,2158,3509,3157
PP7080,1034,1031,730,453,676,531
MKNK1,1280,1176,886,390,681,757
SLC9A3,67,100,56,37,47,54
LOC100288152,535,719,551,313,448,332
MIR4456,0,0,0,0,0,0
LOC100996325,5,5,9,3,7,5
CEP72,3109,3071,2296,1218,1871,1721
TPPP,428,446,391,240,340,264
ZDHHC11B,83,95,59,25,35,34
LOC101928768,205,196,140,78,142,68
ZDHHC11,701,789,640,351,458,360
SKI,6289,6286,8888,1327,2328,5225
LOC101929673,0,3,0,2,1,3
BRD9,6828,7125,4877,2485,4008,4245
TRIP13,8729,8157,5167,3896,6071,5466
LOC100506688,33,60,45,41,62,37
NKD2,504,516,362,151,364,253
SLC12A7,7120,7587,7231,976,1684,3549
MIR4635,0,0,0,0,0,0
LOC101928793,649,784,690,170,196,260
LOC101928857,6,4,3,1,0,3
SLC6A19,6,11,8,0,2,2
SLC6A18,0,5,3,1,1,1
MOB3C,957,950,622,660,1083,905
TERT,2242,2442,1729,716,1102,722
MIR4457,0,0,0,0,0,0
CLPTM1L,19275,18158,11008,6767,11073,8951
LOC101928884,35,52,92,18,11,33
LOC100506791,1,0,1,0,1,3
SLC6A3,108,102,84,13,31,22
LPCAT1,47433,47498,32236,9362,17392,23515
SDHAP3,496,634,417,294,491,346
LOC728613,638,685,478,323,496,382
LOC100132773,12,3,7,0,2,3
ATPAF1,7413,6935,4676,4601,6449,5572
MIR4277,0,0,0,0,0,0
LOC101929003,6,9,1,1,1,1
MRPL36,3931,3639,2316,1405,2382,2063
NDUFS6,14871,13670,9866,2725,5100,6601
LOC101929034,0,0,0,0,0,0
IRX4,102,77,51,164,268,220
LOC101929056,0,2,0,1,2,2
LOC101929081,0,0,1,1,2,1
LOC101929108,18,13,6,5,16,13
LOC100506858,0,0,0,0,0,0
TEX38,3,10,6,0,2,4
IRX2,2548,2548,1764,4570,6686,4995
C5orf38,49,52,32,66,108,70
LINC01019,0,0,0,1,1,0
IRX1,191,198,138,116,146,93
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,0,0,0
LOC101929176,180,222,172,83,142,153
ADAMTS16,2196,2363,1539,1334,2031,1699
EFCAB14-AS1,2,3,1,1,2,5
LOC101929200,100,107,54,62,105,53
KIAA0947,28757,26544,18762,10438,15242,15751
LOC101929214,0,0,0,0,0,0
FLJ33360,4,7,9,5,4,4
MED10,777,799,753,194,404,1030
UBE2QL1,76,48,39,57,81,67
LINC01018,219,163,120,86,89,79
NSUN2,26524,25555,17618,8352,14574,15370
SRD5A1,4534,3989,2279,2527,3606,2966
EFCAB14,7448,7037,6281,5818,7772,5534
LOC100505625,3,3,2,1,2,1
PAPD7,3921,3885,3085,894,1637,1979
MIR4278,0,0,0,0,0,0
LOC101929232,40,45,27,14,20,15
LOC442132,0,9,4,0,2,4
LOC101929261,3,4,2,0,0,0
ADCY2,8460,8620,6459,2296,3500,3117
C5orf49,104,69,61,32,64,54
LOC101929349,0,0,0,0,0,0
MTRR,6756,6499,4162,3950,5648,4577
FASTKD3,2149,2087,1101,947,1453,1269
LOC729506,0,0,0,0,0,0
MIR4458HG,1,4,1,0,0,1
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,0,0,0,0,0,0
SEMA5A,2256,2061,1801,522,858,863
CYP4B1,3,2,5,1,1,2
MIR4636,0,0,0,0,0,0
LOC101929338,7,8,9,1,4,2
SNHG18,656,693,377,313,411,311
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,0,1,0
LOC285692,0,0,0,0,0,1
FAM173B,2300,2146,1194,1156,1675,1347
CCT5,133958,120451,73158,65088,91721,63437
CMBL,2064,2177,1867,457,671,1062
CYP4Z2P,0,0,0,0,0,0
MARCH6,17194,16788,12542,8702,12250,12577
ROPN1L-AS1,1,3,2,1,4,1
ROPN1L,30,24,12,29,45,20
LOC101929379,0,0,0,0,0,1
RPL30P7,0,0,1,0,0,0
LOC101929412,0,1,0,2,2,3
LOC389273,0,0,0,0,0,0
ANKRD33B,9533,9229,7397,5469,8387,12931
DAP,2978,3091,3392,572,1057,2763
LOC100533627,0,0,0,0,0,0
CTNND2,2877,2638,2379,563,940,1198
CT49,0,0,0,1,0,0
RPL29P13,2,1,0,2,1,1
DNAH5,212,230,141,618,899,903
TRIO,22218,20188,13685,20329,28454,23608
FAM105A,2052,1940,1078,797,1153,1120
MORN1,484,519,344,314,537,358
CYP4A11,18,21,28,14,10,16
FAM105B,7279,6841,4304,3798,5319,4681
ANKH,803,736,607,291,464,473
LOC100130744,123,157,107,94,181,120
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,390,415,238,244,335,288
FBXL7,1181,1341,2384,1101,1580,1354
LOC101929472,3,3,4,0,4,2
MIR887,0,0,0,0,0,0
MARCH11,9,9,9,1,8,9
LOC101929505,6,5,7,2,3,0
ZNF622,6527,6076,3724,3255,5060,3660
FAM134B,431,436,276,294,446,399
LOC101929524,268,328,334,159,261,211
MYO10,45223,43670,32196,10307,17992,22826
LOC285696,91,106,71,66,73,64
BASP1,16226,14900,9808,6151,8733,7170
CYP4Z1,2,1,4,2,5,2
LOC646012,0,0,0,0,0,0
FTH1P10,1,0,1,0,1,0
LOC401177,0,1,0,0,0,0
LOC101929544,0,2,3,0,0,0
gene10435,0,0,0,0,0,0
LOC100533626,2,0,0,0,0,0
LOC646241,0,0,0,0,0,0
CYP4A22,2,0,0,4,1,0
CDH18,36,47,28,30,29,25
GUSBP1,1315,1273,1072,835,1147,795
LOC100506217,162,174,121,65,119,78
CDH12,58,47,22,17,35,29
HSPD1P1,20,25,11,10,11,13
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0
PRDM9,1,3,1,0,0,1
LOC503540,0,2,1,0,1,1
CDH10,20,31,19,9,14,13
LOC340107,0,0,0,0,0,0
LINC00853,4,2,1,1,5,1
MSNP1,2,3,2,1,1,0
CDH9,381,398,268,27,53,34
LINC01021,489,593,478,148,237,236
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,3,5,2,6,4,4
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,0,1,2,0,0,0
LOC101929681,0,0,0,0,0,0
RPL19P11,4,3,0,8,3,0
CDH6,577,590,445,188,261,232
DROSHA,9062,8982,9884,3594,5932,7322
C5orf22,6942,6256,4205,3325,5010,5029
TAL1,25,7,12,18,29,13
PDZD2,1292,1172,1257,571,815,829
RPL9P17,5,6,3,4,6,3
RPL21P56,7,11,6,8,10,5
RPL5P14,2,2,0,0,0,0
MIR4279,0,0,0,0,0,0
GOLPH3,17924,16448,10322,6704,10286,10553
RPL27P10,4,4,3,0,3,4
MTMR12,14627,14229,10163,5862,10212,12081
ZFR,33457,30439,21349,16691,23338,20335
LOC100129534,134,147,128,137,203,128
STIL,8060,7507,5935,5639,7672,5306
MIR579,0,0,0,0,0,0
SUB1,36096,31633,17660,20132,24310,21838
NPR3,11,12,5,15,19,25
LOC340113,0,1,0,0,0,0
RPS8P8,13,4,2,8,7,5
TARS,121915,111428,68094,38601,56405,47090
ADAMTS12,4951,4321,3590,1669,2837,2987
CMPK1,6425,5588,3374,2840,3835,3988
RXFP3,13,10,11,3,6,16
SLC45A2,3,2,7,2,2,3
PSMC6P3,0,0,1,0,1,2
C1QTNF3-AMACR,23,40,0,4,51,33
AMACR,2468,2406,1413,1097,1576,1357
C1QTNF3,70,62,35,30,35,30
LOC646652,918,906,716,313,428,409
RAI14,27092,26063,18963,12751,18357,18197
FOXE3,12,9,10,6,10,10
LOC101929704,51,52,28,27,43,25
TTC23L,28,42,28,27,32,19
RAD1,8676,8172,5042,3523,5328,5081
BRIX1,13463,12769,7668,4766,7210,7376
DNAJC21,11665,11374,7251,5026,7275,7658
AGXT2,0,0,0,0,0,0
PRLR,844,667,574,327,515,389
SPEF2,88,124,37,109,145,117
IL7R,0,1,0,22,37,28
FOXD2-AS1,2,1,3,5,6,9
CAPSL,6,1,1,4,4,5
LOC100506406,0,0,0,0,0,0
UGT3A1,512,472,294,267,381,258
UGT3A2,4624,4286,3191,1747,2996,2458
LMBRD2,1439,1288,820,886,1095,1010
MIR580,0,0,0,0,0,0
SKP2,24073,22055,13302,8710,12555,10707
NADK2,4305,3974,2175,2484,3543,3498
RANBP3L,5,6,6,7,6,5
FOXD2,0,1,5,8,5,4
SLC1A3,3421,3249,2217,732,1035,868
LOC646719,1906,1718,1040,971,1204,1023
NIPBL,14286,14777,17092,2618,2943,11673
KRT18P31,47,58,55,36,43,48
C5orf42,2906,2694,1808,2634,3339,2797
RPS4XP6,3,4,2,0,1,3
OFD1P17,15,13,9,10,14,8
NUP155,29295,26155,17958,17684,23375,16878
RPL21P24,0,0,0,0,0,0
WDR70,7304,6651,4136,3604,5167,3837
GDNF,22,28,17,12,19,37
GDNF-AS1,12,20,24,11,16,16
LOC101929745,0,0,0,0,0,1
EGFLAM,29,28,26,18,29,24
EGFLAM-AS4,4,2,4,3,8,2
EGFLAM-AS2,0,0,0,1,0,0
LIFR,6191,5674,3425,3129,3998,3885
LIFR-AS1,91,89,53,42,62,82
MIR3650,0,0,0,0,0,0
LOC101929768,0,1,0,0,0,0
LOC101926904,0,0,0,0,0,0
OSMR,621,596,492,585,807,1272
RICTOR,5655,5422,5104,4259,5757,5463
FYB,1,2,0,1,2,1
C9,18,17,7,5,4,5
TRABD2B,359,372,367,148,213,286
DAB2,649,682,518,389,675,605
LOC101926921,0,0,0,0,0,0
LOC101926940,0,0,0,1,0,3
PTGER4,119,134,72,434,585,370
TTC33,2104,1777,1019,1157,1448,1535
PRKAA1,5132,4536,2792,2719,3659,2961
LOC100506548,4969,5268,3477,2135,2993,3092
RPL37,121070,113451,73712,59578,91834,57381
SNORD72,1,0,0,0,0,0
CARD6,138,140,129,113,139,118
C7,22,34,21,23,24,24
MROH2B,0,0,0,0,0,0
C6,0,0,0,0,0,0
PLCXD3,31,22,11,6,10,14
OXCT1,10931,9816,6305,5314,8425,8398
C5orf51,7392,6111,4102,4225,5086,3722
SKINTL,7,5,2,0,1,1
FBXO4,89,78,60,76,76,80
LOC101926960,24,37,18,9,15,17
GHR,68,81,76,105,123,134
LOC101926985,1,1,0,1,1,1
CCDC152,2974,2786,1702,1047,1637,2312
RER1,12009,11321,6806,5262,7890,6347
SLC5A9,7,8,12,4,9,4
SEPP1,3518,3229,1889,1163,1559,1318
LOC648987,528,523,392,275,407,273
LOC101927030,4,1,2,2,1,2
ANXA2R,2,3,2,2,1,0
LOC153684,3,0,2,1,6,1
LOC100132356,91,81,57,65,73,48
LOC101929699,17,17,4,6,10,10
LOC100506639,195,208,165,144,193,137
ZNF131,8474,7988,5108,3637,5050,4726
NIM1,2,1,2,1,2,1
HMGCS1,151589,138412,92662,23709,37993,58604
CCL28,7,7,5,0,7,4
C5orf28,775,691,428,597,733,859
C5orf34,1750,1685,983,1313,1683,1399
SPATA6,1522,1458,1032,855,1175,1091
PAIP1,18932,16856,9125,9353,12188,9985
NNT-AS1,493,431,291,296,482,510
NNT,4508,4262,2614,1667,2671,2700
RPL29P12,3,2,2,0,1,0
FGF10,55,61,41,8,6,4
LOC101927075,0,1,1,0,0,0
LOC100506674,93,84,39,98,120,95
MRPS30,11220,10030,6489,6266,8462,6505
HCN1,464,408,323,262,410,473
EMB,11716,10082,6138,6388,8072,7632
LOC202319,2,1,2,0,0,0
PARP8,4458,4255,3122,2387,3304,3280
LOC100287592,0,0,0,1,0,0
RPS10P12,1,0,0,0,0,0
LOC642366,7,5,9,2,3,4
ISL1,13,32,15,11,11,3
LOC644462,33,34,14,19,22,25
PELO,5957,5534,3434,3850,5543,3747
ITGA1,1534,1485,1007,885,1280,1152
ITGA2,2283,2135,1431,1697,2245,2122
MOCS2,2326,2152,1485,1635,2174,1691
LOC257396,440,360,250,209,335,299
FST,2265,2269,1432,631,915,846
NDUFS4,6561,5798,3368,3498,4567,3399
ASS1P9,2,0,0,0,0,0
ARL15,1058,1083,1004,270,379,798
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,0,0
SNX18,5267,4641,3043,2915,3891,3434
AGBL4,73,77,51,66,70,51
ESM1,0,0,1,1,1,2
GZMK,1,1,0,0,0,0
GZMA,0,1,0,0,0,0
CDC20B,3,8,2,3,7,6
GPX8,13204,12199,7659,9610,13312,10737
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,1,4,2,3,4,4
CCNO,5,3,1,8,15,9
BEND5,670,661,381,303,438,357
DHX29,16925,15782,9541,7368,10020,9559
LOC101928366,0,3,0,2,0,3
SKIV2L2,37920,35238,21155,15313,21324,20438
PPAP2A,4660,4257,2524,2527,3682,2773
MIR5687,0,0,0,0,0,0
RNF138P1,397,528,330,273,348,333
SLC38A9,7351,6725,3964,3723,5219,4023
DDX4,6,3,1,3,5,2
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,34,42,14,12,27,23
IL6ST,2596,2411,1596,3198,4071,3590
FLJ31104,193,285,234,130,220,155
ANKRD55,0,0,1,2,2,2
LOC101928419,0,0,0,1,0,0
RPL17P22,3,5,4,3,12,2
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,1,3,0,0,2,1
LOC101928448,0,0,0,0,0,0
MAP3K1,7632,6895,4375,5183,7018,5896
SETD9,733,734,420,550,713,550
MIER3,9838,8698,5573,5808,7137,5918
PEX10,4463,4524,2799,1877,3090,2150
GPBP1,25126,22963,13571,11864,16328,13742
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,0,0,0,1,4,1
LOC101928539,2,0,0,1,2,5
LOC101928569,0,0,0,0,0,0
PLK2,1759,1749,1037,10684,15209,11591
ELAVL4,187,162,91,69,104,92
GAPT,3,2,4,2,0,0
MIR548AE2,0,0,0,0,0,0
LOC101928600,1967,2091,1815,1242,1695,1548
RAB3C,2758,2514,1948,1081,1570,1382
PDE4D,443,438,272,694,848,641
NDUFB4P2,0,2,0,0,1,2
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,11,7,10,1,2,1
PART1,46,68,36,37,38,32
DEPDC1B,13155,12316,7341,3747,6257,7907
KRT8P31,7,4,5,3,5,5
ELOVL7,1379,1274,689,1597,2222,2088
ERCC8,3050,2734,1551,1610,2032,1679
NDUFAF2,3598,3378,2086,1334,1898,1928
SMIM15,9703,8745,5419,3793,5618,6021
LOC101928630,2,1,0,0,2,0
ZSWIM6,1659,1576,1401,531,837,1511
LOC100421561,51,54,36,26,39,22
RPL3P6,9,4,6,3,1,3
C5orf64,32,35,14,16,29,22
LOC101928651,2,2,0,0,0,0
LOC100506526,0,0,0,0,0,0
KIF2A,17820,16531,14164,9781,13367,13097
DIMT1,6956,6402,3682,2990,4229,3931
IPO11,16423,15563,10078,4135,6680,11767
CKS1BP3,19,20,9,0,20,18
IPO11-LRRC70,1174,1387,716,151,410,906
LRRC70,34,32,30,26,27,36
ISCA1P1,4,2,2,1,3,0
HTR1A,590,611,483,76,170,134
RNF180,332,344,195,208,275,212
DMRTA2,1,2,1,1,1,1
RGS7BP,883,855,628,386,488,459
FAM159B,494,458,324,106,158,120
SREK1IP1,7874,7153,4229,3176,3867,4069
CWC27,10713,10295,7743,2135,3772,6411
LOC101928713,0,0,0,0,0,0
ADAMTS6,371,387,255,111,172,151
RPS2P23,1,1,1,2,0,2
FAF1,10246,9342,5994,5718,8910,7084
CENPK,5066,4458,2461,2600,3482,3286
PPWD1,8547,8172,5400,3399,5227,5267
TRIM23,3908,3642,1914,1958,2641,2552
TRAPPC13,4132,3750,2048,2244,2778,2460
SGTB,4363,4116,2680,2102,3184,3493
NLN,40608,38191,27321,14207,21031,21341
ERBB2IP,11876,11065,7150,5389,7318,7146
LOC100303749,5,4,5,5,6,4
SREK1,12808,12571,8253,3649,5342,7573
LOC101928741,0,2,1,1,3,3
LOC101928769,0,0,0,0,0,0
MAST4,748,701,596,590,837,888
LOC101928794,37,34,26,44,32,27
CD180,0,4,0,0,0,1
LOC101928819,0,0,1,0,0,0
RPL21P55,0,1,0,0,0,0
LOC101928858,14,17,17,5,8,16
EEF1B2P2,2,0,0,1,0,0
PIK3R1,2602,2549,2100,728,1157,2061
LOC101928885,8,8,2,4,4,1
LOC100130639,0,0,0,0,0,0
SLC30A5,8380,7620,4114,4534,6376,5583
CCNB1,41983,38683,21796,18747,27927,21233
CENPH,10049,9203,4819,6134,7797,6762
MRPS36_variant1,3103,2757,1447,1643,2291,1766
CDKN2C,3,2,3,1,2,3
CDK7_variant2,6756,5957,3578,2960,4119,3495
CCDC125_variant1,139,125,99,54,49,75
CFL1P5_variant1,3,0,0,0,0,0
CHCHD2P2_variant2,20,14,11,14,20,16
TAF9_variant1,8208,7286,4596,4994,7122,5936
RAD17_variant1,3118,2787,1859,1319,1890,2400
MARVELD2_variant2,0,0,0,0,0,0
RPS27P14_variant2,0,1,0,0,0,0
LOC101928924_variant2,0,0,0,0,0,0
