Gene,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3,48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq_REPLICANT.3
UFSP2,3149,3338,3854,4636,6352,3841
C4orf47,292,365,396,332,489,344
CCDC110,294,354,337,216,373,248
PDLIM3,603,664,705,1115,1816,1073
SORBS2,2570,2469,2609,1859,3002,2385
LOC101928929,0,0,0,0,0,0
TLR3,206,226,247,154,200,100
FAAH,729,752,738,865,1105,717
FAM149A,604,668,756,803,1126,762
FLJ38576,111,116,131,86,129,76
CYP4V2,1983,2088,1888,1574,2492,1688
KLKB1,1264,1400,1453,1940,2650,1483
F11,60,54,40,47,63,41
LOC285441,5,6,5,4,1,1
SLC25A5P6,0,0,0,2,1,0
MTNR1A,74,66,70,50,63,72
FAT1,51393,55036,54153,67837,102623,69942
LOC729041,17,16,17,9,26,14
LOC339975,5,6,8,7,7,4
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,25145,27226,29237,55483,79150,45845
TRIML2,5928,6468,6461,7531,10488,7156
TRIML1,1,0,1,0,2,0
LOC101929651,10,7,3,0,5,0
RPL7AP27,0,0,0,1,1,0
LOC401164,143,134,145,188,250,170
HSP90AA4P,11,13,6,13,17,13
LOC101928971,0,1,1,0,0,0
FRG1_variant1,1586,1857,1941,3031,4339,3177
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,2,0,0,1,0,0
DMBX1,12,11,14,5,7,5
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,10,7,10,7,11,9
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,6,8,4,4,2,2
LOC100996703,2,1,2,1,1,1
LOC101926992,0,0,0,0,0,0
MAFIP,7,7,4,0,4,3
PLEKHG4B,4733,4396,4195,4024,6275,4626
KNCN,2,1,3,0,2,0
LRRC14B,2,7,2,1,4,1
CCDC127,1661,1799,1849,3148,4319,2530
SDHA,6184,6477,6794,8824,11148,7857
PDCD6,6202,6893,7130,9457,13125,7090
LOC100421419,34,35,27,25,50,39
AHRR,71,82,59,27,51,35
LOC100310782,0,1,0,0,0,0
C5orf55,390,402,417,265,370,228
EXOC3,3900,3936,4111,5425,6960,4465
PP7080,629,635,707,915,1275,730
MKNK1,798,905,904,691,889,638
SLC9A3,40,29,42,31,50,39
LOC100288152,311,306,355,145,267,160
MIR4456,0,0,0,0,0,0
LOC100996325,4,10,3,12,8,8
CEP72,1889,1974,1944,2314,3377,2287
TPPP,548,549,468,511,839,626
ZDHHC11B,113,124,102,66,75,78
LOC101928768,171,162,164,83,97,57
ZDHHC11,1322,1417,1172,902,1439,1297
SKI,6264,5521,5348,7400,13906,11208
LOC101929673,0,3,0,1,7,0
BRD9,5506,5744,5544,8682,11381,8689
TRIP13,5351,5606,5895,9760,13682,7547
LOC100506688,106,104,116,64,110,80
NKD2,371,367,377,318,431,274
SLC12A7,3580,3288,3486,3765,4179,3780
MIR4635,0,0,0,0,0,0
LOC101928793,243,242,240,383,525,367
LOC101928857,12,10,7,3,10,3
SLC6A19,6,6,3,4,6,5
SLC6A18,1,2,2,0,1,1
MOB3C,595,638,580,311,416,306
TERT,1422,1466,1414,700,1121,631
MIR4457,0,0,0,0,0,0
CLPTM1L,9429,9932,10588,14198,18399,9666
LOC101928884,122,110,74,67,179,316
LOC100506791,51,60,73,12,14,6
SLC6A3,44,48,50,38,65,32
LPCAT1,24893,26200,27729,34679,45438,29082
SDHAP3,404,422,400,540,718,481
LOC728613,581,682,641,662,1024,739
LOC100132773,14,18,14,6,18,16
ATPAF1,5221,5521,5993,8291,12046,7339
MIR4277,0,0,0,0,0,0
LOC101929003,4,2,2,3,4,1
MRPL36,1356,1435,1473,1969,2723,1724
NDUFS6,8406,8545,9456,12109,15728,12691
LOC101929034,0,0,1,0,0,0
IRX4,320,277,272,256,328,159
LOC101929056,0,2,2,4,3,1
LOC101929081,2,1,2,0,1,2
LOC101929108,12,23,22,17,36,12
LOC100506858,0,0,0,0,0,0
TEX38,5,6,4,0,3,6
IRX2,3103,2852,2762,1505,2487,1588
C5orf38,106,128,94,72,67,30
LINC01019,1,0,0,1,3,0
IRX1,22,15,21,13,13,4
LOC101929153,0,0,0,0,0,0
LINC01020,1,1,0,1,0,0
LOC101929176,230,230,232,121,131,88
ADAMTS16,1405,1338,1483,1594,2216,1454
EFCAB14-AS1,5,7,4,3,9,4
LOC101929200,151,141,157,151,200,182
KIAA0947,14033,14929,15142,26846,40508,27695
LOC101929214,0,0,0,0,0,0
FLJ33360,13,19,23,3,10,14
MED10,802,861,851,1316,1717,1326
UBE2QL1,128,126,148,118,177,113
LINC01018,87,83,93,71,82,45
NSUN2,16851,17990,18572,27462,39855,24141
SRD5A1,3448,3648,3788,5396,8092,3280
EFCAB14,7192,7395,7684,9971,18388,11461
LOC100505625,10,19,8,2,9,2
PAPD7,2220,2218,2206,3471,5030,3588
MIR4278,0,0,0,0,0,0
LOC101929232,25,26,32,27,38,28
LOC442132,11,16,22,12,19,19
LOC101929261,4,5,4,1,1,0
ADCY2,11229,11653,11720,10448,14803,9691
C5orf49,66,74,66,86,114,62
LOC101929349,1,1,2,0,1,0
MTRR,4035,4156,4321,5382,8680,5251
FASTKD3,1903,1996,2245,2310,3449,1830
LOC729506,1,0,0,0,0,0
MIR4458HG,4,1,3,2,1,1
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,1,0,0,2,1,0
SEMA5A,1832,1775,1885,1206,2105,1333
CYP4B1,3,5,4,9,13,7
MIR4636,0,0,0,0,0,0
LOC101929338,8,7,6,7,18,7
SNHG18,330,363,412,298,339,211
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,0,0,1
LOC285692,2,3,3,1,1,1
FAM173B,1109,1234,1320,1279,1732,893
CCT5,66905,73510,77976,109419,155404,92200
CMBL,1875,1993,2048,1663,2072,1626
CYP4Z2P,0,0,0,0,1,0
MARCH6,13658,14404,15262,21775,32310,19814
ROPN1L-AS1,3,4,6,4,5,1
ROPN1L,13,10,19,32,38,19
LOC101929379,0,0,2,0,2,2
RPL30P7,0,0,1,0,0,0
LOC101929412,0,2,2,1,1,1
LOC389273,0,0,0,0,0,0
ANKRD33B,4027,3795,4097,10796,15130,10833
DAP,3136,3105,3000,3953,4479,4335
LOC100533627,1,0,1,0,0,1
CTNND2,1256,1234,1332,993,1317,1110
CT49,0,1,1,0,0,0
RPL29P13,0,1,1,3,2,2
DNAH5,466,489,464,1337,2001,1284
TRIO,14197,14496,14376,39817,56363,35082
FAM105A,1031,1137,1197,1974,2674,1565
MORN1,955,996,973,878,1269,860
CYP4A11,52,61,39,25,49,48
FAM105B,4046,4451,4544,6715,10555,5634
ANKH,625,601,591,572,968,740
LOC100130744,140,150,151,181,264,169
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,344,361,358,458,724,452
FBXL7,859,785,732,745,2153,1573
LOC101929472,3,5,1,2,9,5
MIR887,0,0,0,0,0,0
MARCH11,18,30,15,22,30,23
LOC101929505,3,5,3,2,1,0
ZNF622,4312,4572,4979,6896,9413,5810
FAM134B,161,192,189,277,469,246
LOC101929524,752,809,695,484,758,678
MYO10,26054,25980,26798,38172,50106,39871
LOC285696,171,169,140,102,168,141
BASP1,6216,6410,6324,7767,10734,9289
CYP4Z1,11,7,12,3,7,2
LOC646012,0,1,0,0,0,0
FTH1P10,4,1,0,0,1,1
LOC401177,0,0,1,1,2,0
LOC101929544,0,1,1,1,0,0
gene10435,0,0,2,0,0,0
LOC100533626,1,0,1,2,0,1
LOC646241,1,1,0,0,2,2
CYP4A22,18,21,19,8,8,3
CDH18,14,19,15,32,46,22
GUSBP1,1585,1636,1526,1579,2429,1781
LOC100506217,317,361,317,231,367,260
CDH12,34,43,47,50,72,38
HSPD1P1,12,19,26,12,20,7
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,1,0,0
PRDM9,2,1,6,2,2,1
LOC503540,0,1,1,1,3,0
CDH10,24,27,18,36,45,20
LOC340107,1,2,1,0,0,0
LINC00853,17,8,17,13,17,7
MSNP1,3,1,1,4,2,1
CDH9,18,14,28,21,31,32
LINC01021,506,560,541,464,686,460
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,7,5,12,4,12,7
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,3,0,1,1,2
LOC101929681,0,0,0,0,0,0
RPL19P11,1,3,0,0,4,0
CDH6,180,182,163,371,553,328
DROSHA,7665,7640,7693,7949,15955,13792
C5orf22,5311,5761,5823,8429,13340,8423
TAL1,130,128,126,47,63,31
PDZD2,1000,939,891,824,1596,1244
RPL9P17,4,6,6,4,4,3
RPL21P56,6,6,10,11,7,5
RPL5P14,5,2,3,4,3,1
MIR4279,0,0,0,0,0,0
GOLPH3,10327,10766,10782,15613,23510,13182
RPL27P10,3,5,9,6,6,3
MTMR12,8376,8709,8885,17306,24418,15802
ZFR,14961,15770,16430,26843,40702,30332
LOC100129534,317,311,274,402,619,419
STIL,6096,5820,6266,10256,17895,11369
MIR579,0,0,0,0,0,0
SUB1,19248,21810,23786,33955,53257,30181
NPR3,153,152,177,158,305,153
LOC340113,1,0,0,1,0,1
RPS8P8,14,7,8,8,11,4
TARS,47654,52252,57384,75567,104679,70061
ADAMTS12,2858,2825,2933,3455,5029,3511
CMPK1,3218,3506,3873,5092,7375,4608
RXFP3,13,14,14,78,102,80
SLC45A2,2,2,2,4,5,6
PSMC6P3,0,0,0,0,0,0
C1QTNF3-AMACR,16,35,11,76,33,23
AMACR,1589,1614,1788,2781,3963,2195
C1QTNF3,28,16,32,17,39,20
LOC646652,2088,2324,1859,1252,2067,1414
RAI14,13786,14875,15536,17320,26529,18422
FOXE3,16,19,13,13,20,21
LOC101929704,69,79,85,42,73,29
TTC23L,66,70,81,50,75,42
RAD1,4909,5452,5599,9387,13927,7052
BRIX1,7623,8357,9108,14493,20076,13506
DNAJC21,9405,10677,10403,15301,21072,15369
AGXT2,1,0,0,3,4,1
PRLR,519,532,605,915,1475,953
SPEF2,146,163,159,203,317,197
IL7R,6,10,8,16,35,20
FOXD2-AS1,10,15,11,2,9,4
CAPSL,6,6,4,7,6,10
LOC100506406,0,0,0,0,1,0
UGT3A1,368,354,415,442,645,360
UGT3A2,2248,2183,2509,2945,4776,2857
LMBRD2,1222,1410,1442,1530,2483,1587
MIR580,0,0,0,0,0,0
SKP2,9892,10433,11215,14258,20340,11576
NADK2,4411,4673,4983,6869,10787,5358
RANBP3L,32,29,32,16,37,12
FOXD2,11,11,5,2,7,1
SLC1A3,1472,1569,1638,1076,1589,1039
LOC646719,1676,1729,1853,1486,2548,1533
NIPBL,12019,12358,12192,17254,19013,26851
KRT18P31,171,202,155,98,220,143
C5orf42,1828,1913,1899,2735,4841,3172
RPS4XP6,4,5,2,2,9,8
OFD1P17,36,45,29,21,38,32
NUP155,18643,18884,20870,27024,44067,23934
RPL21P24,0,0,0,0,0,0
WDR70,3707,3872,4122,4895,6809,4610
GDNF,24,24,17,9,18,13
GDNF-AS1,14,13,15,13,12,15
LOC101929745,2,1,0,2,3,3
EGFLAM,31,20,35,49,63,33
EGFLAM-AS4,7,8,13,3,6,7
EGFLAM-AS2,1,1,1,0,0,0
LIFR,3516,3673,3923,6624,9871,5225
LIFR-AS1,141,133,165,110,186,112
MIR3650,0,0,0,0,0,0
LOC101929768,2,1,0,1,1,0
LOC101926904,1,0,0,1,0,0
OSMR,711,702,667,1074,1531,1086
RICTOR,3812,3813,3910,7190,14954,9149
FYB,4,6,3,2,5,2
C9,6,1,4,3,5,3
TRABD2B,143,146,121,244,391,404
DAB2,402,390,437,701,1137,779
LOC101926921,0,0,0,0,0,0
LOC101926940,1,2,2,2,3,1
PTGER4,747,760,768,712,960,560
TTC33,1166,1371,1337,1823,2891,1570
PRKAA1,3613,3985,4161,4735,7838,4429
LOC100506548,4951,5554,5597,6405,9041,5660
RPL37,74084,83443,88998,111592,150654,99250
SNORD72,0,0,0,0,0,0
CARD6,234,211,241,322,538,368
C7,19,35,35,39,42,28
MROH2B,0,0,1,0,0,0
C6,1,1,1,0,0,2
PLCXD3,30,18,27,30,54,32
OXCT1,6423,6745,7331,10952,14970,9668
C5orf51,4489,4096,4391,4960,9510,5151
SKINTL,3,4,7,2,4,1
FBXO4,120,146,145,174,237,124
LOC101926960,45,41,43,34,49,33
GHR,85,66,64,180,264,165
LOC101926985,0,0,0,5,10,8
CCDC152,2854,3233,3443,4487,6908,4394
RER1,6708,7045,7538,10229,13986,7400
SLC5A9,18,18,12,7,10,12
SEPP1,968,1114,1179,1316,1854,941
LOC648987,1207,1311,1299,864,1116,985
LOC101927030,12,12,9,8,9,6
ANXA2R,10,6,10,7,6,3
LOC153684,16,25,23,12,23,10
LOC100132356,205,149,195,140,230,136
LOC101929699,6,4,10,10,10,6
LOC100506639,438,497,461,398,587,410
ZNF131,6723,7427,7517,11829,17107,11881
NIM1,4,5,3,5,4,2
HMGCS1,69224,72936,80338,85401,116134,74334
CCL28,9,10,11,7,16,7
C5orf28,872,995,965,1001,1582,795
C5orf34,2657,2932,3087,2602,4095,2330
SPATA6,1307,1254,1301,1499,2547,1607
PAIP1,10894,11907,12734,21652,31836,17519
NNT-AS1,699,753,827,834,1290,805
NNT,2906,3027,3232,4452,5910,3297
RPL29P12,6,3,7,6,7,4
FGF10,10,13,9,4,20,6
LOC101927075,0,0,0,0,0,0
LOC100506674,114,138,161,176,245,132
MRPS30,5601,5862,6510,11900,17966,11566
HCN1,291,308,291,393,710,459
EMB,8586,9158,9660,13758,22387,12775
LOC202319,2,2,2,7,3,0
PARP8,7635,8134,8494,7804,11342,8076
LOC100287592,0,0,0,1,1,1
RPS10P12,0,1,0,1,0,0
LOC642366,42,46,35,18,26,13
ISL1,45,42,48,30,49,31
LOC644462,39,32,29,42,60,25
PELO,4954,5201,5438,8109,11303,5879
ITGA1,880,888,988,1289,1807,1148
ITGA2,2021,2128,2304,4486,6726,4155
MOCS2,1188,1322,1411,2314,3632,2388
LOC257396,292,306,352,258,350,257
FST,824,909,943,1356,1969,1038
NDUFS4,4333,4645,5334,6491,9255,4879
ASS1P9,0,0,0,0,0,1
ARL15,672,688,689,582,790,767
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,1,1,0,0,0,0
SNX18,4800,4903,5018,5603,8285,4910
AGBL4,43,28,41,44,74,28
ESM1,5,1,3,2,2,1
GZMK,0,0,2,0,1,1
GZMA,0,0,0,0,0,0
CDC20B,13,11,18,14,30,18
GPX8,8820,9407,10367,12164,18149,10631
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,20,24,18,20,24,15
CCNO,28,23,21,7,18,5
BEND5,362,357,412,434,552,396
DHX29,7520,7995,8807,12737,18007,11111
LOC101928366,4,1,2,1,3,0
SKIV2L2,19384,20942,22900,30496,41560,26941
PPAP2A,1306,1439,1463,4253,5893,3303
MIR5687,0,0,0,0,0,0
RNF138P1,878,934,842,725,1280,794
SLC38A9,2941,3192,3567,6279,8986,5156
DDX4,9,12,12,19,33,16
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,27,16,26,40,45,22
IL6ST,2402,2458,2696,5827,9698,5241
FLJ31104,686,728,654,384,569,418
ANKRD55,0,1,0,1,3,3
LOC101928419,1,0,0,0,0,0
RPL17P22,7,7,6,14,12,1
PSMC1P4,0,0,0,1,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,1,0,0,3,0
LOC101928448,0,0,0,0,0,0
MAP3K1,8634,8767,9302,11845,18451,10351
SETD9,577,663,652,961,1364,653
MIER3,6588,7258,7489,11140,19173,10971
PEX10,2901,3136,3203,3716,4860,3002
GPBP1,16336,17486,19097,31001,46422,26437
ACTBL2,2,1,0,0,0,0
LOC100996645,0,0,1,0,0,0
LOC101928505,4,1,2,1,5,0
LOC101928539,3,7,5,2,6,0
LOC101928569,0,0,0,0,0,0
PLK2,6987,6902,7399,27927,38377,21878
ELAVL4,302,392,340,327,500,336
GAPT,1,0,1,2,4,4
MIR548AE2,0,0,0,0,0,0
LOC101928600,4487,4481,4102,3271,5354,3307
RAB3C,1651,1655,1807,1434,2259,1444
PDE4D,2401,2550,2680,1343,1982,1137
NDUFB4P2,2,2,3,1,1,1
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,1,0,0
RPS2P11,12,6,7,5,14,17
PART1,110,82,82,57,110,75
DEPDC1B,5856,6200,6608,11646,15503,8763
KRT8P31,11,15,8,5,6,9
ELOVL7,875,963,940,1899,2772,1450
ERCC8,1780,1869,1992,2401,3588,1816
NDUFAF2,2149,2359,2626,3562,4597,4180
SMIM15,6855,7660,8201,10966,16422,9402
LOC101928630,2,1,2,3,4,2
ZSWIM6,2077,1933,1972,2672,4015,3798
LOC100421561,84,128,91,72,123,83
RPL3P6,27,29,20,19,16,9
C5orf64,59,73,64,56,71,60
LOC101928651,8,6,8,0,2,2
LOC100506526,0,1,0,0,0,0
KIF2A,9295,9802,10316,16664,28365,19029
DIMT1,2503,2796,2910,4200,6160,3765
IPO11,9906,10504,11406,14923,19301,11934
CKS1BP3,17,24,30,17,24,13
IPO11-LRRC70,667,937,923,1507,1802,1315
LRRC70,81,94,92,185,273,150
ISCA1P1,1,6,4,7,8,10
HTR1A,123,129,159,89,123,109
RNF180,464,459,555,793,1245,846
DMRTA2,12,13,9,2,1,2
RGS7BP,425,444,497,556,877,535
FAM159B,440,494,513,408,561,490
SREK1IP1,4997,5654,6097,8299,12057,8259
CWC27,6208,7152,7515,8432,11341,10419
LOC101928713,0,0,0,0,0,0
ADAMTS6,260,248,288,244,339,226
RPS2P23,6,7,3,2,6,1
FAF1,6290,6515,6720,9750,13399,8552
CENPK,2055,2268,2456,4212,6041,3332
PPWD1,3860,4197,4509,7621,10469,7157
TRIM23,2378,2636,2798,5001,7159,3528
TRAPPC13,2759,3008,3352,4733,6954,3412
SGTB,3111,3365,3575,6637,9876,6373
NLN,19568,20381,21990,26910,40350,28300
ERBB2IP,10537,11157,11869,16624,24990,15455
LOC100303749,21,16,15,13,22,6
SREK1,9973,10909,10971,17269,23902,18434
LOC101928741,11,9,8,11,6,6
LOC101928769,1,0,0,0,0,0
MAST4,1400,1257,1279,2027,3032,2291
LOC101928794,59,57,63,39,69,43
CD180,5,3,8,1,4,3
LOC101928819,1,0,1,2,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,70,72,64,35,64,53
EEF1B2P2,2,1,0,0,0,0
PIK3R1,3759,3997,4271,4548,6755,5129
LOC101928885,7,4,10,10,14,10
LOC100130639,0,0,1,0,0,0
SLC30A5,4944,5381,5855,8120,11578,5570
CCNB1,19009,20283,22278,49556,64146,32235
CENPH,9663,10498,11865,14826,22640,11853
MRPS36_variant1,1743,1861,2196,3034,4069,1954
CDKN2C,13,18,10,8,4,7
CDK7_variant2,4073,4563,5056,7759,11520,5637
CCDC125_variant1,219,140,164,183,373,189
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,6,4,11,17,13,16
TAF9_variant1,4997,5643,5652,7385,11332,6889
