Gene,6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq_REPLICANT.3,48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq_REPLICANT.3
PDCD6,9178,9307,9589,9457,13125,7090
LOC100421419,18,26,25,25,50,39
AHRR,1262,1036,1193,27,51,35
LOC100310782,1,2,1,0,0,0
C5orf55,344,275,365,265,370,228
EXOC3,4903,4746,4926,5425,6960,4465
PP7080,1146,1129,1116,915,1275,730
MKNK1,1450,1282,1458,691,889,638
SLC9A3,227,168,186,31,50,39
LOC100288152,1401,1169,1576,145,267,160
MIR4456,0,0,0,0,0,0
LOC100996325,10,7,6,12,8,8
CEP72,2870,2657,2918,2314,3377,2287
TPPP,818,711,802,511,839,626
ZDHHC11B,129,117,115,66,75,78
LOC101928768,244,247,225,83,97,57
ZDHHC11,610,615,690,902,1439,1297
SKI,5269,4981,4889,7400,13906,11208
LOC101929673,2,3,0,1,7,0
BRD9,5242,5065,5470,8682,11381,8689
TRIP13,5240,5330,5590,9760,13682,7547
LOC100506688,60,57,47,64,110,80
NKD2,888,797,765,318,431,274
SLC12A7,9270,8661,9420,3765,4179,3780
MIR4635,0,0,0,0,0,0
LOC101928793,551,483,707,383,525,367
LOC101928857,8,0,9,3,10,3
SLC6A19,3,0,1,4,6,5
SLC6A18,3,2,2,0,1,1
MOB3C,633,701,774,311,416,306
TERT,1832,1607,1663,700,1121,631
MIR4457,0,0,0,0,0,0
CLPTM1L,9717,9762,9944,14198,18399,9666
LOC101928884,41,37,48,67,179,316
LOC100506791,6,10,14,12,14,6
SLC6A3,106,99,124,38,65,32
LPCAT1,46550,46547,47895,34679,45438,29082
SDHAP3,694,611,794,540,718,481
LOC728613,1017,950,1069,662,1024,739
LOC100132773,19,8,14,6,18,16
ATPAF1,7897,7767,7924,8291,12046,7339
MIR4277,0,0,0,0,0,0
LOC101929003,7,3,0,3,4,1
MRPL36,2180,2217,2366,1969,2723,1724
NDUFS6,10219,10216,10832,12109,15728,12691
LOC101929034,0,0,0,0,0,0
IRX4,267,275,250,256,328,159
LOC101929056,2,13,8,4,3,1
LOC101929081,0,2,1,0,1,2
LOC101929108,27,22,32,17,36,12
LOC100506858,0,0,0,0,0,0
TEX38,4,3,2,0,3,6
IRX2,8998,8453,7778,1505,2487,1588
C5orf38,206,164,151,72,67,30
LINC01019,0,0,0,1,3,0
IRX1,188,148,158,13,13,4
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,1,0,0
LOC101929176,146,178,202,121,131,88
ADAMTS16,1685,1809,1948,1594,2216,1454
EFCAB14-AS1,0,0,2,3,9,4
LOC101929200,77,51,73,151,200,182
KIAA0947,18123,18619,19838,26846,40508,27695
LOC101929214,0,0,0,0,0,0
FLJ33360,7,9,8,3,10,14
MED10,797,825,833,1316,1717,1326
UBE2QL1,243,238,221,118,177,113
LINC01018,153,151,148,71,82,45
NSUN2,12217,12504,13166,27462,39855,24141
SRD5A1,4381,4292,4554,5396,8092,3280
EFCAB14,6348,6107,6563,9971,18388,11461
LOC100505625,2,6,3,2,9,2
PAPD7,3703,3344,3625,3471,5030,3588
MIR4278,0,0,0,0,0,0
LOC101929232,20,26,26,27,38,28
LOC442132,9,3,4,12,19,19
LOC101929261,0,0,0,1,1,0
ADCY2,5948,5771,5918,10448,14803,9691
C5orf49,34,33,34,86,114,62
LOC101929349,2,1,2,0,1,0
MTRR,3350,3481,3887,5382,8680,5251
FASTKD3,1374,1286,1553,2310,3449,1830
LOC729506,0,0,0,0,0,0
MIR4458HG,2,0,0,2,1,1
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,2,0,1,2,1,0
SEMA5A,2467,2207,2627,1206,2105,1333
CYP4B1,12,5,10,9,13,7
MIR4636,0,0,0,0,0,0
LOC101929338,6,2,9,7,18,7
SNHG18,1275,1116,1258,298,339,211
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,0,0,0,1
LOC285692,0,4,1,1,1,1
FAM173B,1120,1083,1265,1279,1732,893
CCT5,88710,90164,94262,109419,155404,92200
CMBL,2141,2080,2268,1663,2072,1626
CYP4Z2P,2,0,1,0,1,0
MARCH6,17672,16916,20622,21775,32310,19814
ROPN1L-AS1,1,5,3,4,5,1
ROPN1L,12,12,11,32,38,19
LOC101929379,0,0,0,0,2,2
RPL30P7,0,0,0,0,0,0
LOC101929412,3,2,3,1,1,1
LOC389273,0,0,0,0,0,0
ANKRD33B,8198,8206,8650,10796,15130,10833
DAP,4004,3798,3951,3953,4479,4335
LOC100533627,0,0,0,0,0,1
CTNND2,2110,1903,2097,993,1317,1110
CT49,1,2,1,0,0,0
RPL29P13,0,0,2,3,2,2
DNAH5,787,798,991,1337,2001,1284
TRIO,17157,17681,20326,39817,56363,35082
FAM105A,1776,1797,1877,1974,2674,1565
MORN1,844,728,818,878,1269,860
CYP4A11,24,35,43,25,49,48
FAM105B,5502,5473,5811,6715,10555,5634
ANKH,857,852,957,572,968,740
LOC100130744,111,91,133,181,264,169
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,485,432,475,458,724,452
FBXL7,1966,1717,1718,745,2153,1573
LOC101929472,3,4,1,2,9,5
MIR887,0,0,0,0,0,0
MARCH11,20,25,23,22,30,23
LOC101929505,2,3,1,2,1,0
ZNF622,3458,3496,3587,6896,9413,5810
FAM134B,241,258,236,277,469,246
LOC101929524,317,305,387,484,758,678
MYO10,44230,43437,45940,38172,50106,39871
LOC285696,182,156,178,102,168,141
BASP1,23680,22162,20888,7767,10734,9289
CYP4Z1,2,2,6,3,7,2
LOC646012,0,1,0,0,0,0
FTH1P10,0,1,0,0,1,1
LOC401177,1,0,0,1,2,0
LOC101929544,0,1,0,1,0,0
gene10435,0,0,0,0,0,0
LOC100533626,3,0,0,2,0,1
LOC646241,0,0,0,0,2,2
CYP4A22,7,5,5,8,8,3
CDH18,31,20,15,32,46,22
GUSBP1,1079,996,1245,1579,2429,1781
LOC100506217,184,168,189,231,367,260
CDH12,59,50,67,50,72,38
HSPD1P1,18,15,20,12,20,7
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,1,0,0
PRDM9,2,1,0,2,2,1
LOC503540,1,0,0,1,3,0
CDH10,80,73,86,36,45,20
LOC340107,0,0,0,0,0,0
LINC00853,13,10,12,13,17,7
MSNP1,1,1,2,4,2,1
CDH9,137,161,165,21,31,32
LINC01021,892,810,1002,464,686,460
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,3,9,4,4,12,7
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,0,0,1,1,2
LOC101929681,0,0,0,0,0,0
RPL19P11,6,6,2,0,4,0
CDH6,107,102,139,371,553,328
DROSHA,7880,7460,8185,7949,15955,13792
C5orf22,5482,5332,5870,8429,13340,8423
TAL1,77,65,61,47,63,31
PDZD2,1206,1106,1276,824,1596,1244
RPL9P17,6,8,6,4,4,3
RPL21P56,9,13,16,11,7,5
RPL5P14,1,2,3,4,3,1
MIR4279,0,0,0,0,0,0
GOLPH3,14207,13924,13905,15613,23510,13182
RPL27P10,3,2,8,6,6,3
MTMR12,13329,13358,14272,17306,24418,15802
ZFR,26272,26110,27874,26843,40702,30332
LOC100129534,157,188,227,402,619,419
STIL,5940,5624,6149,10256,17895,11369
MIR579,0,0,0,0,0,0
SUB1,24672,24697,28033,33955,53257,30181
NPR3,18,13,23,158,305,153
LOC340113,0,0,0,1,0,1
RPS8P8,10,10,3,8,11,4
TARS,61843,63123,67285,75567,104679,70061
ADAMTS12,4833,4843,5279,3455,5029,3511
CMPK1,6510,6577,7081,5092,7375,4608
RXFP3,22,25,23,78,102,80
SLC45A2,6,4,0,4,5,6
PSMC6P3,0,0,0,0,0,0
C1QTNF3-AMACR,61,52,53,76,33,23
AMACR,2197,2179,2342,2781,3963,2195
C1QTNF3,85,77,115,17,39,20
LOC646652,800,708,936,1252,2067,1414
RAI14,16502,16593,17566,17320,26529,18422
FOXE3,6,7,7,13,20,21
LOC101929704,94,88,91,42,73,29
TTC23L,64,62,50,50,75,42
RAD1,5400,5491,6101,9387,13927,7052
BRIX1,7682,7839,8391,14493,20076,13506
DNAJC21,11301,11176,11889,15301,21072,15369
AGXT2,0,0,0,3,4,1
PRLR,409,401,489,915,1475,953
SPEF2,152,146,176,203,317,197
IL7R,0,3,1,16,35,20
FOXD2-AS1,13,9,7,2,9,4
CAPSL,4,9,9,7,6,10
LOC100506406,0,0,0,0,1,0
UGT3A1,926,870,852,442,645,360
UGT3A2,3011,2797,2966,2945,4776,2857
LMBRD2,1600,1472,1694,1530,2483,1587
MIR580,0,0,0,0,0,0
SKP2,10973,10693,12116,14258,20340,11576
NADK2,4923,4826,5355,6869,10787,5358
RANBP3L,9,12,19,16,37,12
FOXD2,12,5,9,2,7,1
SLC1A3,1690,1762,1881,1076,1589,1039
LOC646719,2221,1988,2618,1486,2548,1533
NIPBL,16097,14860,17271,17254,19013,26851
KRT18P31,71,74,99,98,220,143
C5orf42,3101,2981,3558,2735,4841,3172
RPS4XP6,3,1,4,2,9,8
OFD1P17,11,10,13,21,38,32
NUP155,21358,20717,22944,27024,44067,23934
RPL21P24,0,0,0,0,0,0
WDR70,6474,6422,6605,4895,6809,4610
GDNF,54,53,79,9,18,13
GDNF-AS1,70,62,76,13,12,15
LOC101929745,0,0,0,2,3,3
EGFLAM,61,46,61,49,63,33
EGFLAM-AS4,2,2,0,3,6,7
EGFLAM-AS2,0,0,0,0,0,0
LIFR,6169,6007,7138,6624,9871,5225
LIFR-AS1,222,171,224,110,186,112
MIR3650,0,0,0,0,0,0
LOC101929768,0,0,0,1,1,0
LOC101926904,0,0,0,1,0,0
OSMR,709,736,856,1074,1531,1086
RICTOR,6128,5519,6570,7190,14954,9149
FYB,0,0,0,2,5,2
C9,8,4,3,3,5,3
TRABD2B,652,609,665,244,391,404
DAB2,725,693,694,701,1137,779
LOC101926921,0,0,0,0,0,0
LOC101926940,0,0,0,2,3,1
PTGER4,122,113,136,712,960,560
TTC33,2691,2599,2960,1823,2891,1570
PRKAA1,3815,3734,4524,4735,7838,4429
LOC100506548,10866,10407,11558,6405,9041,5660
RPL37,102364,102543,106401,111592,150654,99250
SNORD72,0,1,0,0,0,0
CARD6,152,157,135,322,538,368
C7,111,112,106,39,42,28
MROH2B,0,0,0,0,0,0
C6,0,0,0,0,0,2
PLCXD3,14,13,18,30,54,32
OXCT1,11926,11641,12423,10952,14970,9668
C5orf51,4515,4098,4793,4960,9510,5151
SKINTL,4,0,3,2,4,1
FBXO4,93,118,114,174,237,124
LOC101926960,17,28,28,34,49,33
GHR,302,258,328,180,264,165
LOC101926985,2,5,6,5,10,8
CCDC152,3842,3757,4543,4487,6908,4394
RER1,7958,7995,8182,10229,13986,7400
SLC5A9,3,6,9,7,10,12
SEPP1,6979,6510,7065,1316,1854,941
LOC648987,413,447,511,864,1116,985
LOC101927030,2,2,5,8,9,6
ANXA2R,2,2,2,7,6,3
LOC153684,3,5,3,12,23,10
LOC100132356,140,132,159,140,230,136
LOC101929699,7,7,12,10,10,6
LOC100506639,386,389,371,398,587,410
ZNF131,5722,5831,6190,11829,17107,11881
NIM1,6,4,4,5,4,2
HMGCS1,23384,24393,26660,85401,116134,74334
CCL28,6,8,5,7,16,7
C5orf28,751,780,808,1001,1582,795
C5orf34,1855,1761,1924,2602,4095,2330
SPATA6,1537,1265,1649,1499,2547,1607
PAIP1,15877,15603,16249,21652,31836,17519
NNT-AS1,916,922,1088,834,1290,805
NNT,5491,5312,5952,4452,5910,3297
RPL29P12,3,1,3,6,7,4
FGF10,11,14,8,4,20,6
LOC101927075,0,0,0,0,0,0
LOC100506674,206,199,238,176,245,132
MRPS30,7528,7391,7890,11900,17966,11566
HCN1,1672,1613,1655,393,710,459
EMB,8822,8567,9691,13758,22387,12775
LOC202319,2,1,2,7,3,0
PARP8,3872,3726,4270,7804,11342,8076
LOC100287592,0,1,1,1,1,1
RPS10P12,0,2,1,1,0,0
LOC642366,9,6,10,18,26,13
ISL1,9,10,20,30,49,31
LOC644462,26,22,34,42,60,25
PELO,4175,4077,4554,8109,11303,5879
ITGA1,1164,1077,1186,1289,1807,1148
ITGA2,2390,2370,2781,4486,6726,4155
MOCS2,2059,1833,2090,2314,3632,2388
LOC257396,445,419,481,258,350,257
FST,1806,1602,1812,1356,1969,1038
NDUFS4,7489,7440,7705,6491,9255,4879
ASS1P9,1,0,1,0,0,1
ARL15,1246,1151,1318,582,790,767
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,0,0
SNX18,4307,4287,4433,5603,8285,4910
AGBL4,46,53,43,44,74,28
ESM1,0,0,0,2,2,1
GZMK,0,0,0,0,1,1
GZMA,0,1,0,0,0,0
CDC20B,6,7,4,14,30,18
GPX8,9996,10090,10815,12164,18149,10631
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,10,7,14,20,24,15
CCNO,12,25,12,7,18,5
BEND5,797,742,764,434,552,396
DHX29,12934,12808,14118,12737,18007,11111
LOC101928366,1,3,1,1,3,0
SKIV2L2,30188,29011,30744,30496,41560,26941
PPAP2A,5342,5183,5262,4253,5893,3303
MIR5687,0,0,0,0,0,0
RNF138P1,649,508,796,725,1280,794
SLC38A9,3491,3564,3839,6279,8986,5156
DDX4,6,8,8,19,33,16
LOC101929721,0,0,1,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,7,29,25,40,45,22
IL6ST,2853,2922,3242,5827,9698,5241
FLJ31104,236,263,283,384,569,418
ANKRD55,0,0,0,1,3,3
LOC101928419,0,0,0,0,0,0
RPL17P22,13,11,18,14,12,1
PSMC1P4,0,1,0,1,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,0,0,0,3,0
LOC101928448,0,0,0,0,0,0
MAP3K1,7480,7616,8210,11845,18451,10351
SETD9,529,463,524,961,1364,653
MIER3,7969,7769,8964,11140,19173,10971
PEX10,2695,2747,2748,3716,4860,3002
GPBP1,26883,25669,28709,31001,46422,26437
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,1,1,0,1,5,0
LOC101928539,2,0,1,2,6,0
LOC101928569,0,0,0,0,0,0
PLK2,2355,2531,2697,27927,38377,21878
ELAVL4,244,247,287,327,500,336
GAPT,0,0,0,2,4,4
MIR548AE2,0,0,0,0,0,0
LOC101928600,2105,1841,2337,3271,5354,3307
RAB3C,3522,3343,3691,1434,2259,1444
PDE4D,251,282,342,1343,1982,1137
NDUFB4P2,1,2,2,1,1,1
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,1,0,0
RPS2P11,12,7,12,5,14,17
PART1,62,53,49,57,110,75
DEPDC1B,9560,9312,10322,11646,15503,8763
KRT8P31,8,7,7,5,6,9
ELOVL7,1950,1856,2061,1899,2772,1450
ERCC8,2393,2276,2481,2401,3588,1816
NDUFAF2,2908,2947,3167,3562,4597,4180
SMIM15,5730,6009,6750,10966,16422,9402
LOC101928630,2,2,1,3,4,2
ZSWIM6,2626,2289,2639,2672,4015,3798
LOC100421561,45,37,82,72,123,83
RPL3P6,3,5,12,19,16,9
C5orf64,34,17,34,56,71,60
LOC101928651,2,0,3,0,2,2
LOC100506526,0,0,0,0,0,0
KIF2A,13567,13521,14723,16664,28365,19029
DIMT1,3623,3750,4125,4200,6160,3765
IPO11,11869,11390,12681,14923,19301,11934
CKS1BP3,2,30,14,17,24,13
IPO11-LRRC70,991,1150,1307,1507,1802,1315
LRRC70,54,44,40,185,273,150
ISCA1P1,7,2,0,7,8,10
HTR1A,70,99,84,89,123,109
RNF180,450,453,518,793,1245,846
DMRTA2,3,3,2,2,1,2
RGS7BP,377,350,416,556,877,535
FAM159B,255,188,261,408,561,490
SREK1IP1,6284,6274,7224,8299,12057,8259
CWC27,9551,9290,9897,8432,11341,10419
LOC101928713,0,0,0,0,0,0
ADAMTS6,749,798,833,244,339,226
RPS2P23,3,3,4,2,6,1
FAF1,10665,10234,10281,9750,13399,8552
CENPK,3809,3741,4241,4212,6041,3332
PPWD1,6263,6050,6749,7621,10469,7157
TRIM23,3152,3205,3543,5001,7159,3528
TRAPPC13,3123,2953,3253,4733,6954,3412
SGTB,3293,3198,3545,6637,9876,6373
NLN,28736,27339,30204,26910,40350,28300
ERBB2IP,10571,10414,11881,16624,24990,15455
LOC100303749,7,6,11,13,22,6
SREK1,10488,10414,11616,17269,23902,18434
LOC101928741,0,0,3,11,6,6
LOC101928769,0,0,0,0,0,0
MAST4,970,973,1164,2027,3032,2291
LOC101928794,58,52,74,39,69,43
CD180,0,0,0,1,4,3
LOC101928819,0,0,0,2,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,37,29,37,35,64,53
EEF1B2P2,2,1,0,0,0,0
PIK3R1,3907,3655,4239,4548,6755,5129
LOC101928885,1,5,3,10,14,10
LOC100130639,0,0,0,0,0,0
SLC30A5,7924,7551,8055,8120,11578,5570
CCNB1,38147,37400,39493,49556,64146,32235
CENPH,13458,12756,13238,14826,22640,11853
MRPS36_variant1,2425,2449,2625,3034,4069,1954
CDKN2C,1,6,9,8,4,7
CDK7_variant2,4125,4373,4567,7759,11520,5637
CCDC125_variant1,170,204,199,183,373,189
CFL1P5_variant1,10,9,18,0,0,0
