Gene,0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq_REPLICANT.3,12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq_REPLICANT.3
GALNTL6,17,22,9,20,23,23
LOC101928314,1,0,0,0,0,0
GALNT7,21544,20137,14112,12612,13698,14606
MIR548T,0,0,0,0,0,0
HMGB2,30289,26992,16545,42017,47482,48796
TMA16P2,17,20,9,16,19,20
SAP30,2481,2407,1455,1152,1151,1250
LOC101928383,3,6,1,2,6,5
SCRG1,4,2,0,1,3,1
RPL5P11,3,0,0,2,3,1
LOC101928409,3,1,1,0,1,2
LOC101928439,0,0,0,0,2,0
HAND2,1,0,0,15,11,7
HAND2-AS1,0,0,0,2,2,2
PIK3R3,6913,6783,4512,3454,3568,3704
LOC101928478,1,1,1,1,0,1
LOC101928509,3,8,6,26,11,16
FBXO8,1013,919,539,1007,1123,1160
CEP44,3061,2889,1475,3294,3659,4008
MIR4276,0,0,0,0,0,0
HPGD,246,177,122,57,60,60
GLRA3,7,5,4,28,16,23
LOC101928551,3,2,4,7,13,8
ADAM29,1,2,1,2,0,1
LOC101929626,6,0,5,9,7,6
TSEN2P1,0,0,0,0,0,0
GPM6A,553,436,254,362,409,447
LOC101928590,2,0,0,1,0,1
WDR17,907,873,528,825,884,849
SPATA4,2,2,3,2,0,4
ASB5,1,0,0,6,1,3
TSPAN1,3,4,1,12,11,9
SPCS3,23500,20845,11545,17697,19384,20281
VEGFC,100,86,74,87,86,97
NEIL3,1847,1699,1065,1029,1165,1204
AGA,1448,1279,705,1423,1407,1575
LOC285500,0,3,1,1,1,5
LOC285501,2,1,0,2,2,2
LOC101928656,2,1,1,1,2,0
RPL19P8,2,0,0,1,0,2
POMGNT1,5759,5507,3960,3422,3647,3987
LINC00290,1,0,1,0,0,0
LOC101928679,2,0,1,4,10,6
LOC101928703,20,31,13,38,39,24
MGC45800,1703,1751,1264,1070,966,1034
TENM3,16940,15525,18240,8576,8378,8148
MIR1305,0,0,0,0,0,0
DCTD,6785,6292,4084,5404,5669,6278
LURAP1,454,475,321,123,105,115
FAM92A1P2,5,15,6,38,39,41
WWC2-AS2,264,265,152,644,653,647
WWC2,25971,24856,16225,23036,24050,24536
LOC101928734,4,4,0,2,10,5
CLDN22,0,0,0,0,0,0
CLDN24,6,9,3,43,28,27
CDKN2AIP,3970,3678,2253,3954,4334,4467
RAD54L,4117,4371,3659,2310,2244,2232
VTI1BP2,15,8,15,5,13,14
LOC389247,29,31,22,41,44,39
ING2,2271,2302,1530,1129,1252,1213
RWDD4,5475,4756,2509,3195,3630,3905
TRAPPC11,8394,7636,4677,5979,6295,6881
LOC101928783,346,369,283,569,486,509
LOC101929169,16,17,12,25,23,22
STOX2,5091,4666,3633,4276,4372,4475
ENPP6,45,53,25,130,133,179
C1orf86,3544,3623,2884,3460,3392,3348
LRRC41,7351,7094,4661,3784,3700,4149
LOC391722,5,4,2,0,1,2
LOC728175,6,3,7,19,12,14
IRF2,1172,1098,752,562,531,551
CASP3,17562,15793,8617,16870,17939,20443
CCDC111,507,405,231,515,599,638
MLF1IP,27476,24997,13837,13934,15292,16359
ACSL1,4619,4161,2508,1717,1708,2065
SLED1,6,5,5,6,2,0
UQCRH,41935,39220,19903,21959,23994,26793
LOC731424,246,304,226,667,588,623
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,3,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,1,0,0
HELT,1,0,0,1,2,6
LOC101928877,0,0,0,1,1,1
LOC101928905,0,0,0,0,0,0
SLC25A4,8495,7925,5007,4239,4624,4763
KIAA1430,12201,11194,6310,8935,10139,10609
NSUN4,2112,1966,1631,1542,1623,1586
SNX25,3431,3358,2019,1942,2129,2241
LRP2BP,190,210,119,282,309,303
ANKRD37,65,73,39,98,85,103
UFSP2,5808,5286,3204,3149,3338,3854
C4orf47,111,114,80,292,365,396
CCDC110,602,529,349,294,354,337
PDLIM3,1280,1189,721,603,664,705
SORBS2,5473,5361,4658,2570,2469,2609
LOC101928929,1,0,0,0,0,0
TLR3,312,295,199,206,226,247
FAAH,956,1090,725,729,752,738
FAM149A,1633,1593,1069,604,668,756
FLJ38576,66,103,55,111,116,131
CYP4V2,858,1114,738,1983,2088,1888
KLKB1,3167,2900,1766,1264,1400,1453
F11,77,65,55,60,54,40
LOC285441,2,1,3,5,6,5
SLC25A5P6,1,0,0,0,0,0
MTNR1A,50,40,32,74,66,70
FAT1,71364,65013,47242,51393,55036,54153
LOC729041,10,17,11,17,16,17
LOC339975,9,14,4,5,6,8
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,57872,55004,33259,25145,27226,29237
TRIML2,3213,3227,2159,5928,6468,6461
TRIML1,1,1,1,1,0,1
LOC101929651,2,2,3,10,7,3
RPL7AP27,0,0,1,0,0,0
LOC401164,209,193,115,143,134,145
HSP90AA4P,18,13,3,11,13,6
LOC101928971,0,0,0,0,1,1
FRG1_variant1,2409,2137,1254,1586,1857,1941
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,0,0,0,2,0,0
DMBX1,7,11,7,12,11,14
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,21,22,19,10,7,10
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,3,4,4,6,8,4
LOC100996703,1,2,1,2,1,2
LOC101926992,0,1,0,0,0,0
MAFIP,2,5,2,7,7,4
PLEKHG4B,5214,5295,4329,4733,4396,4195
KNCN,1,2,1,2,1,3
LRRC14B,3,4,2,2,7,2
CCDC127,3161,2996,1880,1661,1799,1849
SDHA,11349,11046,7798,6184,6477,6794
PDCD6,11448,10335,6131,6202,6893,7130
LOC100421419,18,29,27,34,35,27
AHRR,161,137,115,71,82,59
LOC100310782,1,0,1,0,1,0
C5orf55,338,369,240,390,402,417
EXOC3,6190,6048,4116,3900,3936,4111
PP7080,1034,1031,730,629,635,707
MKNK1,1280,1176,886,798,905,904
SLC9A3,67,100,56,40,29,42
LOC100288152,535,719,551,311,306,355
MIR4456,0,0,0,0,0,0
LOC100996325,5,5,9,4,10,3
CEP72,3109,3071,2296,1889,1974,1944
TPPP,428,446,391,548,549,468
ZDHHC11B,83,95,59,113,124,102
LOC101928768,205,196,140,171,162,164
ZDHHC11,701,789,640,1322,1417,1172
SKI,6289,6286,8888,6264,5521,5348
LOC101929673,0,3,0,0,3,0
BRD9,6828,7125,4877,5506,5744,5544
TRIP13,8729,8157,5167,5351,5606,5895
LOC100506688,33,60,45,106,104,116
NKD2,504,516,362,371,367,377
SLC12A7,7120,7587,7231,3580,3288,3486
MIR4635,0,0,0,0,0,0
LOC101928793,649,784,690,243,242,240
LOC101928857,6,4,3,12,10,7
SLC6A19,6,11,8,6,6,3
SLC6A18,0,5,3,1,2,2
MOB3C,957,950,622,595,638,580
TERT,2242,2442,1729,1422,1466,1414
MIR4457,0,0,0,0,0,0
CLPTM1L,19275,18158,11008,9429,9932,10588
LOC101928884,35,52,92,122,110,74
LOC100506791,1,0,1,51,60,73
SLC6A3,108,102,84,44,48,50
LPCAT1,47433,47498,32236,24893,26200,27729
SDHAP3,496,634,417,404,422,400
LOC728613,638,685,478,581,682,641
LOC100132773,12,3,7,14,18,14
ATPAF1,7413,6935,4676,5221,5521,5993
MIR4277,0,0,0,0,0,0
LOC101929003,6,9,1,4,2,2
MRPL36,3931,3639,2316,1356,1435,1473
NDUFS6,14871,13670,9866,8406,8545,9456
LOC101929034,0,0,0,0,0,1
IRX4,102,77,51,320,277,272
LOC101929056,0,2,0,0,2,2
LOC101929081,0,0,1,2,1,2
LOC101929108,18,13,6,12,23,22
LOC100506858,0,0,0,0,0,0
TEX38,3,10,6,5,6,4
IRX2,2548,2548,1764,3103,2852,2762
C5orf38,49,52,32,106,128,94
LINC01019,0,0,0,1,0,0
IRX1,191,198,138,22,15,21
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,1,1,0
LOC101929176,180,222,172,230,230,232
ADAMTS16,2196,2363,1539,1405,1338,1483
EFCAB14-AS1,2,3,1,5,7,4
LOC101929200,100,107,54,151,141,157
KIAA0947,28757,26544,18762,14033,14929,15142
LOC101929214,0,0,0,0,0,0
FLJ33360,4,7,9,13,19,23
MED10,777,799,753,802,861,851
UBE2QL1,76,48,39,128,126,148
LINC01018,219,163,120,87,83,93
NSUN2,26524,25555,17618,16851,17990,18572
SRD5A1,4534,3989,2279,3448,3648,3788
EFCAB14,7448,7037,6281,7192,7395,7684
LOC100505625,3,3,2,10,19,8
PAPD7,3921,3885,3085,2220,2218,2206
MIR4278,0,0,0,0,0,0
LOC101929232,40,45,27,25,26,32
LOC442132,0,9,4,11,16,22
LOC101929261,3,4,2,4,5,4
ADCY2,8460,8620,6459,11229,11653,11720
C5orf49,104,69,61,66,74,66
LOC101929349,0,0,0,1,1,2
MTRR,6756,6499,4162,4035,4156,4321
FASTKD3,2149,2087,1101,1903,1996,2245
LOC729506,0,0,0,1,0,0
MIR4458HG,1,4,1,4,1,3
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,0,0,0,1,0,0
SEMA5A,2256,2061,1801,1832,1775,1885
CYP4B1,3,2,5,3,5,4
MIR4636,0,0,0,0,0,0
LOC101929338,7,8,9,8,7,6
SNHG18,656,693,377,330,363,412
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,1,0,1,1,0,1
LOC285692,0,0,0,2,3,3
FAM173B,2300,2146,1194,1109,1234,1320
CCT5,133958,120451,73158,66905,73510,77976
CMBL,2064,2177,1867,1875,1993,2048
CYP4Z2P,0,0,0,0,0,0
MARCH6,17194,16788,12542,13658,14404,15262
ROPN1L-AS1,1,3,2,3,4,6
ROPN1L,30,24,12,13,10,19
LOC101929379,0,0,0,0,0,2
RPL30P7,0,0,1,0,0,1
LOC101929412,0,1,0,0,2,2
LOC389273,0,0,0,0,0,0
ANKRD33B,9533,9229,7397,4027,3795,4097
DAP,2978,3091,3392,3136,3105,3000
LOC100533627,0,0,0,1,0,1
CTNND2,2877,2638,2379,1256,1234,1332
CT49,0,0,0,0,1,1
RPL29P13,2,1,0,0,1,1
DNAH5,212,230,141,466,489,464
TRIO,22218,20188,13685,14197,14496,14376
FAM105A,2052,1940,1078,1031,1137,1197
MORN1,484,519,344,955,996,973
CYP4A11,18,21,28,52,61,39
FAM105B,7279,6841,4304,4046,4451,4544
ANKH,803,736,607,625,601,591
LOC100130744,123,157,107,140,150,151
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,390,415,238,344,361,358
FBXL7,1181,1341,2384,859,785,732
LOC101929472,3,3,4,3,5,1
MIR887,0,0,0,0,0,0
MARCH11,9,9,9,18,30,15
LOC101929505,6,5,7,3,5,3
ZNF622,6527,6076,3724,4312,4572,4979
FAM134B,431,436,276,161,192,189
LOC101929524,268,328,334,752,809,695
MYO10,45223,43670,32196,26054,25980,26798
LOC285696,91,106,71,171,169,140
BASP1,16226,14900,9808,6216,6410,6324
CYP4Z1,2,1,4,11,7,12
LOC646012,0,0,0,0,1,0
FTH1P10,1,0,1,4,1,0
LOC401177,0,1,0,0,0,1
LOC101929544,0,2,3,0,1,1
gene10435,0,0,0,0,0,2
LOC100533626,2,0,0,1,0,1
LOC646241,0,0,0,1,1,0
CYP4A22,2,0,0,18,21,19
CDH18,36,47,28,14,19,15
GUSBP1,1315,1273,1072,1585,1636,1526
LOC100506217,162,174,121,317,361,317
CDH12,58,47,22,34,43,47
HSPD1P1,20,25,11,12,19,26
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0
PRDM9,1,3,1,2,1,6
LOC503540,0,2,1,0,1,1
CDH10,20,31,19,24,27,18
LOC340107,0,0,0,1,2,1
LINC00853,4,2,1,17,8,17
MSNP1,2,3,2,3,1,1
CDH9,381,398,268,18,14,28
LINC01021,489,593,478,506,560,541
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,3,5,2,7,5,12
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,0,1,2,1,3,0
LOC101929681,0,0,0,0,0,0
RPL19P11,4,3,0,1,3,0
CDH6,577,590,445,180,182,163
DROSHA,9062,8982,9884,7665,7640,7693
C5orf22,6942,6256,4205,5311,5761,5823
TAL1,25,7,12,130,128,126
PDZD2,1292,1172,1257,1000,939,891
RPL9P17,5,6,3,4,6,6
RPL21P56,7,11,6,6,6,10
RPL5P14,2,2,0,5,2,3
MIR4279,0,0,0,0,0,0
GOLPH3,17924,16448,10322,10327,10766,10782
RPL27P10,4,4,3,3,5,9
MTMR12,14627,14229,10163,8376,8709,8885
ZFR,33457,30439,21349,14961,15770,16430
LOC100129534,134,147,128,317,311,274
STIL,8060,7507,5935,6096,5820,6266
MIR579,0,0,0,0,0,0
SUB1,36096,31633,17660,19248,21810,23786
NPR3,11,12,5,153,152,177
LOC340113,0,1,0,1,0,0
RPS8P8,13,4,2,14,7,8
TARS,121915,111428,68094,47654,52252,57384
ADAMTS12,4951,4321,3590,2858,2825,2933
CMPK1,6425,5588,3374,3218,3506,3873
RXFP3,13,10,11,13,14,14
SLC45A2,3,2,7,2,2,2
PSMC6P3,0,0,1,0,0,0
C1QTNF3-AMACR,23,40,0,16,35,11
AMACR,2468,2406,1413,1589,1614,1788
C1QTNF3,70,62,35,28,16,32
LOC646652,918,906,716,2088,2324,1859
RAI14,27092,26063,18963,13786,14875,15536
FOXE3,12,9,10,16,19,13
LOC101929704,51,52,28,69,79,85
TTC23L,28,42,28,66,70,81
RAD1,8676,8172,5042,4909,5452,5599
BRIX1,13463,12769,7668,7623,8357,9108
DNAJC21,11665,11374,7251,9405,10677,10403
AGXT2,0,0,0,1,0,0
PRLR,844,667,574,519,532,605
SPEF2,88,124,37,146,163,159
IL7R,0,1,0,6,10,8
FOXD2-AS1,2,1,3,10,15,11
CAPSL,6,1,1,6,6,4
LOC100506406,0,0,0,0,0,0
UGT3A1,512,472,294,368,354,415
UGT3A2,4624,4286,3191,2248,2183,2509
LMBRD2,1439,1288,820,1222,1410,1442
MIR580,0,0,0,0,0,0
SKP2,24073,22055,13302,9892,10433,11215
NADK2,4305,3974,2175,4411,4673,4983
RANBP3L,5,6,6,32,29,32
FOXD2,0,1,5,11,11,5
SLC1A3,3421,3249,2217,1472,1569,1638
LOC646719,1906,1718,1040,1676,1729,1853
NIPBL,14286,14777,17092,12019,12358,12192
KRT18P31,47,58,55,171,202,155
C5orf42,2906,2694,1808,1828,1913,1899
RPS4XP6,3,4,2,4,5,2
OFD1P17,15,13,9,36,45,29
NUP155,29295,26155,17958,18643,18884,20870
RPL21P24,0,0,0,0,0,0
WDR70,7304,6651,4136,3707,3872,4122
GDNF,22,28,17,24,24,17
GDNF-AS1,12,20,24,14,13,15
LOC101929745,0,0,0,2,1,0
EGFLAM,29,28,26,31,20,35
EGFLAM-AS4,4,2,4,7,8,13
EGFLAM-AS2,0,0,0,1,1,1
LIFR,6191,5674,3425,3516,3673,3923
LIFR-AS1,91,89,53,141,133,165
MIR3650,0,0,0,0,0,0
LOC101929768,0,1,0,2,1,0
LOC101926904,0,0,0,1,0,0
OSMR,621,596,492,711,702,667
RICTOR,5655,5422,5104,3812,3813,3910
FYB,1,2,0,4,6,3
C9,18,17,7,6,1,4
TRABD2B,359,372,367,143,146,121
DAB2,649,682,518,402,390,437
LOC101926921,0,0,0,0,0,0
LOC101926940,0,0,0,1,2,2
PTGER4,119,134,72,747,760,768
TTC33,2104,1777,1019,1166,1371,1337
PRKAA1,5132,4536,2792,3613,3985,4161
LOC100506548,4969,5268,3477,4951,5554,5597
RPL37,121070,113451,73712,74084,83443,88998
SNORD72,1,0,0,0,0,0
CARD6,138,140,129,234,211,241
C7,22,34,21,19,35,35
MROH2B,0,0,0,0,0,1
C6,0,0,0,1,1,1
PLCXD3,31,22,11,30,18,27
OXCT1,10931,9816,6305,6423,6745,7331
C5orf51,7392,6111,4102,4489,4096,4391
SKINTL,7,5,2,3,4,7
FBXO4,89,78,60,120,146,145
LOC101926960,24,37,18,45,41,43
GHR,68,81,76,85,66,64
LOC101926985,1,1,0,0,0,0
CCDC152,2974,2786,1702,2854,3233,3443
RER1,12009,11321,6806,6708,7045,7538
SLC5A9,7,8,12,18,18,12
SEPP1,3518,3229,1889,968,1114,1179
LOC648987,528,523,392,1207,1311,1299
LOC101927030,4,1,2,12,12,9
ANXA2R,2,3,2,10,6,10
LOC153684,3,0,2,16,25,23
LOC100132356,91,81,57,205,149,195
LOC101929699,17,17,4,6,4,10
LOC100506639,195,208,165,438,497,461
ZNF131,8474,7988,5108,6723,7427,7517
NIM1,2,1,2,4,5,3
HMGCS1,151589,138412,92662,69224,72936,80338
CCL28,7,7,5,9,10,11
C5orf28,775,691,428,872,995,965
C5orf34,1750,1685,983,2657,2932,3087
SPATA6,1522,1458,1032,1307,1254,1301
PAIP1,18932,16856,9125,10894,11907,12734
NNT-AS1,493,431,291,699,753,827
NNT,4508,4262,2614,2906,3027,3232
RPL29P12,3,2,2,6,3,7
FGF10,55,61,41,10,13,9
LOC101927075,0,1,1,0,0,0
LOC100506674,93,84,39,114,138,161
MRPS30,11220,10030,6489,5601,5862,6510
HCN1,464,408,323,291,308,291
EMB,11716,10082,6138,8586,9158,9660
LOC202319,2,1,2,2,2,2
PARP8,4458,4255,3122,7635,8134,8494
LOC100287592,0,0,0,0,0,0
RPS10P12,1,0,0,0,1,0
LOC642366,7,5,9,42,46,35
ISL1,13,32,15,45,42,48
LOC644462,33,34,14,39,32,29
PELO,5957,5534,3434,4954,5201,5438
ITGA1,1534,1485,1007,880,888,988
ITGA2,2283,2135,1431,2021,2128,2304
MOCS2,2326,2152,1485,1188,1322,1411
LOC257396,440,360,250,292,306,352
FST,2265,2269,1432,824,909,943
NDUFS4,6561,5798,3368,4333,4645,5334
ASS1P9,2,0,0,0,0,0
ARL15,1058,1083,1004,672,688,689
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,1,1,0
SNX18,5267,4641,3043,4800,4903,5018
AGBL4,73,77,51,43,28,41
ESM1,0,0,1,5,1,3
GZMK,1,1,0,0,0,2
GZMA,0,1,0,0,0,0
CDC20B,3,8,2,13,11,18
GPX8,13204,12199,7659,8820,9407,10367
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,1,4,2,20,24,18
CCNO,5,3,1,28,23,21
BEND5,670,661,381,362,357,412
DHX29,16925,15782,9541,7520,7995,8807
LOC101928366,0,3,0,4,1,2
SKIV2L2,37920,35238,21155,19384,20942,22900
PPAP2A,4660,4257,2524,1306,1439,1463
MIR5687,0,0,0,0,0,0
RNF138P1,397,528,330,878,934,842
SLC38A9,7351,6725,3964,2941,3192,3567
DDX4,6,3,1,9,12,12
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,34,42,14,27,16,26
IL6ST,2596,2411,1596,2402,2458,2696
FLJ31104,193,285,234,686,728,654
ANKRD55,0,0,1,0,1,0
LOC101928419,0,0,0,1,0,0
RPL17P22,3,5,4,7,7,6
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,1,3,0,0,1,0
LOC101928448,0,0,0,0,0,0
MAP3K1,7632,6895,4375,8634,8767,9302
SETD9,733,734,420,577,663,652
MIER3,9838,8698,5573,6588,7258,7489
PEX10,4463,4524,2799,2901,3136,3203
GPBP1,25126,22963,13571,16336,17486,19097
ACTBL2,0,0,0,2,1,0
LOC100996645,0,0,0,0,0,1
LOC101928505,0,0,0,4,1,2
LOC101928539,2,0,0,3,7,5
LOC101928569,0,0,0,0,0,0
PLK2,1759,1749,1037,6987,6902,7399
ELAVL4,187,162,91,302,392,340
GAPT,3,2,4,1,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,1967,2091,1815,4487,4481,4102
RAB3C,2758,2514,1948,1651,1655,1807
PDE4D,443,438,272,2401,2550,2680
NDUFB4P2,0,2,0,2,2,3
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,0,0,0
RPS2P11,11,7,10,12,6,7
PART1,46,68,36,110,82,82
DEPDC1B,13155,12316,7341,5856,6200,6608
KRT8P31,7,4,5,11,15,8
ELOVL7,1379,1274,689,875,963,940
ERCC8,3050,2734,1551,1780,1869,1992
NDUFAF2,3598,3378,2086,2149,2359,2626
SMIM15,9703,8745,5419,6855,7660,8201
LOC101928630,2,1,0,2,1,2
ZSWIM6,1659,1576,1401,2077,1933,1972
LOC100421561,51,54,36,84,128,91
RPL3P6,9,4,6,27,29,20
C5orf64,32,35,14,59,73,64
LOC101928651,2,2,0,8,6,8
LOC100506526,0,0,0,0,1,0
KIF2A,17820,16531,14164,9295,9802,10316
DIMT1,6956,6402,3682,2503,2796,2910
IPO11,16423,15563,10078,9906,10504,11406
CKS1BP3,19,20,9,17,24,30
IPO11-LRRC70,1174,1387,716,667,937,923
LRRC70,34,32,30,81,94,92
ISCA1P1,4,2,2,1,6,4
HTR1A,590,611,483,123,129,159
RNF180,332,344,195,464,459,555
DMRTA2,1,2,1,12,13,9
RGS7BP,883,855,628,425,444,497
FAM159B,494,458,324,440,494,513
SREK1IP1,7874,7153,4229,4997,5654,6097
CWC27,10713,10295,7743,6208,7152,7515
LOC101928713,0,0,0,0,0,0
ADAMTS6,371,387,255,260,248,288
RPS2P23,1,1,1,6,7,3
FAF1,10246,9342,5994,6290,6515,6720
CENPK,5066,4458,2461,2055,2268,2456
PPWD1,8547,8172,5400,3860,4197,4509
TRIM23,3908,3642,1914,2378,2636,2798
TRAPPC13,4132,3750,2048,2759,3008,3352
SGTB,4363,4116,2680,3111,3365,3575
NLN,40608,38191,27321,19568,20381,21990
ERBB2IP,11876,11065,7150,10537,11157,11869
LOC100303749,5,4,5,21,16,15
SREK1,12808,12571,8253,9973,10909,10971
LOC101928741,0,2,1,11,9,8
LOC101928769,0,0,0,1,0,0
MAST4,748,701,596,1400,1257,1279
LOC101928794,37,34,26,59,57,63
CD180,0,4,0,5,3,8
LOC101928819,0,0,1,1,0,1
RPL21P55,0,1,0,0,0,0
LOC101928858,14,17,17,70,72,64
EEF1B2P2,2,0,0,2,1,0
PIK3R1,2602,2549,2100,3759,3997,4271
LOC101928885,8,8,2,7,4,10
LOC100130639,0,0,0,0,0,1
SLC30A5,8380,7620,4114,4944,5381,5855
CCNB1,41983,38683,21796,19009,20283,22278
CENPH,10049,9203,4819,9663,10498,11865
MRPS36_variant1,3103,2757,1447,1743,1861,2196
CDKN2C,3,2,3,13,18,10
CDK7_variant2,6756,5957,3578,4073,4563,5056
CCDC125_variant1,139,125,99,219,140,164
CFL1P5_variant1,3,0,0,0,0,0
CHCHD2P2_variant2,20,14,11,6,4,11
TAF9_variant1,8208,7286,4596,4997,5643,5652
RAD17_variant1,3118,2787,1859,2413,2549,2619
MARVELD2_variant2,0,0,0,0,0,0
