Gene,48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq_REPLICANT.3,72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq_REPLICANT.3
AADAT,1670,2400,1660,1187,1022,1013
LOC101928223,130,166,90,18,16,19
LOC100506107,0,1,0,0,0,0
MAST2,5958,7688,6804,4614,3623,3772
LOC100506122,16,24,27,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,78,81,18,15,11,18
LOC441052,19,27,13,1,2,3
GALNTL6,40,32,9,3,1,1
LOC101928314,0,0,0,0,0,0
GALNT7,21011,28167,19553,12371,11543,11919
MIR548T,0,0,0,0,0,0
HMGB2,86344,123632,85386,86373,79558,76989
TMA16P2,25,31,16,14,14,16
SAP30,1361,1942,1195,2997,2791,2541
LOC101928383,4,5,3,12,10,6
SCRG1,6,5,7,8,5,6
RPL5P11,2,0,2,3,5,5
LOC101928409,3,3,1,11,16,18
LOC101928439,0,0,0,0,0,0
HAND2,3,6,6,20,6,5
HAND2-AS1,0,0,1,2,0,0
PIK3R3,6385,7994,5543,13446,10998,12477
LOC101928478,4,1,1,5,4,3
LOC101928509,7,8,11,6,3,3
FBXO8,1440,2111,1082,1776,1660,1671
CEP44,5072,7164,3162,5739,5513,5338
MIR4276,0,0,0,0,0,0
HPGD,162,239,130,7,7,3
GLRA3,25,35,20,9,6,6
LOC101928551,4,8,12,6,8,6
ADAM29,2,2,0,3,7,0
LOC101929626,7,5,6,0,3,4
TSEN2P1,0,0,0,0,0,0
GPM6A,393,654,340,273,265,218
LOC101928590,1,1,0,0,0,0
WDR17,1090,1579,937,964,810,840
SPATA4,4,0,0,6,4,13
ASB5,1,3,4,1,1,0
TSPAN1,12,17,14,6,6,12
SPCS3,28066,44114,22706,25092,23937,23196
VEGFC,154,207,141,110,93,104
NEIL3,1904,2804,1632,1972,1874,1884
AGA,2093,2851,1628,1526,1319,1345
LOC285500,6,2,1,1,10,5
LOC285501,0,2,1,0,2,0
LOC101928656,1,2,1,0,1,0
RPL19P8,3,0,2,0,0,1
POMGNT1,4399,6051,3866,9280,7641,8007
LINC00290,0,0,0,1,0,0
LOC101928679,4,11,14,1,6,3
LOC101928703,20,27,21,43,23,24
MGC45800,1405,2058,1339,1915,1637,1543
TENM3,6265,10793,9023,29263,24588,23489
MIR1305,0,0,0,0,0,0
DCTD,9167,12114,6557,8875,7468,8126
LURAP1,156,228,188,326,254,275
FAM92A1P2,14,27,10,10,17,8
WWC2-AS2,374,613,283,497,411,418
WWC2,30563,44318,28057,19209,16909,16377
LOC101928734,4,2,1,4,2,0
CLDN22,0,0,0,0,0,0
CLDN24,20,30,26,10,17,9
CDKN2AIP,5095,7240,3837,5127,4498,4582
RAD54L,3146,4762,3270,4192,3149,3413
VTI1BP2,10,20,18,29,13,25
LOC389247,23,44,31,67,58,51
ING2,2597,3247,2772,3019,2577,2626
RWDD4,5170,7994,4529,4965,4766,4563
TRAPPC11,8571,12353,6886,15582,14698,14577
LOC101928783,450,596,361,423,293,373
LOC101929169,13,10,8,12,6,10
STOX2,2383,4045,2658,6064,4894,4943
ENPP6,83,131,74,34,18,19
C1orf86,3674,4520,3446,4824,3986,4284
LRRC41,4406,6493,3748,9566,7495,7855
LOC391722,2,3,2,1,1,3
LOC728175,12,13,12,6,5,10
IRF2,977,1475,1107,1927,1630,1607
CASP3,51090,69386,33879,7804,6752,7192
CCDC111,574,807,433,1264,1126,1286
MLF1IP,24487,36195,19668,22692,20205,20856
ACSL1,1709,2283,1284,94,81,95
SLED1,1,2,1,0,0,0
UQCRH,33577,45315,23496,31595,26394,28639
LOC731424,442,603,524,314,282,246
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,1,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,0,0,0
HELT,2,2,3,0,0,0
LOC101928877,0,0,0,0,0,0
LOC101928905,0,0,1,0,0,0
SLC25A4,7010,9566,5355,4894,4178,4417
KIAA1430,12199,19147,11071,16292,15830,14315
NSUN4,2762,4310,2686,1821,1605,1624
SNX25,2542,3561,2149,4967,4502,4269
LRP2BP,276,438,323,389,353,317
ANKRD37,119,134,58,375,326,361
UFSP2,4636,6352,3841,5239,4630,4724
C4orf47,332,489,344,500,539,465
CCDC110,216,373,248,323,358,350
PDLIM3,1115,1816,1073,1290,1095,999
SORBS2,1859,3002,2385,1446,1177,1140
LOC101928929,0,0,0,0,0,0
TLR3,154,200,100,242,212,216
FAAH,865,1105,717,994,793,918
FAM149A,803,1126,762,1131,1022,948
FLJ38576,86,129,76,79,74,48
CYP4V2,1574,2492,1688,1115,908,767
KLKB1,1940,2650,1483,509,457,446
F11,47,63,41,0,2,2
LOC285441,4,1,1,3,4,4
SLC25A5P6,2,1,0,0,2,1
MTNR1A,50,63,72,42,42,40
FAT1,67837,102623,69942,138143,114977,111951
LOC729041,9,26,14,42,47,38
LOC339975,7,7,4,14,3,2
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,55483,79150,45845,22500,18963,19968
TRIML2,7531,10488,7156,181,144,153
TRIML1,0,2,0,2,1,0
LOC101929651,0,5,0,9,14,14
RPL7AP27,1,1,0,0,1,0
LOC401164,188,250,170,339,309,308
HSP90AA4P,13,17,13,12,12,12
LOC101928971,0,0,0,0,0,0
FRG1_variant1,3031,4339,3177,2694,2476,2482
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,1,0,0,0,0,0
DMBX1,5,7,5,4131,3031,3336
FRG2_variant2,0,0,0,1,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,7,11,9,50,39,47
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,4,2,2,17,10,12
LOC100996703,1,1,1,4,1,4
LOC101926992,0,0,0,0,0,0
MAFIP,0,4,3,0,4,0
PLEKHG4B,4024,6275,4626,12861,10154,10405
KNCN,0,2,0,1,1,1
LRRC14B,1,4,1,7,5,7
CCDC127,3148,4319,2530,4815,4022,4140
SDHA,8824,11148,7857,11098,9199,9825
PDCD6,9457,13125,7090,8546,7057,7224
LOC100421419,25,50,39,37,19,20
AHRR,27,51,35,140,113,122
LOC100310782,0,0,0,3,0,0
C5orf55,265,370,228,361,291,292
EXOC3,5425,6960,4465,5633,4723,4930
PP7080,915,1275,730,1647,1385,1430
MKNK1,691,889,638,2334,1817,1964
SLC9A3,31,50,39,169,150,140
LOC100288152,145,267,160,1294,1126,1037
MIR4456,0,0,0,0,0,0
LOC100996325,12,8,8,9,13,10
CEP72,2314,3377,2287,3732,3074,3234
TPPP,511,839,626,824,604,643
ZDHHC11B,66,75,78,81,83,82
LOC101928768,83,97,57,246,197,179
ZDHHC11,902,1439,1297,1069,850,788
SKI,7400,13906,11208,7143,5764,5719
LOC101929673,1,7,0,4,8,2
BRD9,8682,11381,8689,8697,7182,7238
TRIP13,9760,13682,7547,6429,5341,5535
LOC100506688,64,110,80,60,41,50
NKD2,318,431,274,669,557,494
SLC12A7,3765,4179,3780,8213,6667,7614
MIR4635,0,0,0,0,0,0
LOC101928793,383,525,367,463,336,420
LOC101928857,3,10,3,10,7,5
SLC6A19,4,6,5,2,0,0
SLC6A18,0,1,1,0,3,1
MOB3C,311,416,306,533,382,421
TERT,700,1121,631,1989,1615,1625
MIR4457,0,0,0,0,0,0
CLPTM1L,14198,18399,9666,10837,8796,9145
LOC101928884,67,179,316,67,52,63
LOC100506791,12,14,6,0,1,2
SLC6A3,38,65,32,134,78,93
LPCAT1,34679,45438,29082,27063,23117,24024
SDHAP3,540,718,481,812,695,666
LOC728613,662,1024,739,1029,964,849
LOC100132773,6,18,16,12,12,10
ATPAF1,8291,12046,7339,9015,7931,8374
MIR4277,0,0,0,0,0,0
LOC101929003,3,4,1,0,1,3
MRPL36,1969,2723,1724,2008,1674,1753
NDUFS6,12109,15728,12691,9144,7641,8355
LOC101929034,0,0,0,0,0,0
IRX4,256,328,159,43,44,51
LOC101929056,4,3,1,0,1,1
LOC101929081,0,1,2,0,1,0
LOC101929108,17,36,12,25,21,15
LOC100506858,0,0,0,1,0,0
TEX38,0,3,6,6,6,6
IRX2,1505,2487,1588,21044,17972,16492
C5orf38,72,67,30,1073,880,812
LINC01019,1,3,0,2,0,0
IRX1,13,13,4,25770,20552,20478
LOC101929153,0,0,0,0,0,0
LINC01020,1,0,0,0,0,0
LOC101929176,121,131,88,134,100,84
ADAMTS16,1594,2216,1454,582,472,454
EFCAB14-AS1,3,9,4,2,4,1
LOC101929200,151,200,182,93,60,74
KIAA0947,26846,40508,27695,23508,20075,20104
LOC101929214,0,0,0,0,0,0
FLJ33360,3,10,14,16,14,8
MED10,1316,1717,1326,965,852,944
UBE2QL1,118,177,113,95,99,101
LINC01018,71,82,45,145,138,123
NSUN2,27462,39855,24141,12914,11444,11776
SRD5A1,5396,8092,3280,4138,3569,3433
EFCAB14,9971,18388,11461,8815,7337,7625
LOC100505625,2,9,2,5,3,1
PAPD7,3471,5030,3588,4739,3840,3836
MIR4278,0,0,0,0,0,0
LOC101929232,27,38,28,28,28,27
LOC442132,12,19,19,3,1,1
LOC101929261,1,1,0,0,1,0
ADCY2,10448,14803,9691,964,715,790
C5orf49,86,114,62,97,77,71
LOC101929349,0,1,0,2,1,1
MTRR,5382,8680,5251,4635,3947,4100
FASTKD3,2310,3449,1830,1827,1639,1562
LOC729506,0,0,0,0,0,0
MIR4458HG,2,1,1,1,0,4
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,2,1,0,0,0,0
SEMA5A,1206,2105,1333,9443,7309,7442
CYP4B1,9,13,7,3,3,4
MIR4636,0,0,0,0,0,0
LOC101929338,7,18,7,38,30,25
SNHG18,298,339,211,1560,1283,1369
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,0,0,1,0,3,0
LOC285692,1,1,1,1,0,1
FAM173B,1279,1732,893,1613,1401,1481
CCT5,109419,155404,92200,79853,68982,70110
CMBL,1663,2072,1626,2097,1693,2095
CYP4Z2P,0,1,0,0,0,1
MARCH6,21775,32310,19814,22854,20573,21228
ROPN1L-AS1,4,5,1,7,3,6
ROPN1L,32,38,19,8,5,10
LOC101929379,0,2,2,0,0,0
RPL30P7,0,0,0,0,0,0
LOC101929412,1,1,1,0,0,0
LOC389273,0,0,0,0,0,0
ANKRD33B,10796,15130,10833,3982,3371,3198
DAP,3953,4479,4335,4257,3382,4082
LOC100533627,0,0,1,0,0,0
CTNND2,993,1317,1110,4661,3780,3902
CT49,0,0,0,0,0,0
RPL29P13,3,2,2,0,0,0
DNAH5,1337,2001,1284,727,658,639
TRIO,39817,56363,35082,21349,18085,17151
FAM105A,1974,2674,1565,2123,1715,1761
MORN1,878,1269,860,1542,1355,1239
CYP4A11,25,49,48,34,47,31
FAM105B,6715,10555,5634,7962,6750,6963
ANKH,572,968,740,452,345,353
LOC100130744,181,264,169,199,135,167
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,458,724,452,161,144,145
FBXL7,745,2153,1573,2520,1952,1966
LOC101929472,2,9,5,10,4,2
MIR887,0,0,0,0,0,0
MARCH11,22,30,23,77,61,56
LOC101929505,2,1,0,3,0,0
ZNF622,6896,9413,5810,3813,3213,3348
FAM134B,277,469,246,153,142,99
LOC101929524,484,758,678,409,332,263
MYO10,38172,50106,39871,55106,45077,45525
LOC285696,102,168,141,164,118,94
BASP1,7767,10734,9289,18203,16433,14704
CYP4Z1,3,7,2,1,5,1
LOC646012,0,0,0,0,1,0
FTH1P10,0,1,1,0,1,0
LOC401177,1,2,0,0,0,0
LOC101929544,1,0,0,0,0,0
gene10435,0,0,0,0,0,0
LOC100533626,2,0,1,0,4,2
LOC646241,0,2,2,0,0,0
CYP4A22,8,8,3,6,5,3
CDH18,32,46,22,10,8,14
GUSBP1,1579,2429,1781,1801,1514,1451
LOC100506217,231,367,260,348,272,260
CDH12,50,72,38,1339,1198,1159
HSPD1P1,12,20,7,11,14,12
PMCHL1,0,0,0,0,0,0
LOC101929617,1,0,0,2,1,2
PRDM9,2,2,1,1,3,0
LOC503540,1,3,0,0,0,0
CDH10,36,45,20,159,102,140
LOC340107,0,0,0,0,0,0
LINC00853,13,17,7,14,15,11
MSNP1,4,2,1,1,2,1
CDH9,21,31,32,2657,2327,2511
LINC01021,464,686,460,899,774,681
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,4,12,7,4,3,4
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,1,1,2,4,1,2
LOC101929681,0,0,0,0,0,0
RPL19P11,0,4,0,6,5,1
CDH6,371,553,328,2012,2022,1621
DROSHA,7949,15955,13792,11208,9072,9535
C5orf22,8429,13340,8423,7713,6731,6814
TAL1,47,63,31,13,20,19
PDZD2,824,1596,1244,1077,857,818
RPL9P17,4,4,3,6,6,4
RPL21P56,11,7,5,9,8,7
RPL5P14,4,3,1,3,0,2
MIR4279,0,0,0,0,0,0
GOLPH3,15613,23510,13182,14677,13046,12309
RPL27P10,6,6,3,5,6,5
MTMR12,17306,24418,15802,9804,8313,8516
ZFR,26843,40702,30332,31320,27699,27811
LOC100129534,402,619,419,429,316,362
STIL,10256,17895,11369,7874,6571,6660
MIR579,0,0,0,0,0,0
SUB1,33955,53257,30181,24896,24002,23801
NPR3,158,305,153,15,7,7
LOC340113,1,0,1,0,0,0
RPS8P8,8,11,4,20,14,13
TARS,75567,104679,70061,26673,24036,24161
ADAMTS12,3455,5029,3511,4364,3695,3712
CMPK1,5092,7375,4608,7135,6579,6655
RXFP3,78,102,80,6,9,4
SLC45A2,4,5,6,3,0,3
PSMC6P3,0,0,0,0,0,1
C1QTNF3-AMACR,76,33,23,118,138,80
AMACR,2781,3963,2195,2966,2625,2732
C1QTNF3,17,39,20,203,159,155
LOC646652,1252,2067,1414,1752,1509,1292
RAI14,17320,26529,18422,13543,11849,11861
FOXE3,13,20,21,9,8,4
LOC101929704,42,73,29,188,149,161
TTC23L,50,75,42,99,95,100
RAD1,9387,13927,7052,6840,6080,6112
BRIX1,14493,20076,13506,8566,7730,7669
DNAJC21,15301,21072,15369,12857,11399,10984
AGXT2,3,4,1,0,0,0
PRLR,915,1475,953,580,543,450
SPEF2,203,317,197,474,443,372
IL7R,16,35,20,0,0,0
FOXD2-AS1,2,9,4,22,24,18
CAPSL,7,6,10,6,4,7
LOC100506406,0,1,0,0,0,0
UGT3A1,442,645,360,1295,1122,1173
UGT3A2,2945,4776,2857,2591,2131,2168
LMBRD2,1530,2483,1587,1649,1532,1432
MIR580,0,0,0,0,0,0
SKP2,14258,20340,11576,19426,16518,17597
NADK2,6869,10787,5358,6789,6181,6251
RANBP3L,16,37,12,16,28,17
FOXD2,2,7,1,13,17,9
SLC1A3,1076,1589,1039,2542,1849,2185
LOC646719,1486,2548,1533,2825,2783,2440
NIPBL,17254,19013,26851,22134,19052,20384
KRT18P31,98,220,143,110,114,95
C5orf42,2735,4841,3172,6789,5928,5419
RPS4XP6,2,9,8,7,3,4
OFD1P17,21,38,32,25,22,22
NUP155,27024,44067,23934,23022,19132,19433
RPL21P24,0,0,0,0,0,0
WDR70,4895,6809,4610,8274,7044,7199
GDNF,9,18,13,104,78,87
GDNF-AS1,13,12,15,91,61,69
LOC101929745,2,3,3,0,0,0
EGFLAM,49,63,33,239,185,211
EGFLAM-AS4,3,6,7,4,3,3
EGFLAM-AS2,0,0,0,0,0,1
LIFR,6624,9871,5225,6470,5894,5461
LIFR-AS1,110,186,112,369,371,333
MIR3650,0,0,0,0,0,0
LOC101929768,1,1,0,1,0,0
LOC101926904,1,0,0,0,0,1
OSMR,1074,1531,1086,241,183,199
RICTOR,7190,14954,9149,8076,7676,7472
FYB,2,5,2,0,0,0
C9,3,5,3,0,0,0
TRABD2B,244,391,404,693,549,622
DAB2,701,1137,779,1564,1364,1340
LOC101926921,0,0,0,0,0,0
LOC101926940,2,3,1,0,1,0
PTGER4,712,960,560,26,17,25
TTC33,1823,2891,1570,4220,4055,3927
PRKAA1,4735,7838,4429,5821,5492,5093
LOC100506548,6405,9041,5660,13341,12155,12044
RPL37,111592,150654,99250,144324,119490,124046
SNORD72,0,0,0,0,0,0
CARD6,322,538,368,87,85,67
C7,39,42,28,14,8,6
MROH2B,0,0,0,0,0,0
C6,0,0,2,0,0,0
PLCXD3,30,54,32,5,5,4
OXCT1,10952,14970,9668,9284,8181,8272
C5orf51,4960,9510,5151,5833,4615,4535
SKINTL,2,4,1,9,12,8
FBXO4,174,237,124,154,133,169
LOC101926960,34,49,33,24,22,23
GHR,180,264,165,99,95,115
LOC101926985,5,10,8,4,1,0
CCDC152,4487,6908,4394,4815,4721,4579
RER1,10229,13986,7400,9474,7809,8490
SLC5A9,7,10,12,13,10,7
SEPP1,1316,1854,941,1509,1395,1300
LOC648987,864,1116,985,515,414,393
LOC101927030,8,9,6,5,3,3
ANXA2R,7,6,3,3,2,3
LOC153684,12,23,10,12,8,9
LOC100132356,140,230,136,181,180,154
LOC101929699,10,10,6,16,10,16
LOC100506639,398,587,410,654,558,538
ZNF131,11829,17107,11881,8976,8213,7956
NIM1,5,4,2,6,4,8
HMGCS1,85401,116134,74334,13068,11244,12195
CCL28,7,16,7,10,6,5
C5orf28,1001,1582,795,1064,1062,960
C5orf34,2602,4095,2330,1466,1394,1369
SPATA6,1499,2547,1607,3148,2691,2639
PAIP1,21652,31836,17519,18469,17340,16798
NNT-AS1,834,1290,805,1215,1076,1203
NNT,4452,5910,3297,6778,5867,6092
RPL29P12,6,7,4,4,4,1
FGF10,4,20,6,4,0,7
LOC101927075,0,0,0,0,0,0
LOC100506674,176,245,132,331,273,255
MRPS30,11900,17966,11566,6759,6104,5825
HCN1,393,710,459,94,89,82
EMB,13758,22387,12775,8255,7706,7527
LOC202319,7,3,0,2,4,4
PARP8,7804,11342,8076,7022,6121,6261
LOC100287592,1,1,1,0,1,0
RPS10P12,1,0,0,2,0,0
LOC642366,18,26,13,8,6,9
ISL1,30,49,31,8,3,9
LOC644462,42,60,25,53,44,39
PELO,8109,11303,5879,3759,3026,3148
ITGA1,1289,1807,1148,662,545,611
ITGA2,4486,6726,4155,2018,1746,1804
MOCS2,2314,3632,2388,3049,2674,2817
LOC257396,258,350,257,578,533,547
FST,1356,1969,1038,22941,19364,19879
NDUFS4,6491,9255,4879,8416,7924,7596
ASS1P9,0,0,1,0,1,1
ARL15,582,790,767,1581,1496,1747
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,0,0
SNX18,5603,8285,4910,6836,6294,5875
AGBL4,44,74,28,118,89,107
ESM1,2,2,1,0,0,0
GZMK,0,1,1,0,1,1
GZMA,0,0,0,0,0,0
CDC20B,14,30,18,3,0,0
GPX8,12164,18149,10631,13018,11663,12171
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,20,24,15,2,2,5
CCNO,7,18,5,21,23,15
BEND5,434,552,396,1587,1345,1402
DHX29,12737,18007,11111,10400,8936,9356
LOC101928366,1,3,0,1,2,3
SKIV2L2,30496,41560,26941,32036,27572,28973
PPAP2A,4253,5893,3303,1745,1543,1525
MIR5687,0,0,0,0,0,0
RNF138P1,725,1280,794,304,276,252
SLC38A9,6279,8986,5156,3928,3542,3589
DDX4,19,33,16,5,0,2
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,40,45,22,12,9,7
IL6ST,5827,9698,5241,5315,4914,4731
FLJ31104,384,569,418,302,264,245
ANKRD55,1,3,3,0,0,0
LOC101928419,0,0,0,0,0,0
RPL17P22,14,12,1,11,17,11
PSMC1P4,1,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,3,0,0,0,2
LOC101928448,0,0,0,1,0,0
MAP3K1,11845,18451,10351,8296,7396,7326
SETD9,961,1364,653,630,605,530
MIER3,11140,19173,10971,12434,11795,11461
PEX10,3716,4860,3002,4078,3309,3401
GPBP1,31001,46422,26437,34345,31064,30234
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,1,5,0,0,0,0
LOC101928539,2,6,0,2,2,1
LOC101928569,0,0,0,0,0,0
PLK2,27927,38377,21878,1148,941,1004
ELAVL4,327,500,336,546,497,477
GAPT,2,4,4,0,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,3271,5354,3307,2731,2318,2122
RAB3C,1434,2259,1444,2980,2495,2610
PDE4D,1343,1982,1137,180,146,171
NDUFB4P2,1,1,1,0,1,2
MIR582,0,0,0,0,0,0
RPL31P8,1,0,0,0,0,0
RPS2P11,5,14,17,9,7,8
PART1,57,110,75,85,69,67
DEPDC1B,11646,15503,8763,13867,12839,12944
KRT8P31,5,6,9,2,1,1
ELOVL7,1899,2772,1450,809,757,757
ERCC8,2401,3588,1816,3002,2687,2848
NDUFAF2,3562,4597,4180,2418,2145,2317
SMIM15,10966,16422,9402,7337,7091,7214
LOC101928630,3,4,2,6,2,4
ZSWIM6,2672,4015,3798,6052,4937,5309
LOC100421561,72,123,83,88,102,54
RPL3P6,19,16,9,26,16,20
C5orf64,56,71,60,30,37,31
LOC101928651,0,2,2,0,0,0
LOC100506526,0,0,0,0,0,0
KIF2A,16664,28365,19029,15672,14319,14415
DIMT1,4200,6160,3765,4308,3901,3988
IPO11,14923,19301,11934,14314,13102,13514
CKS1BP3,17,24,13,1,31,18
IPO11-LRRC70,1507,1802,1315,1298,1272,1224
LRRC70,185,273,150,131,135,129
ISCA1P1,7,8,10,8,0,1
HTR1A,89,123,109,774,467,579
RNF180,793,1245,846,746,829,671
DMRTA2,2,1,2,8,3,9
RGS7BP,556,877,535,98,87,71
FAM159B,408,561,490,373,321,331
SREK1IP1,8299,12057,8259,9208,8872,8869
CWC27,8432,11341,10419,10687,10027,10307
LOC101928713,0,0,0,0,0,0
ADAMTS6,244,339,226,1176,1120,1059
RPS2P23,2,6,1,2,10,9
FAF1,9750,13399,8552,10996,9524,9480
CENPK,4212,6041,3332,4907,4670,4753
PPWD1,7621,10469,7157,8343,7613,7676
TRIM23,5001,7159,3528,4321,3995,4032
TRAPPC13,4733,6954,3412,3872,3491,3490
SGTB,6637,9876,6373,2185,1997,1818
NLN,26910,40350,28300,17822,14587,15368
ERBB2IP,16624,24990,15455,18012,17013,16207
LOC100303749,13,22,6,16,10,1
SREK1,17269,23902,18434,17935,16243,15644
LOC101928741,11,6,6,1,0,0
LOC101928769,0,0,0,0,0,0
MAST4,2027,3032,2291,802,677,639
LOC101928794,39,69,43,12,9,11
CD180,1,4,3,0,0,0
LOC101928819,2,0,0,0,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,35,64,53,55,47,31
EEF1B2P2,0,0,0,2,2,1
PIK3R1,4548,6755,5129,4249,3852,3821
LOC101928885,10,14,10,0,2,1
LOC100130639,0,0,0,0,0,0
SLC30A5,8120,11578,5570,7899,7327,7031
CCNB1,49556,64146,32235,34386,29572,30776
CENPH,14826,22640,11853,16730,15989,15722
MRPS36_variant1,3034,4069,1954,2393,2233,2249
CDKN2C,8,4,7,5,8,13
CDK7_variant2,7759,11520,5637,3882,3969,4060
CCDC125_variant1,183,373,189,215,250,243
CFL1P5_variant1,0,0,0,0,0,0
