Gene,3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq_REPLICANT.3,24hrs.RNASeq_REPLICANT.1,24hrs.RNASeq_REPLICANT.2,24hrs.RNASeq_REPLICANT.3
RPL26P16,5,3,2,5,6,4
LOC101059914,3,0,0,0,1,1
RPS15AP10,20,43,38,78,64,72
NACA3P,0,2,2,0,0,2
TRIM61,847,1238,1211,1660,1129,1158
FAM218A,236,282,223,375,332,286
RPL21P51,21,14,16,17,28,10
TRIM60,2,1,2,2,0,3
RPL7AP16,53,59,55,141,81,147
TMEM192,1060,1555,1827,2486,1546,1882
KLHL2,1165,1783,1803,1905,1267,1458
GK3P,13,12,10,19,10,13
MSMO1,14331,18945,14521,10432,8504,6982
CPE,2059,2814,2337,3634,2921,2797
MIR578,0,0,0,0,0,0
HADHAP1,9,8,9,5,6,6
LOC402191,0,0,0,0,0,0
TMEM69,3072,4288,2672,5346,4115,3420
LOC101928151,17,57,55,77,43,67
LOC101928131,7,18,10,21,12,14
TLL1,64,87,70,28,24,28
SPOCK3,18,9,12,21,15,30
ANXA10,0,5,2,0,0,0
DDX60,518,704,612,3184,2447,2297
DDX60L,66,90,93,837,643,604
LOC100506504,114,161,123,297,172,214
IPP,278,378,562,1642,933,1448
PALLD,5277,7896,12782,8244,3981,7107
RPL9P16,0,5,1,5,5,2
LOC101928172,56,73,81,54,41,35
CBR4,1713,2694,2963,6557,4636,5130
SH3RF1,1521,2477,2618,3131,1969,2377
RPL6P12,2,5,0,5,3,1
NEK1,1002,1498,3021,4143,2081,3446
CLCN3,4740,7430,8579,13227,7811,10450
RPL6P1,0,0,0,0,0,0
C4orf27,1125,1926,2291,4956,3364,3811
LOC100506085,129,173,150,269,138,194
MFAP3L,811,1080,874,1136,890,788
LOC101928198,0,0,1,1,0,0
AADAT,540,832,916,860,535,677
LOC101928223,16,25,30,100,84,68
LOC100506107,0,0,0,0,0,0
MAST2,1895,3282,4434,6156,2626,4848
LOC100506122,2,5,2,0,0,0
LOC101929135,0,0,0,0,0,0
LOC101928288,36,47,54,64,43,49
LOC441052,4,5,4,9,3,2
GALNTL6,6,9,14,8,4,4
LOC101928314,0,0,0,0,0,0
GALNT7,8954,12709,17702,19509,11284,16092
MIR548T,0,0,0,0,0,0
HMGB2,22260,32179,27063,56305,41037,41350
TMA16P2,7,12,12,19,7,9
SAP30,911,1335,1122,2139,1780,1683
LOC101928383,0,1,2,11,10,7
SCRG1,2,5,4,3,3,9
RPL5P11,0,1,0,3,2,2
LOC101928409,1,2,2,4,0,8
LOC101928439,0,0,0,0,0,0
HAND2,2,0,0,7,2,2
HAND2-AS1,0,0,1,0,0,1
PIK3R3,1116,1808,2194,8556,4584,6477
LOC101928478,0,2,1,4,5,3
LOC101928509,3,4,6,12,6,8
FBXO8,628,836,637,1571,1188,1153
CEP44,1579,2176,2296,4770,3721,3713
MIR4276,0,0,0,0,0,0
HPGD,62,95,85,44,31,33
GLRA3,5,8,4,9,8,11
LOC101928551,0,5,3,6,8,6
ADAM29,4,4,1,3,1,4
LOC101929626,2,1,1,1,8,6
TSEN2P1,0,0,0,0,0,0
GPM6A,219,253,214,584,514,428
LOC101928590,0,0,0,0,0,0
WDR17,577,686,722,818,594,571
SPATA4,5,4,2,4,8,5
ASB5,0,2,1,10,9,9
TSPAN1,1,5,5,11,8,10
SPCS3,10516,13541,15407,25532,19399,18869
VEGFC,65,112,96,87,54,54
NEIL3,886,1289,1209,1157,833,805
AGA,1160,1552,1094,1590,1238,1144
LOC285500,1,3,0,10,2,6
LOC285501,1,2,0,0,0,0
LOC101928656,1,0,0,0,0,0
RPL19P8,1,0,0,1,0,2
POMGNT1,3325,5329,3574,8138,5706,5812
LINC00290,0,0,1,0,0,0
LOC101928679,1,1,2,0,0,0
LOC101928703,22,48,30,53,39,40
MGC45800,816,1173,885,2704,1962,1928
TENM3,4678,8191,10881,24311,12555,19404
MIR1305,0,0,0,0,0,0
DCTD,3371,5325,4644,6791,4512,5112
LURAP1,225,328,259,343,200,240
FAM92A1P2,5,6,6,17,8,9
WWC2-AS2,180,248,157,346,218,247
WWC2,12837,18691,20251,20360,12511,15438
LOC101928734,4,1,1,4,1,3
CLDN22,0,0,0,0,0,0
CLDN24,4,10,6,11,5,9
CDKN2AIP,1405,2123,2512,4114,2986,3292
RAD54L,1322,2064,2265,3297,1869,2491
VTI1BP2,9,8,2,15,10,14
LOC389247,9,26,16,43,26,23
ING2,766,1089,1363,2002,1276,1835
RWDD4,3150,4051,3318,4394,3780,3079
TRAPPC11,4624,6746,5808,14187,10747,10166
LOC101928783,129,222,197,515,224,366
LOC101929169,32,39,31,50,46,51
STOX2,740,1093,989,1536,1039,998
ENPP6,8,32,41,36,23,21
C1orf86,1005,1686,1845,3337,1505,2770
LRRC41,5071,7334,4084,10802,7773,6972
LOC391722,5,2,3,6,0,0
LOC728175,3,5,5,14,12,11
IRF2,1053,1513,1104,2689,1911,1821
CASP3,15744,21468,18655,9538,7457,6898
CCDC111,324,424,454,1065,855,781
MLF1IP,16771,21840,17887,18899,16563,13928
ACSL1,500,722,893,437,211,310
SLED1,0,0,1,0,0,0
UQCRH,19996,28742,19758,29021,24277,20507
LOC731424,159,274,168,345,208,270
MIR3945,0,0,0,0,0,0
LOC100506229,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
LOC101928810,0,0,0,0,0,0
HELT,2,1,3,0,0,2
LOC101928877,0,0,0,1,1,0
LOC101928905,0,0,0,0,0,0
SLC25A4,4612,7238,5898,7776,5442,5760
KIAA1430,7220,9542,9077,14168,10947,10453
NSUN4,839,1356,1278,1877,1117,1406
SNX25,2285,3129,2351,5448,4217,4142
LRP2BP,100,147,120,434,310,310
ANKRD37,40,75,53,384,235,241
UFSP2,2687,3847,3192,5657,4285,4026
C4orf47,78,73,96,843,568,538
CCDC110,168,187,271,804,519,663
PDLIM3,1411,1858,1408,6494,5118,4935
SORBS2,1265,1856,1834,6974,4563,5376
LOC101928929,0,0,0,0,0,0
TLR3,171,196,177,346,298,237
FAAH,493,788,527,1345,983,1022
FAM149A,759,1037,767,1899,1384,1397
FLJ38576,25,59,47,87,59,56
CYP4V2,630,898,694,1168,853,916
KLKB1,925,1310,986,2034,1646,1500
F11,16,23,25,33,15,19
LOC285441,1,3,3,5,5,3
SLC25A5P6,0,0,0,0,1,0
MTNR1A,17,22,32,44,14,49
FAT1,35930,51016,42049,83938,55963,62682
LOC729041,11,5,12,34,25,24
LOC339975,6,4,5,11,4,6
LOC100652955,0,0,0,0,0,0
LOC100506272,0,0,0,0,0,0
ZFP42,24394,33685,25465,26897,21314,19561
TRIML2,970,1306,942,572,418,409
TRIML1,1,0,0,1,0,0
LOC101929651,1,5,2,8,8,6
RPL7AP27,1,0,0,0,0,0
LOC401164,113,160,106,294,238,199
HSP90AA4P,2,2,15,5,3,6
LOC101928971,2,0,0,0,0,0
FRG1_variant1,1296,1794,1350,2015,1775,1489
TUBB7P_variant1,0,0,0,0,0,0
DUX4L9_variant1,0,0,1,2,0,0
DMBX1,0,7,6,200,117,156
FRG2_variant2,0,0,0,0,0,0
DUX2_variant1,0,0,0,0,0,0
DUX4L7_variant2,0,0,0,0,0,0
DUX4L6_variant1,0,0,0,0,0,0
DUX4L5_variant2,0,0,0,0,0,0
DUX4L4_variant2,0,0,0,0,0,0
MKNK1-AS1,15,13,21,26,22,16
DUX4_variant1,0,0,0,0,0,0
DUX4L3_variant2,0,0,0,0,0,0
DUX4L2_variant1,0,0,0,0,0,0
MGC39584,0,4,3,9,4,11
LOC100996703,1,0,0,2,2,2
LOC101926992,0,0,0,0,0,0
MAFIP,1,4,3,1,1,0
PLEKHG4B,2819,4012,3090,9574,6212,6773
KNCN,1,0,0,0,1,1
LRRC14B,3,0,4,2,0,5
CCDC127,968,1536,1512,3415,2477,2683
SDHA,3283,5991,5741,10750,6710,8761
PDCD6,5376,8021,5656,8924,7026,6786
LOC100421419,23,12,7,26,19,10
AHRR,135,178,123,382,260,246
LOC100310782,0,0,0,0,0,2
C5orf55,207,281,208,412,239,296
EXOC3,2158,3509,3157,5301,3327,4107
PP7080,453,676,531,1170,787,893
MKNK1,390,681,757,1467,873,1157
SLC9A3,37,47,54,208,108,171
LOC100288152,313,448,332,1445,962,1165
MIR4456,0,0,0,0,0,0
LOC100996325,3,7,5,4,5,6
CEP72,1218,1871,1721,3161,1878,2447
TPPP,240,340,264,763,463,644
ZDHHC11B,25,35,34,92,51,85
LOC101928768,78,142,68,213,125,155
ZDHHC11,351,458,360,819,490,631
SKI,1327,2328,5225,6323,2116,6013
LOC101929673,2,1,3,3,1,4
BRD9,2485,4008,4245,5497,3414,4376
TRIP13,3896,6071,5466,4380,3164,3367
LOC100506688,41,62,37,74,38,66
NKD2,151,364,253,409,233,335
SLC12A7,976,1684,3549,6872,2305,6560
MIR4635,0,0,0,0,0,0
LOC101928793,170,196,260,473,202,334
LOC101928857,1,0,3,5,8,9
SLC6A19,0,2,2,1,0,0
SLC6A18,1,1,1,1,2,1
MOB3C,660,1083,905,895,622,689
TERT,716,1102,722,1367,934,1096
MIR4457,0,0,0,0,0,0
CLPTM1L,6767,11073,8951,8763,6084,6736
LOC101928884,18,11,33,49,17,57
LOC100506791,0,1,3,0,1,2
SLC6A3,13,31,22,76,63,62
LPCAT1,9362,17392,23515,39810,22087,31949
SDHAP3,294,491,346,949,648,790
LOC728613,323,496,382,1027,787,862
LOC100132773,0,2,3,8,4,14
ATPAF1,4601,6449,5572,9989,7185,7409
MIR4277,0,0,0,0,0,0
LOC101929003,1,1,1,1,0,2
MRPL36,1405,2382,2063,1957,1439,1487
NDUFS6,2725,5100,6601,6722,3889,6065
LOC101929034,0,0,0,0,0,1
IRX4,164,268,220,166,91,126
LOC101929056,1,2,2,7,3,0
LOC101929081,1,2,1,0,1,3
LOC101929108,5,16,13,29,12,19
LOC100506858,0,0,0,0,0,0
TEX38,0,2,4,8,1,0
IRX2,4570,6686,4995,21758,16590,18518
C5orf38,66,108,70,1088,791,782
LINC01019,1,1,0,0,0,1
IRX1,116,146,93,4031,3245,3537
LOC101929153,0,0,0,0,0,0
LINC01020,0,0,0,0,0,0
LOC101929176,83,142,153,83,49,65
ADAMTS16,1334,2031,1699,598,399,386
EFCAB14-AS1,1,2,5,2,4,5
LOC101929200,62,105,53,70,73,36
KIAA0947,10438,15242,15751,19867,13091,14814
LOC101929214,0,0,0,0,0,0
FLJ33360,5,4,4,9,1,9
MED10,194,404,1030,935,312,746
UBE2QL1,57,81,67,121,93,90
LINC01018,86,89,79,85,69,49
NSUN2,8352,14574,15370,13577,8232,10423
SRD5A1,2527,3606,2966,5065,3844,3540
EFCAB14,5818,7772,5534,10870,8109,7325
LOC100505625,1,2,1,2,2,2
PAPD7,894,1637,1979,3007,1575,2436
MIR4278,0,0,0,0,0,0
LOC101929232,14,20,15,28,19,11
LOC442132,0,2,4,1,1,5
LOC101929261,0,0,0,0,0,0
ADCY2,2296,3500,3117,2581,1590,1807
C5orf49,32,64,54,60,33,46
LOC101929349,0,0,0,1,2,2
MTRR,3950,5648,4577,4615,3434,3267
FASTKD3,947,1453,1269,1668,1321,1230
LOC729506,0,0,0,0,0,0
MIR4458HG,0,0,1,0,1,1
MIR4458,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0
LOC101929284,0,0,0,1,1,0
SEMA5A,522,858,863,3664,2366,2755
CYP4B1,1,1,2,2,4,3
MIR4636,0,0,0,0,0,0
LOC101929338,1,4,2,11,6,8
SNHG18,313,411,311,1446,1023,982
SNORD123,0,0,0,0,0,0
LOC101929359,0,0,0,0,0,0
TAS2R1,0,1,0,1,0,2
LOC285692,0,0,1,4,0,1
FAM173B,1156,1675,1347,1335,1003,1091
CCT5,65088,91721,63437,71367,60376,53814
CMBL,457,671,1062,1538,704,1490
CYP4Z2P,0,0,0,0,0,0
MARCH6,8702,12250,12577,25011,16602,20162
ROPN1L-AS1,1,4,1,1,6,2
ROPN1L,29,45,20,20,16,6
LOC101929379,0,0,1,0,0,0
RPL30P7,0,0,0,0,0,0
LOC101929412,2,2,3,2,0,1
LOC389273,0,0,0,0,0,0
ANKRD33B,5469,8387,12931,8369,3608,6687
DAP,572,1057,2763,3015,974,3053
LOC100533627,0,0,0,0,0,0
CTNND2,563,940,1198,2916,1416,2459
CT49,1,0,0,0,1,0
RPL29P13,2,1,1,2,0,0
DNAH5,618,899,903,1012,601,720
TRIO,20329,28454,23608,21326,13301,15807
FAM105A,797,1153,1120,1435,1072,1083
MORN1,314,537,358,1332,1013,1013
CYP4A11,14,10,16,44,14,32
FAM105B,3798,5319,4681,5856,4444,4681
ANKH,291,464,473,590,341,470
LOC100130744,94,181,120,224,170,174
MIR4637,0,0,0,0,0,0
LOC101929454,0,0,0,0,0,0
CYP4X1,244,335,288,397,293,275
FBXL7,1101,1580,1354,3843,2383,2748
LOC101929472,0,4,2,3,1,4
MIR887,0,0,0,0,0,0
MARCH11,1,8,9,63,35,38
LOC101929505,2,3,0,6,7,7
ZNF622,3255,5060,3660,3824,2836,2872
FAM134B,294,446,399,149,122,113
LOC101929524,159,261,211,327,227,228
MYO10,10307,17992,22826,40275,20815,32260
LOC285696,66,73,64,317,208,247
BASP1,6151,8733,7170,23183,16870,17606
CYP4Z1,2,5,2,5,1,6
LOC646012,0,0,0,0,0,0
FTH1P10,0,1,0,0,0,2
LOC401177,0,0,0,0,0,0
LOC101929544,0,0,0,1,1,0
gene10435,0,0,0,0,0,0
LOC100533626,0,0,0,0,0,1
LOC646241,0,0,0,0,0,0
CYP4A22,4,1,0,10,2,4
CDH18,30,29,25,21,18,19
GUSBP1,835,1147,795,1332,1015,1050
LOC100506217,65,119,78,258,165,197
CDH12,17,35,29,419,352,283
HSPD1P1,10,11,13,22,11,8
PMCHL1,0,0,0,0,0,0
LOC101929617,0,0,0,2,2,3
PRDM9,0,0,1,0,0,0
LOC503540,0,1,1,2,1,1
CDH10,9,14,13,272,195,177
LOC340107,0,0,0,0,0,0
LINC00853,1,5,1,11,7,11
MSNP1,1,1,0,2,0,2
CDH9,27,53,34,1509,1003,1117
LINC01021,148,237,236,920,590,745
LSP1P3,0,0,0,0,0,0
SUCLG2P4,0,0,0,0,0,0
LOC101929645,6,4,4,8,5,11
LOC101929660_variant1,0,0,0,0,0,0
PDZK1IP1,0,0,0,0,2,1
LOC101929681,0,0,0,0,0,0
RPL19P11,8,3,0,0,4,2
CDH6,188,261,232,133,121,133
DROSHA,3594,5932,7322,10589,5963,8293
C5orf22,3325,5010,5029,6686,4660,4920
TAL1,18,29,13,35,20,32
PDZD2,571,815,829,2906,1531,2250
RPL9P17,4,6,3,15,7,8
RPL21P56,8,10,5,9,14,1
RPL5P14,0,0,0,2,1,2
MIR4279,0,0,0,0,0,0
GOLPH3,6704,10286,10553,14963,10214,11089
RPL27P10,0,3,4,7,4,5
MTMR12,5862,10212,12081,13852,7846,10435
ZFR,16691,23338,20335,28807,21457,21692
LOC100129534,137,203,128,435,261,341
STIL,5639,7672,5306,6390,5441,4567
MIR579,0,0,0,0,0,0
SUB1,20132,24310,21838,25051,21244,18354
NPR3,15,19,25,9,5,8
LOC340113,0,0,0,0,0,0
RPS8P8,8,7,5,9,7,5
TARS,38601,56405,47090,54789,41447,39005
ADAMTS12,1669,2837,2987,5832,3494,4311
CMPK1,2840,3835,3988,6137,4657,4624
RXFP3,3,6,16,4,3,7
SLC45A2,2,2,3,4,3,3
PSMC6P3,0,1,2,0,0,0
C1QTNF3-AMACR,4,51,33,52,98,12
AMACR,1097,1576,1357,2977,2198,2219
C1QTNF3,30,35,30,126,119,103
LOC646652,313,428,409,1009,685,878
RAI14,12751,18357,18197,14448,9802,10649
FOXE3,6,10,10,2,1,4
LOC101929704,27,43,25,161,90,120
TTC23L,27,32,19,72,54,57
RAD1,3523,5328,5081,5699,4237,4232
BRIX1,4766,7210,7376,6892,4944,5066
DNAJC21,5026,7275,7658,10376,7137,7879
AGXT2,0,0,0,0,0,0
PRLR,327,515,389,1199,941,825
SPEF2,109,145,117,287,216,238
IL7R,22,37,28,1,0,0
FOXD2-AS1,5,6,9,19,11,6
CAPSL,4,4,5,16,11,12
LOC100506406,0,0,0,0,0,0
UGT3A1,267,381,258,1117,819,766
UGT3A2,1747,2996,2458,2826,1929,2089
LMBRD2,886,1095,1010,1554,1242,1178
MIR580,0,0,0,0,0,0
SKP2,8710,12555,10707,13198,9654,9038
NADK2,2484,3543,3498,5788,4267,4268
RANBP3L,7,6,5,19,19,19
FOXD2,8,5,4,4,7,5
SLC1A3,732,1035,868,2021,1566,1639
LOC646719,971,1204,1023,2182,1775,1681
NIPBL,2618,2943,11673,13417,4238,14229
KRT18P31,36,43,48,71,59,73
C5orf42,2634,3339,2797,5831,4463,4265
RPS4XP6,0,1,3,7,7,6
OFD1P17,10,14,8,19,10,13
NUP155,17684,23375,16878,21051,17304,14710
RPL21P24,0,0,0,0,0,0
WDR70,3604,5167,3837,6923,5570,5134
GDNF,12,19,37,165,90,135
GDNF-AS1,11,16,16,99,77,72
LOC101929745,0,0,1,0,0,0
EGFLAM,18,29,24,42,32,31
EGFLAM-AS4,3,8,2,4,3,5
EGFLAM-AS2,1,0,0,3,0,0
LIFR,3129,3998,3885,8157,5804,5557
LIFR-AS1,42,62,82,251,162,180
MIR3650,0,0,0,0,0,0
LOC101929768,0,0,0,0,0,0
LOC101926904,0,0,0,0,1,0
OSMR,585,807,1272,330,177,242
RICTOR,4259,5757,5463,10319,7846,7339
FYB,1,2,1,0,0,0
C9,5,4,5,3,2,1
TRABD2B,148,213,286,384,182,353
DAB2,389,675,605,742,471,510
LOC101926921,0,0,0,0,0,0
LOC101926940,1,0,3,0,0,0
PTGER4,434,585,370,84,52,44
TTC33,1157,1448,1535,3531,2332,2539
PRKAA1,2719,3659,2961,5460,4139,3830
LOC100506548,2135,2993,3092,11599,7950,8579
RPL37,59578,91834,57381,111667,91845,85998
SNORD72,0,0,0,0,0,0
CARD6,113,139,118,169,124,138
C7,23,24,24,14,9,12
MROH2B,0,0,0,0,0,0
C6,0,0,0,0,0,0
PLCXD3,6,10,14,5,2,11
OXCT1,5314,8425,8398,9268,6681,7211
C5orf51,4225,5086,3722,5891,4842,4127
SKINTL,0,1,1,3,4,5
FBXO4,76,76,80,106,86,71
LOC101926960,9,15,17,27,15,25
GHR,105,123,134,214,134,169
LOC101926985,1,1,1,0,1,4
CCDC152,1047,1637,2312,4085,2860,3357
RER1,5262,7890,6347,8037,5790,6193
SLC5A9,4,9,4,7,6,7
SEPP1,1163,1559,1318,12417,8440,8101
LOC648987,275,407,273,395,300,316
LOC101927030,2,1,2,1,2,6
ANXA2R,2,1,0,2,3,4
LOC153684,1,6,1,3,3,4
LOC100132356,65,73,48,147,91,98
LOC101929699,6,10,10,14,7,12
LOC100506639,144,193,137,519,324,366
ZNF131,3637,5050,4726,6558,4999,5245
NIM1,1,2,1,5,7,6
HMGCS1,23709,37993,58604,16431,9179,13675
CCL28,0,7,4,15,4,20
C5orf28,597,733,859,1150,798,920
C5orf34,1313,1683,1399,1430,1260,1146
SPATA6,855,1175,1091,2377,1554,1826
PAIP1,9353,12188,9985,15240,12609,11108
NNT-AS1,296,482,510,817,555,606
NNT,1667,2671,2700,5756,3513,4322
RPL29P12,0,1,0,4,0,1
FGF10,8,6,4,9,3,6
LOC101927075,0,0,0,0,0,0
LOC100506674,98,120,95,300,218,182
MRPS30,6266,8462,6505,7449,6163,5689
HCN1,262,410,473,747,448,502
EMB,6388,8072,7632,8673,7018,6684
LOC202319,0,0,0,1,1,0
PARP8,2387,3304,3280,5456,3893,4287
LOC100287592,1,0,0,0,0,0
RPS10P12,0,0,0,0,0,0
LOC642366,2,3,4,5,7,5
ISL1,11,11,3,12,5,9
LOC644462,19,22,25,39,48,30
PELO,3850,5543,3747,3538,2790,2617
ITGA1,885,1280,1152,747,515,509
ITGA2,1697,2245,2122,2275,1516,1589
MOCS2,1635,2174,1691,2520,2076,1832
LOC257396,209,335,299,510,356,352
FST,631,915,846,6366,5195,5258
NDUFS4,3498,4567,3399,7341,6496,5420
ASS1P9,0,0,0,1,2,0
ARL15,270,379,798,1025,505,1080
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,1,0
SNX18,2915,3891,3434,4806,3610,3726
AGBL4,66,70,51,88,69,65
ESM1,1,1,2,0,0,0
GZMK,0,0,0,1,1,0
GZMA,0,0,0,0,0,1
CDC20B,3,7,6,7,4,3
GPX8,9610,13312,10737,10351,8031,7460
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,3,4,4,3,4,3
CCNO,8,15,9,5,4,11
BEND5,303,438,357,1319,845,912
DHX29,7368,10020,9559,10769,8219,8008
LOC101928366,2,0,3,3,3,3
SKIV2L2,15313,21324,20438,29817,21788,21767
PPAP2A,2527,3682,2773,3457,2552,2511
MIR5687,0,0,0,0,0,0
RNF138P1,273,348,333,398,321,336
SLC38A9,3723,5219,4023,4125,3166,2828
DDX4,3,5,2,2,2,2
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,12,27,23,13,19,20
IL6ST,3198,4071,3590,5426,4310,4052
FLJ31104,130,220,155,305,189,241
ANKRD55,2,2,2,0,0,1
LOC101928419,1,0,0,0,0,0
RPL17P22,3,12,2,5,11,2
PSMC1P4,0,0,0,0,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,2,1,0,1,1
LOC101928448,0,0,0,0,0,0
MAP3K1,5183,7018,5896,8567,6271,6025
SETD9,550,713,550,600,474,437
MIER3,5808,7137,5918,10849,9058,8101
PEX10,1877,3090,2150,3340,2310,2609
GPBP1,11864,16328,13742,29853,23793,21535
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,1,4,1,0,0,2
LOC101928539,1,2,5,1,2,3
LOC101928569,0,0,0,0,0,0
PLK2,10684,15209,11591,1132,860,817
ELAVL4,69,104,92,310,212,223
GAPT,2,0,0,0,0,1
MIR548AE2,0,0,0,0,0,0
LOC101928600,1242,1695,1548,3330,2011,2804
RAB3C,1081,1570,1382,3221,2472,2366
PDE4D,694,848,641,112,100,92
NDUFB4P2,0,1,2,1,3,1
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,2,0,1
RPS2P11,1,2,1,10,7,3
PART1,37,38,32,59,45,73
DEPDC1B,3747,6257,7907,8840,5645,6688
KRT8P31,3,5,5,9,2,6
ELOVL7,1597,2222,2088,1458,1048,1095
ERCC8,1610,2032,1679,2983,2564,2221
NDUFAF2,1334,1898,1928,1713,1280,1404
SMIM15,3793,5618,6021,6773,4756,5127
LOC101928630,0,2,0,0,0,5
ZSWIM6,531,837,1511,3171,1368,2743
LOC100421561,26,39,22,63,42,46
RPL3P6,3,1,3,4,7,15
C5orf64,16,29,22,39,25,24
LOC101928651,0,0,0,0,0,1
LOC100506526,0,0,0,0,1,0
KIF2A,9781,13367,13097,15145,10597,11902
DIMT1,2990,4229,3931,4122,3169,3064
IPO11,4135,6680,11767,10856,5779,8928
CKS1BP3,0,20,18,5,15,14
IPO11-LRRC70,151,410,906,729,335,580
LRRC70,26,27,36,62,47,66
ISCA1P1,1,3,0,4,8,0
HTR1A,76,170,134,722,449,603
RNF180,208,275,212,641,472,425
DMRTA2,1,1,1,2,3,0
RGS7BP,386,488,459,128,103,81
FAM159B,106,158,120,439,356,303
SREK1IP1,3176,3867,4069,9101,6736,7188
CWC27,2135,3772,6411,8595,4323,7124
LOC101928713,0,0,0,0,0,0
ADAMTS6,111,172,151,1377,1014,1030
RPS2P23,2,0,2,4,4,6
FAF1,5718,8910,7084,9088,6540,6605
CENPK,2600,3482,3286,3528,2941,2652
PPWD1,3399,5227,5267,6989,5029,5464
TRIM23,1958,2641,2552,4134,3199,3095
TRAPPC13,2244,2778,2460,2986,2731,2341
SGTB,2102,3184,3493,3287,2280,2563
NLN,14207,21031,21341,25379,17828,19140
ERBB2IP,5389,7318,7146,13930,10524,10280
LOC100303749,5,6,4,11,8,9
SREK1,3649,5342,7573,12388,7280,10163
LOC101928741,1,3,3,0,0,0
LOC101928769,0,0,0,0,0,0
MAST4,590,837,888,1085,511,768
LOC101928794,44,32,27,20,20,22
CD180,0,0,1,0,0,0
LOC101928819,0,0,0,0,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,5,8,16,45,43,45
EEF1B2P2,1,0,0,0,1,0
PIK3R1,728,1157,2061,3613,1587,3032
LOC101928885,4,4,1,0,3,2
LOC100130639,0,0,0,0,0,0
SLC30A5,4534,6376,5583,7528,5696,5410
CCNB1,18747,27927,21233,27305,21444,20262
CENPH,6134,7797,6762,10614,9343,7864
MRPS36_variant1,1643,2291,1766,2581,2177,1872
CDKN2C,1,2,3,3,3,3
CDK7_variant2,2960,4119,3495,4680,3679,3123
CCDC125_variant1,54,49,75,176,98,133
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,14,20,16,19,12,14
TAF9_variant1,4994,7122,5936,6715,5128,4771
RAD17_variant1,1319,1890,2400,3218,2252,2309
MARVELD2_variant2,0,0,0,0,0,0
RPS27P14_variant2,0,0,0,2,0,2
