Gene,3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq_REPLICANT.3,48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq_REPLICANT.3
NIPBL,2618,2943,11673,17254,19013,26851
KRT18P31,36,43,48,98,220,143
C5orf42,2634,3339,2797,2735,4841,3172
RPS4XP6,0,1,3,2,9,8
OFD1P17,10,14,8,21,38,32
NUP155,17684,23375,16878,27024,44067,23934
RPL21P24,0,0,0,0,0,0
WDR70,3604,5167,3837,4895,6809,4610
GDNF,12,19,37,9,18,13
GDNF-AS1,11,16,16,13,12,15
LOC101929745,0,0,1,2,3,3
EGFLAM,18,29,24,49,63,33
EGFLAM-AS4,3,8,2,3,6,7
EGFLAM-AS2,1,0,0,0,0,0
LIFR,3129,3998,3885,6624,9871,5225
LIFR-AS1,42,62,82,110,186,112
MIR3650,0,0,0,0,0,0
LOC101929768,0,0,0,1,1,0
LOC101926904,0,0,0,1,0,0
OSMR,585,807,1272,1074,1531,1086
RICTOR,4259,5757,5463,7190,14954,9149
FYB,1,2,1,2,5,2
C9,5,4,5,3,5,3
TRABD2B,148,213,286,244,391,404
DAB2,389,675,605,701,1137,779
LOC101926921,0,0,0,0,0,0
LOC101926940,1,0,3,2,3,1
PTGER4,434,585,370,712,960,560
TTC33,1157,1448,1535,1823,2891,1570
PRKAA1,2719,3659,2961,4735,7838,4429
LOC100506548,2135,2993,3092,6405,9041,5660
RPL37,59578,91834,57381,111592,150654,99250
SNORD72,0,0,0,0,0,0
CARD6,113,139,118,322,538,368
C7,23,24,24,39,42,28
MROH2B,0,0,0,0,0,0
C6,0,0,0,0,0,2
PLCXD3,6,10,14,30,54,32
OXCT1,5314,8425,8398,10952,14970,9668
C5orf51,4225,5086,3722,4960,9510,5151
SKINTL,0,1,1,2,4,1
FBXO4,76,76,80,174,237,124
LOC101926960,9,15,17,34,49,33
GHR,105,123,134,180,264,165
LOC101926985,1,1,1,5,10,8
CCDC152,1047,1637,2312,4487,6908,4394
RER1,5262,7890,6347,10229,13986,7400
SLC5A9,4,9,4,7,10,12
SEPP1,1163,1559,1318,1316,1854,941
LOC648987,275,407,273,864,1116,985
LOC101927030,2,1,2,8,9,6
ANXA2R,2,1,0,7,6,3
LOC153684,1,6,1,12,23,10
LOC100132356,65,73,48,140,230,136
LOC101929699,6,10,10,10,10,6
LOC100506639,144,193,137,398,587,410
ZNF131,3637,5050,4726,11829,17107,11881
NIM1,1,2,1,5,4,2
HMGCS1,23709,37993,58604,85401,116134,74334
CCL28,0,7,4,7,16,7
C5orf28,597,733,859,1001,1582,795
C5orf34,1313,1683,1399,2602,4095,2330
SPATA6,855,1175,1091,1499,2547,1607
PAIP1,9353,12188,9985,21652,31836,17519
NNT-AS1,296,482,510,834,1290,805
NNT,1667,2671,2700,4452,5910,3297
RPL29P12,0,1,0,6,7,4
FGF10,8,6,4,4,20,6
LOC101927075,0,0,0,0,0,0
LOC100506674,98,120,95,176,245,132
MRPS30,6266,8462,6505,11900,17966,11566
HCN1,262,410,473,393,710,459
EMB,6388,8072,7632,13758,22387,12775
LOC202319,0,0,0,7,3,0
PARP8,2387,3304,3280,7804,11342,8076
LOC100287592,1,0,0,1,1,1
RPS10P12,0,0,0,1,0,0
LOC642366,2,3,4,18,26,13
ISL1,11,11,3,30,49,31
LOC644462,19,22,25,42,60,25
PELO,3850,5543,3747,8109,11303,5879
ITGA1,885,1280,1152,1289,1807,1148
ITGA2,1697,2245,2122,4486,6726,4155
MOCS2,1635,2174,1691,2314,3632,2388
LOC257396,209,335,299,258,350,257
FST,631,915,846,1356,1969,1038
NDUFS4,3498,4567,3399,6491,9255,4879
ASS1P9,0,0,0,0,0,1
ARL15,270,379,798,582,790,767
MIR581,0,0,0,0,0,0
MIR4459,0,0,0,0,0,0
HSPB3,0,0,0,0,0,0
SNX18,2915,3891,3434,5603,8285,4910
AGBL4,66,70,51,44,74,28
ESM1,1,1,2,2,2,1
GZMK,0,0,0,0,1,1
GZMA,0,0,0,0,0,0
CDC20B,3,7,6,14,30,18
GPX8,9610,13312,10737,12164,18149,10631
MIR449A,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
MCIDAS,3,4,4,20,24,15
CCNO,8,15,9,7,18,5
BEND5,303,438,357,434,552,396
DHX29,7368,10020,9559,12737,18007,11111
LOC101928366,2,0,3,1,3,0
SKIV2L2,15313,21324,20438,30496,41560,26941
PPAP2A,2527,3682,2773,4253,5893,3303
MIR5687,0,0,0,0,0,0
RNF138P1,273,348,333,725,1280,794
SLC38A9,3723,5219,4023,6279,8986,5156
DDX4,3,5,2,19,33,16
LOC101929721,0,0,0,0,0,0
LOC101928393,0,0,0,0,0,0
IL31RA,12,27,23,40,45,22
IL6ST,3198,4071,3590,5827,9698,5241
FLJ31104,130,220,155,384,569,418
ANKRD55,2,2,2,1,3,3
LOC101928419,1,0,0,0,0,0
RPL17P22,3,12,2,14,12,1
PSMC1P4,0,0,0,1,0,0
RNU6ATAC2P,0,0,0,0,0,0
RPL26P19,0,2,1,0,3,0
LOC101928448,0,0,0,0,0,0
MAP3K1,5183,7018,5896,11845,18451,10351
SETD9,550,713,550,961,1364,653
MIER3,5808,7137,5918,11140,19173,10971
PEX10,1877,3090,2150,3716,4860,3002
GPBP1,11864,16328,13742,31001,46422,26437
ACTBL2,0,0,0,0,0,0
LOC100996645,0,0,0,0,0,0
LOC101928505,1,4,1,1,5,0
LOC101928539,1,2,5,2,6,0
LOC101928569,0,0,0,0,0,0
PLK2,10684,15209,11591,27927,38377,21878
ELAVL4,69,104,92,327,500,336
GAPT,2,0,0,2,4,4
MIR548AE2,0,0,0,0,0,0
LOC101928600,1242,1695,1548,3271,5354,3307
RAB3C,1081,1570,1382,1434,2259,1444
PDE4D,694,848,641,1343,1982,1137
NDUFB4P2,0,1,2,1,1,1
MIR582,0,0,0,0,0,0
RPL31P8,0,0,0,1,0,0
RPS2P11,1,2,1,5,14,17
PART1,37,38,32,57,110,75
DEPDC1B,3747,6257,7907,11646,15503,8763
KRT8P31,3,5,5,5,6,9
ELOVL7,1597,2222,2088,1899,2772,1450
ERCC8,1610,2032,1679,2401,3588,1816
NDUFAF2,1334,1898,1928,3562,4597,4180
SMIM15,3793,5618,6021,10966,16422,9402
LOC101928630,0,2,0,3,4,2
ZSWIM6,531,837,1511,2672,4015,3798
LOC100421561,26,39,22,72,123,83
RPL3P6,3,1,3,19,16,9
C5orf64,16,29,22,56,71,60
LOC101928651,0,0,0,0,2,2
LOC100506526,0,0,0,0,0,0
KIF2A,9781,13367,13097,16664,28365,19029
DIMT1,2990,4229,3931,4200,6160,3765
IPO11,4135,6680,11767,14923,19301,11934
CKS1BP3,0,20,18,17,24,13
IPO11-LRRC70,151,410,906,1507,1802,1315
LRRC70,26,27,36,185,273,150
ISCA1P1,1,3,0,7,8,10
HTR1A,76,170,134,89,123,109
RNF180,208,275,212,793,1245,846
DMRTA2,1,1,1,2,1,2
RGS7BP,386,488,459,556,877,535
FAM159B,106,158,120,408,561,490
SREK1IP1,3176,3867,4069,8299,12057,8259
CWC27,2135,3772,6411,8432,11341,10419
LOC101928713,0,0,0,0,0,0
ADAMTS6,111,172,151,244,339,226
RPS2P23,2,0,2,2,6,1
FAF1,5718,8910,7084,9750,13399,8552
CENPK,2600,3482,3286,4212,6041,3332
PPWD1,3399,5227,5267,7621,10469,7157
TRIM23,1958,2641,2552,5001,7159,3528
TRAPPC13,2244,2778,2460,4733,6954,3412
SGTB,2102,3184,3493,6637,9876,6373
NLN,14207,21031,21341,26910,40350,28300
ERBB2IP,5389,7318,7146,16624,24990,15455
LOC100303749,5,6,4,13,22,6
SREK1,3649,5342,7573,17269,23902,18434
LOC101928741,1,3,3,11,6,6
LOC101928769,0,0,0,0,0,0
MAST4,590,837,888,2027,3032,2291
LOC101928794,44,32,27,39,69,43
CD180,0,0,1,1,4,3
LOC101928819,0,0,0,2,0,0
RPL21P55,0,0,0,0,0,0
LOC101928858,5,8,16,35,64,53
EEF1B2P2,1,0,0,0,0,0
PIK3R1,728,1157,2061,4548,6755,5129
LOC101928885,4,4,1,10,14,10
LOC100130639,0,0,0,0,0,0
SLC30A5,4534,6376,5583,8120,11578,5570
CCNB1,18747,27927,21233,49556,64146,32235
CENPH,6134,7797,6762,14826,22640,11853
MRPS36_variant1,1643,2291,1766,3034,4069,1954
CDKN2C,1,2,3,8,4,7
CDK7_variant2,2960,4119,3495,7759,11520,5637
CCDC125_variant1,54,49,75,183,373,189
CFL1P5_variant1,0,0,0,0,0,0
CHCHD2P2_variant2,14,20,16,17,13,16
TAF9_variant1,4994,7122,5936,7385,11332,6889
RAD17_variant1,1319,1890,2400,3537,5195,3107
MARVELD2_variant2,0,0,0,0,0,0
